particular,A110,A112,A115,A120,A125,A130,A135,A140,A200,A310,A320,A325,A330,A335,A340,A345,A400,A500,A800,A850,A855,A900,A910,Total
                Research and Development,"10,016",0,0,0,0,"1,211",0,0,0,"1,192",52,0,78,0,51,0,0,526,993,0,0,"4,087",0,"18,206"
          Philippine Council for Health Research and Development,"10,912",0,93,0,0,0,0,0,98,"1,357",57,0,125,0,55,0,37,521,"1,094",0,0,"4,153",0,"18,502"
          Philippine Institute of Volcanology and Seismology,"36,830",0,351,0,0,156,0,0,0,"4,609",227,0,394,0,225,0,"1,372",786,"4,109",0,0,"16,988",0,"66,047"
          Philippine Nuclear Research Institute,"47,849",0,146,0,0,"3,188",0,0,0,"5,659",236,0,594,0,240,0,0,971,"4,830",0,0,"21,562",0,"85,275"
          Philippine Science High School,"120,163",0,955,0,0,154,0,0,"1,046","14,009",750,0,"1,093",0,657,0,0,"2,045","12,468",0,0,"40,311",0,"193,651"
          Philippine Textile Research Institute,"19,501",0,0,0,0,0,0,0,0,"2,073",116,0,160,0,97,0,54,382,"2,222",0,0,"13,693",0,"38,298"
          Science Education Institute,"10,183",0,132,0,0,0,0,0,0,"1,087",42,0,99,0,41,0,0,463,993,0,0,"5,093",0,"18,133"
          Science and Technology Information Institute,"14,756",0,158,0,0,"1,997",0,0,0,"1,486",66,0,150,0,65,0,0,377,"1,306",0,0,"10,304",0,"30,665"
          Technology Application and Promotion Institute,"12,545",0,155,0,0,0,0,0,0,"1,377",63,0,142,0,52,0,0,459,"1,243",0,0,"9,500",0,"25,536"
          Philippine Council for Advanced Science and,,,,,,,,,,,,,,,,,,,,,,,,
                Technology Research and Development,"6,421",0,0,0,0,0,0,0,0,771,30,0,77,0,29,0,72,783,700,0,0,"4,671",0,"13,554"
          Philippine Council for Industry and Energy,,,,,,,,,,,,,,,,,,,,,,,,
                Research and Development,"8,806",0,414,0,0,0,0,0,88,"1,178",43,0,45,0,45,0,698,427,963,0,0,"3,639",0,"16,346"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Social Welfare and Development,"484,963",0,"33,915",0,0,"3,722",0,326,0,"55,095","2,986",0,"5,972",0,"2,805",0,22,"14,659","53,767",0,0,"97,015",0,"755,247"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"474,662",0,"33,915",0,0,"3,639",0,326,0,"53,856","2,936",0,"5,848",0,"2,756",0,0,"13,735","52,635",0,0,"94,667",0,"738,975"
          Council for the Welfare of Children,"6,735",0,0,0,0,83,0,0,0,810,33,0,81,0,33,0,22,710,741,0,0,"1,504",0,"10,752"
          Inter-Country Adoption Board,"3,566",0,0,0,0,0,0,0,0,429,17,0,43,0,16,0,0,214,391,0,0,844,0,"5,520"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Tourism,"187,129",0,423,0,0,"36,201",0,"51,214",24,"19,737","1,161",0,"2,090",0,"1,030",0,0,"7,978","21,006",0,0,"149,218",0,"477,211"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"115,565",0,0,0,0,"23,591",0,0,0,"12,441",626,0,"1,384",0,585,0,0,"6,691","12,816",0,0,"130,631",0,"304,330"
          Intramuros Administration,"11,679",0,423,0,0,0,0,0,24,"1,374",63,0,39,0,61,0,0,662,"1,315",0,0,"2,603",0,"18,243"
          National Parks Development Committee,"59,885",0,0,0,0,"12,610",0,"51,214",0,"5,922",472,0,667,0,384,0,0,625,"6,875",0,0,"15,984",0,"154,638"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Trade and Industry,"595,918",0,"113,786",0,0,"8,910",0,"1,017",658,"71,471","2,879",0,"5,940",0,"2,846",0,0,"42,646","60,936",0,0,"234,388",0,"1,141,395"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"481,375",0,"112,936",0,0,"6,919",0,0,0,"58,289","2,369",0,"4,956",0,"2,334",0,0,"33,497","49,623",0,0,"216,232",0,"968,530"
          Board of Investments,"63,370",0,69,0,0,"1,738",0,0,0,"7,575",256,0,626,0,261,0,0,"6,519","6,265",0,0,"9,323",0,"96,002"
          Construction Industry Authority of the Philippines,"16,500",0,221,0,0,0,0,0,658,"1,917",88,0,87,0,88,0,0,732,"1,633",0,0,"3,488",0,"25,412"
          Construction Manpower Development Foundation,"7,897",0,337,0,0,0,0,0,0,831,35,0,44,0,34,0,0,424,763,0,0,"1,142",0,"11,507"
          Philippine Trade Training Center,"12,979",0,0,0,0,0,0,0,0,"1,115",53,0,111,0,51,0,0,732,"1,055",0,0,"1,709",0,"17,805"
          Product Development and Design Center of the Philippines,"13,797",0,223,0,0,253,0,"1,017",0,"1,744",78,0,116,0,78,0,0,742,"1,597",0,0,"2,494",0,"22,139"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Transportation and Communications,"807,551","786,684","343,300",0,0,"41,474","124,141","117,152",188,"95,151","5,204","5,765","8,290","7,932","4,970",0,"2,130","37,977","91,398",0,"164,553","206,066","646,130","3,496,056"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"676,054","786,684","183,445",0,0,"36,704","124,141","116,878",0,"79,550","4,502","5,765","7,398","7,932","4,292",0,"2,010","30,006","77,056",0,"164,553","182,588","644,956","3,134,514"
          Civil Aeronautics Board,"16,177",0,958,0,0,843,0,274,0,"1,910",88,0,134,0,87,0,0,"1,016","1,585",0,0,"2,750","1,174","26,996"
          Maritime Industry Authority,"93,396",0,478,0,0,"3,927",0,0,0,"11,283",504,0,604,0,489,0,120,"4,726","10,424",0,0,"17,254",0,"143,205"
          Office of Transportation Cooperatives,"7,082",0,0,0,0,0,0,0,188,693,46,0,66,0,38,0,0,468,784,0,0,"1,384",0,"10,749"
          Office for Transportation Security,"9,188",0,"157,301",0,0,0,0,0,0,"1,098",37,0,29,0,38,0,0,"1,444",957,0,0,"1,203",0,"171,295"
          Toll Regulatory Board,"5,654",0,"1,118",0,0,0,0,0,0,617,27,0,59,0,26,0,0,317,592,0,0,887,0,"9,297"
,,,,,,,,,,,,,,,,,,,,,,,,
     National Economic and Development Authority,"691,609",0,"88,141",0,0,"20,443",0,"1,401",0,"82,280","4,493",0,"7,332",0,"4,347",0,0,"39,148","92,689",0,0,"146,656",0,"1,178,539"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Director-General,"257,898",0,"5,860",0,0,"4,482",0,0,0,"30,679","1,341",0,"2,519",0,"1,382",0,0,"28,607","41,954",0,0,"32,849",0,"407,571"
          National Statistical Coordination Board,"31,398",0,"9,516",0,0,515,0,0,0,"3,744",170,0,160,0,168,0,0,"2,170","3,453",0,0,"5,124",0,"56,418"
          National Statistics Office,"373,516",0,"72,468",0,0,"15,206",0,"1,401",0,"44,636","2,841",0,"4,392",0,"2,661",0,0,"6,081","44,177",0,0,"104,626",0,"672,005"
          Philippine National Volunteer Service,,,,,,,,,,,,,,,,,,,,,,,,
                Coordinating Agency,"4,737",0,200,0,0,0,0,0,0,557,26,0,58,0,25,0,0,228,540,0,0,"1,017",0,"7,388"
          Statistical Research and Training Center,"5,544",0,97,0,0,240,0,0,0,673,30,0,70,0,30,0,0,666,632,0,0,970,0,"8,952"
          Tariff Commission,"18,516",0,0,0,0,0,0,0,0,"1,991",85,0,133,0,81,0,0,"1,396","1,933",0,0,"2,070",0,"26,205"
,,,,,,,,,,,,,,,,,,,,,,,,
     Presidential Communications Operations Office,"394,162",0,"2,489",0,0,"7,291",0,"17,684",0,"43,353","2,273",0,"3,377",0,"2,341",0,0,"6,298","43,761",0,0,"84,536",0,"607,565"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Presidential Communications Operations Office (Proper),"14,015",0,"2,489",0,0,226,0,0,0,"1,608",70,0,119,0,68,0,0,"1,241","1,551",0,0,"2,533",0,"23,920"
          Bureau of Broadcast Services,"125,472",0,0,0,0,0,0,"1,989",0,"14,342",748,0,"1,121",0,695,0,0,439,"14,118",0,0,"22,758",0,"181,682"
          Bureau of Communications Services,"12,055",0,0,0,0,532,0,0,0,"1,473",73,0,118,0,74,0,0,534,"1,400",0,0,"2,319",0,"18,578"
          National Printing Office,"79,904",0,0,0,0,"4,070",0,"14,066",0,"9,657",585,0,683,0,569,0,0,704,"8,911",0,0,"18,458",0,"137,607"
          News and Information Bureau,"46,574",0,0,0,0,556,0,0,0,"4,963",240,0,496,0,239,0,0,841,"4,797",0,0,"6,186",0,"64,892"
          Philippine Information Agency,"92,152",0,0,0,0,"1,680",0,"1,092",0,"8,319",411,0,706,0,544,0,0,"2,059","10,195",0,0,"27,269",0,"144,427"
          Presidential Broadcast Staff (RTVM),"23,990",0,0,0,0,227,0,537,0,"2,991",146,0,134,0,152,0,0,480,"2,789",0,0,"5,013",0,"36,459"
,,,,,,,,,,,,,,,,,,,,,,,,
     Other Executive Offices,"1,383,298",0,"28,659",0,0,"19,101",0,"1,029",332,"160,685","7,087",0,"11,713",0,"7,241",0,"8,237","89,964","152,337","43,669",0,"317,683",0,"2,231,035"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Commission on Filipinos Overseas,"13,147",0,0,0,0,561,0,0,0,"1,391",64,0,116,0,48,0,0,"1,047","1,429",0,0,"5,261",0,"23,064"
          Commission on Higher Education,"118,596",0,0,0,0,987,0,0,0,"14,154",592,0,"1,288",0,574,0,0,"7,432","13,354",0,0,"23,848",0,"180,825"
          Commission on the Filipino Language,"11,232",0,0,0,0,112,0,0,148,"1,334",56,0,138,0,55,0,0,"1,255","1,382",0,0,"2,993",0,"18,705"
          Dangerous Drugs Board,"18,782",0,0,0,0,143,0,0,70,"2,255",119,0,112,0,115,0,0,"1,099","1,855",0,0,"5,214",0,"29,764"
          Energy Regulatory Commission,"92,316",0,0,0,0,0,0,0,0,"9,552",259,0,243,0,259,0,0,"3,244","8,107","43,669",0,"6,058",0,"163,707"
          Film Development Council of the Philippines,"4,002",0,0,0,0,0,0,0,0,480,20,0,53,0,17,0,0,662,751,0,0,442,0,"6,427"
          Games and Amusements Board,"29,893",0,0,0,0,0,0,0,0,"3,529",187,0,261,0,185,0,0,785,"3,323",0,0,"5,729",0,"43,892"
          Housing and Land Use Regulatory Board,"123,735",0,260,0,0,660,0,0,0,"11,282",487,0,"1,202",0,478,0,0,"3,480","9,874",0,0,"15,837",0,"167,295"
          Housing and Urban Development Coordinating Council,"15,993",0,"10,575",0,0,0,0,0,0,"1,979",85,0,74,0,26,0,0,949,"1,766",0,0,"4,486",0,"35,933"
          Movie and Television Review and,,,,,,,,,,,,,,,,,,,,,,,,
                Classification Board,"8,800",0,0,0,0,11,0,0,0,"1,007",56,0,77,0,53,0,0,"3,109",961,0,0,"1,486",0,"15,560"
          National Anti-Poverty Commission,"5,770",0,0,0,0,0,0,0,0,614,24,0,53,0,22,0,0,"11,891",636,0,0,"2,263",0,"21,273"
          National Commission for Culture and the Arts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
               National Commission for Culture and the,,,,,,,,,,,,,,,,,,,,,,,,
                     Arts (Proper),"7,346",0,"6,962",0,0,0,0,0,0,861,35,0,42,0,35,0,0,"1,811",808,0,0,"1,042",0,"18,942"
               National Historical Commission of the,,,,,,,,,,,,,,,,,,,,,,,,
                     Philippines (National Historical Institute),"24,197",0,0,0,0,"1,223",0,13,21,"2,640",185,0,102,0,137,0,0,655,"3,708",0,0,"4,364",0,"37,245"
               The National Library of the Philippines,,,,,,,,,,,,,,,,,,,,,,,,
                     (The National Library),"27,400",0,0,0,0,528,0,0,0,"3,211",168,0,235,0,168,0,0,878,"3,196",0,0,"5,513",0,"41,297"
               National Archives of the Philippines,,,,,,,,,,,,,,,,,,,,,,,,
                     (formerly Records Management and,,,,,,,,,,,,,,,,,,,,,,,,
                     Archives Office),"25,434",0,0,0,0,0,0,0,0,"3,035",175,0,217,0,166,0,0,647,"3,003",0,0,"5,352",0,"38,029"
          National Council on Disability Affairs,"12,978",0,101,0,0,0,0,0,0,"1,389",63,0,39,0,63,0,0,"1,064","1,400",0,0,"1,948",0,"19,045"
          National Intelligence Coordinating Agency,"152,266",0,"3,700",0,0,"2,571",0,0,0,"20,382",835,0,"1,280",0,824,0,0,"10,688","18,651",0,0,"92,324",0,"303,521"
          National Security Council,"22,722",0,843,0,0,0,0,0,0,"2,660",88,0,59,0,64,0,0,"3,664","2,449",0,0,"2,631",0,"35,180"
          National Water Resources Board,"21,242",0,0,0,0,0,0,0,93,"2,521",111,0,254,0,108,0,0,514,"2,355",0,0,"4,307",0,"31,505"
          National Youth Commission,"17,820",0,0,0,0,145,0,0,0,"2,148",92,0,210,0,90,0,117,"1,507","2,109",0,0,"3,869",0,"28,107"
          National Commission on Muslim Filipinos,,,,,,,,,,,,,,,,,,,,,,,,
                (Office on Muslim Affairs),"170,764",0,0,0,0,"8,616",0,0,0,"19,444",891,0,"1,326",0,"1,156",0,0,"12,669","19,136",0,0,"38,163",0,"272,165"
          Optical Media Board,"12,276",0,0,0,0,0,0,0,0,"1,472",70,0,106,0,66,0,0,668,"1,433",0,0,"2,534",0,"18,625"
          Philippine Commission on Women (National,,,,,,,,,,,,,,,,,,,,,,,,
                Commission on the Role of Filipino Women),"11,252",0,"2,842",0,0,67,0,0,0,"1,777",77,0,129,0,52,0,0,981,"1,521",0,0,"2,689",0,"21,387"
          Philippine Drug Enforcement Agency,"166,623",0,0,0,0,0,0,0,0,"19,500","1,139",0,"1,633",0,"1,139",0,0,"3,789","20,723",0,0,"35,109",0,"249,655"
          Philippine Racing Commission,"14,521",0,0,0,0,0,0,0,0,"1,733",88,0,81,0,88,0,0,773,"1,651",0,0,"3,538",0,"22,473"
          Philippine Sports Commission,"23,365",0,0,0,0,545,0,0,0,"2,769",136,0,142,0,273,0,0,"1,494","2,647",0,0,"6,367",0,"37,738"
          Presidential Commission for the Urban Poor,"30,083",0,"1,121",0,0,0,0,0,0,"3,538",160,0,358,0,155,0,0,"1,040","3,348",0,0,"5,417",0,"45,220"
          Presidential Legislative Liaison Office,"6,579",0,0,0,0,0,0,0,0,771,29,0,74,0,28,0,388,855,720,0,0,"1,380",0,"10,824"
          Presidential Management Staff,"62,842",0,"2,255",0,0,"2,112",0,"1,016",0,"7,520",320,0,738,0,310,0,"6,939","6,851","7,054",0,0,"19,318",0,"117,275"
          Securities and Exchange Commission,"131,322",0,0,0,0,820,0,0,0,"15,737",476,0,"1,071",0,487,0,793,"4,463","12,987",0,0,"8,201",0,"176,357"
,,,,,,,,,,,,,,,,,,,,,,,,
     Autonomous Region in Muslim Mindanao,"4,682,175",0,"100,109",0,0,"45,377",0,0,540,"141,086","32,825",0,"50,078",0,"32,326",0,0,"46,405","515,752",0,0,"1,050,443",0,"6,697,116"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Autonomous Regional Government in Muslim Mindanao,"4,682,175",0,"100,109",0,0,"45,377",0,0,540,"141,086","32,825",0,"50,078",0,"32,326",0,0,"46,405","515,752",0,0,"1,050,443",0,"6,697,116"
,,,,,,,,,,,,,,,,,,,,,,,,
     Joint Legislative-Executive Councils,0,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Legislative-Executive Development Advisory Council,0,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259
,,,,,,,,,,,,,,,,,,,,,,,,
     The Judiciary,"6,977,871",0,"85,755",0,0,"181,056",0,"304,324",0,"547,094","34,571",0,"60,602",0,"33,839",0,522,"452,006","635,480","302,600",0,"1,170,315",0,"10,786,035"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Supreme Court of the Philippines and the,,,,,,,,,,,,,,,,,,,,,,,,
                Lower Courts,"6,455,490",0,"83,099",0,0,"155,553",0,"264,684",0,"489,371","31,833",0,"55,033",0,"30,381",0,0,"392,185","583,690","249,719",0,"1,091,774",0,"9,882,812"
               Presidential Electoral Tribunal,"20,188",0,182,0,0,0,0,0,0,"3,416",80,0,229,0,80,0,0,"1,985","2,401",0,0,"2,927",0,"31,488"
          Sandiganbayan,"74,138",0,0,0,0,"8,155",0,"8,304",0,"8,640",401,0,965,0,"1,262",0,284,"7,286","7,881","8,725",0,"13,763",0,"139,804"
          Court of Appeals,"350,322",0,"2,474",0,0,"17,226",0,"31,336",0,"40,079","1,984",0,"4,120",0,"1,851",0,238,"46,289","36,351","40,227",0,"54,779",0,"627,276"
          Court of Tax Appeals,"77,733",0,0,0,0,122,0,0,0,"5,588",273,0,255,0,265,0,0,"4,261","5,157","3,929",0,"7,072",0,"104,655"
,,,,,,,,,,,,,,,,,,,,,,,,
     Civil Service Commission,"367,523",0,255,0,0,"5,634",0,318,0,"35,418","1,356",0,"2,327",0,952,0,"2,156","30,900","31,678","5,706",0,"46,328",0,"530,551"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Civil Service Commission,"356,564",0,255,0,0,"5,600",0,318,0,"34,128","1,303",0,"2,197",0,900,0,"2,138","29,840","30,476","5,706",0,"42,652",0,"512,077"
               Career Executive Service Board,"10,959",0,0,0,0,34,0,0,0,"1,290",53,0,130,0,52,0,18,"1,060","1,202",0,0,"3,676",0,"18,474"
,,,,,,,,,,,,,,,,,,,,,,,,
     Commission on Audit,"2,556,894",0,"14,822",0,0,"56,682",0,"10,085",0,"318,071","10,360",0,"16,295",0,"10,331",0,"8,549","294,903","268,739","8,485",0,"432,355",0,"4,006,571"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
,,,,,,,,,,,,,,,,,,,,,,,,
     Commission on Elections,"963,382",0,"75,000",0,0,"63,439",0,"3,285","24,121","115,942","7,494",0,"10,146",0,"4,081",0,"301,881","28,622","108,706","26,182",0,"167,866",0,"1,900,147"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
,,,,,,,,,,,,,,,,,,,,,,,,
     Office of the Ombudsman,"506,234",0,0,0,0,"1,911",0,0,0,"33,614","1,295",0,"3,245",0,827,0,"3,035","103,636","45,304","7,693",0,"118,477",0,"825,271"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
,,,,,,,,,,,,,,,,,,,,,,,,
     Commission on Human Rights,"135,207",0,"4,521",0,0,"1,071",0,0,0,"16,137",819,0,"1,404",0,803,0,0,"4,897","16,092",0,0,"21,014",0,"201,965"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
SPECIAL PURPOSE FUNDS,"23,449",0,0,0,0,0,0,0,0,"2,720",122,0,237,0,182,0,0,801,"2,972",0,0,"3,244",0,"33,727"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
,,,,,,,,,,,,,,,,,,,,,,,,
     Allocation to Local Government Units,"23,449",0,0,0,0,0,0,0,0,"2,720",122,0,237,0,182,0,0,801,"2,972",0,0,"3,244",0,"33,727"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Metropolitan Manila Development Authority,"18,672",0,0,0,0,0,0,0,0,"2,141",100,0,216,0,160,0,0,254,"2,426",0,0,"2,561",0,"26,530"
          Pasig River Rehabilitation Commission,"4,777",0,0,0,0,0,0,0,0,579,22,0,21,0,22,0,0,547,546,0,0,683,0,"7,197"
GRAND TOTAL,"152,672,348","46,073,380","4,672,562","90,383","850,632","9,022,356","410,995","6,096,126","39,966","18,497,862","966,022","328,565","1,633,081","383,074","931,293","308,749","436,481","3,559,163","19,678,811","411,992","41,114,251","45,655,830","42,811,116","396,645,038"
