province,position,name,nickname,party_affliation,votes_obtained,ledgist_district
MaguIndependentanao,"Member, Sangguniang Panlalawigan","Diocolano, Datu Sharif Durado",Baby Cap,Liberal Party,69189,First
MaguIndependentanao,"Member, Sangguniang Panlalawigan","Imam, Nashrullah Ambolodto",Babay Boy,Liberal Party,63083,First
MaguIndependentanao,"Member, Sangguniang Panlalawigan","Dagalangit, Bocari Manabilang",Bocks,Liberal Party,60802,First
MaguIndependentanao,"Member, Sangguniang Panlalawigan","Paglas, Ibrahim Iv Powers",Junjun,Liberal Party,59439,Second
MaguIndependentanao,"Member, Sangguniang Panlalawigan","Angas, Prince Al-Jofner Maulana",Jofner,Liberal Party,48924,Second
MaguIndependentanao,"Member, Sangguniang Panlalawigan","Midtimbang, Michael Enit",Mike,Padayon Pilipino,35565,Second
MaguIndependentanao,"Member, Sangguniang Panlalawigan","Paglas, Allan Montawal",Datu Choy,Liberal Party,33779,Second
MaguIndependentanao,"Member, Sangguniang Panlalawigan","Katambak, Abubakar Abedin",Bobby,Liberal Party,31990,Second
MaguIndependentanao,Assemblyman,"Sinsuat, Roonie Quesada",Roonie,Liberal Party,84061,First
MaguIndependentanao,Assemblyman,"Ibay, Cahar Pendat",Cahar,Liberal Party,80605,First
MaguIndependentanao,Assemblyman,"Tomawis, Harold Dirangaren",Rold,Liberal Party,76139,First
MaguIndependentanao,Assemblyman,"Mangudadatu, Khadafeh Gaguil",Toy,Liberal Party,66329,Second
MaguIndependentanao,Assemblyman,"Piang, Tunggal Mangudadatu",Tongs,Independent,38695,Second
MaguIndependentanao,Assemblyman,"Midtimbang, Datu Guiadzali Midtimbang",Rene,Padayon Pilipino,32079,Second
MarIndependentuque,Provincial Governor,"Reyes, Carmencita Ongsiako",Nanay,Liberal Party,53869,-
MarIndependentuque,Provincial Vice-Governor,"Bacorro, Romulo Aguinaldo",Doc,Liberal Party,47260,-
MarIndependentuque,"Member, Sangguniang Panlalawigan","Ali, George Ii De Los Reyes",Jt,Independent,27116,First
MarIndependentuque,"Member, Sangguniang Panlalawigan","Se, Mark Anthony Estrada",Kuya Mark,Liberal Party,23945,First
MarIndependentuque,"Member, Sangguniang Panlalawigan","Angeles, Adeline Marciano",Lyn,National Unity Party,23386,First
MarIndependentuque,"Member, Sangguniang Panlalawigan","Caballes, Theresa Pedron",Tet,Liberal Party,22744,First
MarIndependentuque,"Member, Sangguniang Panlalawigan","Fernandez, Juan Jr. Rementilla",John John,Liberal Party,22204,Second
MarIndependentuque,"Member, Sangguniang Panlalawigan","Red, Harold Yu",Hayod,Liberal Party,20398,Second
MarIndependentuque,"Member, Sangguniang Panlalawigan","Aguirre, Amelia Laylo",Mely,National Unity Party,19006,Second
MarIndependentuque,"Member, Sangguniang Panlalawigan","Ricohermoso, Norma Jalotjot",Norma,Liberal Party,15205,Second
Masbate,Provincial Governor,"Lanete, Rizalina Seachon",Dayan,Nationalist People's Coalition,158666,-
Masbate,Provincial Vice-Governor,"Revil, Vicente Homer Bajar",Vince,Nationalist People's Coalition,162230,-
Masbate,"Member, Sangguniang Panlalawigan","Rivera, Job Willard Laurio",Jojo,National Unity Party,30342,First
Masbate,"Member, Sangguniang Panlalawigan","Alim, Alfredo Jr. Lim",Tantoy,National Unity Party,28373,First
Masbate,"Member, Sangguniang Panlalawigan","Revil, Jo Kristine Celera",Kaye,Nationalist People's Coalition,58120,Second
Masbate,"Member, Sangguniang Panlalawigan","Abapo, Lovely Semeniano",Love,Nacionalista Party,54884,Second
Masbate,"Member, Sangguniang Panlalawigan","Espares, Jamon Jardin",Diamond,Nacionalista Party,36449,Second
Masbate,"Member, Sangguniang Panlalawigan","Abayon, Alberto Rivera",Bert,Pwersa ng Masang Pilipino,32248,Second
Masbate,"Member, Sangguniang Panlalawigan","Chu, Albert Vincent Abaja",Albert,Nationalist People's Coalition,55004,Third
Masbate,"Member, Sangguniang Panlalawigan","Arevalo, Jason Rosero",Ote,Nationalist People's Coalition,51576,Third
Masbate,"Member, Sangguniang Panlalawigan","Arregadas, Hamilcar Ii Pacia",Boyboy,Nationalist People's Coalition,47066,Third
Masbate,"Member, Sangguniang Panlalawigan","Vasquez, Ricar Nueva",Ric,Nationalist People's Coalition,44087,Third
Misamis Occidental,Provincial Governor,"Ramiro, Herminia De Mesa",Hermie,National Unity Party,209906,-
Misamis Occidental,Provincial Vice-Governor,"Almonte, Aurora Virginia Mag-Usara",Jie-Jie,Independent,136509,-
Misamis Occidental,"Member, Sangguniang Panlalawigan","Yap, Roy Miraflor",Roy,United Nationalist Alliance,63075,First
Misamis Occidental,"Member, Sangguniang Panlalawigan","Daminar, Zaldy Gatab",Zaldy,Nacionalista Party,62863,First
Misamis Occidental,"Member, Sangguniang Panlalawigan","De Los Santos, Jim Rivera",Kaibigan,Nacionalista Party,52956,First
Misamis Occidental,"Member, Sangguniang Panlalawigan","Bulawin, Edilma Clarete",Angging,Nacionalista Party,50705,First
Misamis Occidental,"Member, Sangguniang Panlalawigan","Yape, Lovely Liezl Baz",Lilet,National Unity Party,40585,First
Misamis Occidental,"Member, Sangguniang Panlalawigan","Navarro, David Mabal",David,National Unity Party,75196,Second
Misamis Occidental,"Member, Sangguniang Panlalawigan","Olegario, Gerard Teodorico Rada",Boy,National Unity Party,71441,Second
Misamis Occidental,"Member, Sangguniang Panlalawigan","Florida, Edwin Badilla",GamalIndependenta,National Unity Party,70897,Second
Misamis Occidental,"Member, Sangguniang Panlalawigan","Parojinog, Ricardo Ozamiz",Ardot,National Unity Party,70094,Second
Misamis Occidental,"Member, Sangguniang Panlalawigan","Neri, Simplicia Obina",Bebie,Nacionalista Party,54720,Second
Misamis Oriental,Provincial Governor,"Emano, Yevgeny Vincente Beja",Bambi,Nacionalista Party,190986,-
Misamis Oriental,Provincial Vice-Governor,"Pelaez, Jose Mari Go",Joey,United Nationalist Alliance,173841,-
Misamis Oriental,"Member, Sangguniang Panlalawigan","Lagbas, Benedict Penalosa",Dick,Liberal Party,66767,First
Misamis Oriental,"Member, Sangguniang Panlalawigan","Pelaez, Vincent Khu",Enteng,Liberal Party,54545,First
Misamis Oriental,"Member, Sangguniang Panlalawigan","Dumadag, Virgelia Faelnar",Bing,Independent,53637,First
Misamis Oriental,"Member, Sangguniang Panlalawigan","Bernaldez, Jabi Abing Ibao",Tsamba Lang,Liberal Party,53473,First
Misamis Oriental,"Member, Sangguniang Panlalawigan","Lagbas, Roldan Artadi",Roldan,Nacionalista Party,52754,First
Misamis Oriental,"Member, Sangguniang Panlalawigan","Emano, Heckert Hernando Jude Vega",Enanmanok,Nacionalista Party,83101,Second
Misamis Oriental,"Member, Sangguniang Panlalawigan","Acain, Mercy Grace Jajalla",Gagay,Nacionalista Party,77675,Second
Misamis Oriental,"Member, Sangguniang Panlalawigan","Madjos, Nancy Sumili",Gingnancy,Nacionalista Party,69406,Second
Misamis Oriental,"Member, Sangguniang Panlalawigan","Mugot, Emmanuel Saplot",Loloy,Liberal Party,64271,Second
Misamis Oriental,"Member, Sangguniang Panlalawigan","Actub, Boris Olivier Halibas",Botari,Liberal Party,63782,Second
Mountain Province,Provincial Governor,"Mayaen, Leonard Gabas",Leonard,Independent,40260,-
Mountain Province,Provincial Vice-Governor,"Lacwasan, Bonifacio Jr. Calde",Boni,Independent,43895,-
Mountain Province,"Member, Sangguniang Panlalawigan","Kiat-Ong, Alfonso Sr. Liswid",Ponso,Liberal Party,16573,First
Mountain Province,"Member, Sangguniang Panlalawigan","Afuyog, Stephen Velasco",Steve,Independent,15165,First
Mountain Province,"Member, Sangguniang Panlalawigan","Lapon, Raul Manodchom",Raul,Nacionalista Party,13663,First
Mountain Province,"Member, Sangguniang Panlalawigan","Taguiba, Florence Nimo",Folgan,Independent,13300,First
Mountain Province,"Member, Sangguniang Panlalawigan","Tauli, Francis Omaweng",Guitelen,Independent,19315,Second
Mountain Province,"Member, Sangguniang Panlalawigan","Awisan, Randolph Tulean",Randy,United Nationalist Alliance,17982,Second
Mountain Province,"Member, Sangguniang Panlalawigan","Calde, Winston Valenciano",Bulanglang,United Nationalist Alliance,15943,Second
Mountain Province,"Member, Sangguniang Panlalawigan","Pagedped, Romeo Mangawili",Romy,Independent,15036,Second
Negros Occidental,Provincial Governor,"Mara, Alfredo Jr. Galicia",Freddie,Unega,528895,-
Negros Occidental,Provincial Vice-Governor,"Lacson, Eugenio Jose Villarreal",Bong,Nationalist People's Coalition,398967,-
Negros Occidental,"Member, Sangguniang Panlalawigan","Gustilo, Renato Yu",Rene,Liberal Party,79640,First
Negros Occidental,"Member, Sangguniang Panlalawigan","Ponsica, Rolando Peral",Lando,Nationalist People's Coalition,70458,First
Negros Occidental,"Member, Sangguniang Panlalawigan","Escalante, Salvador Jr. Guillen",Bading,Unega,82949,Second
Negros Occidental,"Member, Sangguniang Panlalawigan","Serondo, Miller Villa",Doki,Unega,61710,Second
Negros Occidental,"Member, Sangguniang Panlalawigan","Lacson, Patrick Leonard Sarabia",Patrick,United Nationalist Alliance,83863,Third
Negros Occidental,"Member, Sangguniang Panlalawigan","Ko, Johnna Ditching",Jon,Nationalist People's Coalition,77449,Third
Negros Occidental,"Member, Sangguniang Panlalawigan","Alonso, Jose Benito Alvarez",Joeben,Nationalist People's Coalition/Unega,74090,Fourth
Negros Occidental,"Member, Sangguniang Panlalawigan","Javellana, Victor Bailon",Vic,Nationalist People's Coalition,51180,Fourth
Negros Occidental,"Member, Sangguniang Panlalawigan","Malabor, Renato Yanson",Nato,Nationalist People's Coalition,94147,Fifth
Negros Occidental,"Member, Sangguniang Panlalawigan","Gatuslao, Alain Silos",Len,Liberal Party,61432,Fifth
Negros Occidental,"Member, Sangguniang Panlalawigan","Zayco, Pedro Jr. Perez",Bebing,Nationalist People's Coalition,94633,Sixth
Negros Occidental,"Member, Sangguniang Panlalawigan","Zafra, Helen Zaldivar",Helen,Nationalist People's Coalition,87951,Sixth
Megros Oriental,Provincial Governor,"Degamo, Roel Ragay",Roel,Padayon Pilipino,212687,-
Megros Oriental,Provincial Vice-Governor,"Macias, Edward Mark Lopez",Macy,Liberal Party,161065,-
Megros Oriental,"Member, Sangguniang Panlalawigan","Estacion, Liland Zoila Bustamante",Dok Liland,Liberal Party,69584,First
Megros Oriental,"Member, Sangguniang Panlalawigan","Koppin, Jessica Jane Villanueva",Ikay,Liberal Party,60468,First
Megros Oriental,"Member, Sangguniang Panlalawigan","Martinez, Georgita Fabugais",Georgit,Liberal Party,49187,First
Megros Oriental,"Member, Sangguniang Panlalawigan","Macias, Erwin Michael Lopez",Erwin,Nationalist People's Coalition,71254,Second
Megros Oriental,"Member, Sangguniang Panlalawigan","Esca, Mariant E",Mev,Nationalist People's Coalition,65154,Second
Megros Oriental,"Member, Sangguniang Panlalawigan","Saycon, Melliemoore Maicom",Botchoy,Nationalist People's Coalition,63610,Second
Megros Oriental,"Member, Sangguniang Panlalawigan","Erames, Rommel Logronio",Rommel,Nationalist People's Coalition,52235,Second
Megros Oriental,"Member, Sangguniang Panlalawigan","Lim, Clayborne Clyde Lim",Bonbon,Liberal Party,45333,Third
Megros Oriental,"Member, Sangguniang Panlalawigan","Ligan, Peve Obaniana",Dj Peve,Nationalist People's Coalition,45098,Third
Megros Oriental,"Member, Sangguniang Panlalawigan","Dy, Edmund Ferraren",Abing,Nationalist People's Coalition,44923,Third
Northern Samar,Provincial Governor,"Ong, Jose Jr. Lao",Jun,National Unity Party,153613,-
Northern Samar,Provincial Vice-Governor,"Lavin, Gary Manook",Gary,National Unity Party,119059,-
Northern Samar,"Member, Sangguniang Panlalawigan","Layon, Jose Figueroa",Jojo,Liberal Party,56312,First
Northern Samar,"Member, Sangguniang Panlalawigan","Vicario, Pascasio Joshua Maria Iii Ho",Joma,Nationalist People's Coalition,54991,First
Northern Samar,"Member, Sangguniang Panlalawigan","Ballesta, Golda Somoray",Goldie,Liberal Party,53721,First
Northern Samar,"Member, Sangguniang Panlalawigan","Hernandez, Neil Salavarria",Nonoy,Liberal Party,53658,First
Northern Samar,"Member, Sangguniang Panlalawigan","Singzon, Victorio Ii Merino",Vicvic,National Unity Party,50696,First
Northern Samar,"Member, Sangguniang Panlalawigan","Abalon, Andre Lovely",Flores,National Unity Party,53179,Second
Northern Samar,"Member, Sangguniang Panlalawigan","Silvano, Gina Ong",Gina,National Unity Party,46458,Second
Northern Samar,"Member, Sangguniang Panlalawigan","Batula, Florencio Abobo",Fawa,Liberal Party,46227,Second
Northern Samar,"Member, Sangguniang Panlalawigan","Lagrimas, Eustaquio Cardenas",Jack,Liberal Party,40455,Second
Northern Samar,"Member, Sangguniang Panlalawigan","Galit, Dionisio Dexter De Asis",Dex,Liberal Party,40310,Second
Nueva Ecija,Provincial Governor,"Umali, Aurelio Matias",Oyie,Liberal Party,556319,-
Nueva Ecija,Provincial Vice-Governor,"Padiernos, Gay Garcia",Gp,Liberal Party,541637,-
Nueva Ecija,"Member, Sangguniang Panlalawigan","Joson, Eduardo Rey Gil",Rey,Nationalist People's Coalition/Balane,121000,First
Nueva Ecija,"Member, Sangguniang Panlalawigan","Palilio, BelIndependenta Eduardo",Baby,Sigaw,111608,First
Nueva Ecija,"Member, Sangguniang Panlalawigan","Salazar, Eric Daniel Fernando",Eric,Nationalist People's Coalition/Balane,79408,First
Nueva Ecija,"Member, Sangguniang Panlalawigan","Ortiz, Joseph Rodriguez",Wowowee,Liberal Party,102982,Second
Nueva Ecija,"Member, Sangguniang Panlalawigan","Agliam, Edgardo Fernandez",Ed,Liberal Party,87795,Second
Nueva Ecija,"Member, Sangguniang Panlalawigan","Ilagan, Ruben Iii Amurao",Jay,Nationalist People's Coalition/Balane,103635,Third
Nueva Ecija,"Member, Sangguniang Panlalawigan","Mercado, Johnero Escuadro",Nero,Sigaw,96553,Third
Nueva Ecija,"Member, Sangguniang Panlalawigan","Interior, Napoleon Gavino",Pol,Sigaw,118824,Fourth
Nueva Ecija,"Member, Sangguniang Panlalawigan","Patiag, Teresita Aguirre",Tess,Sigaw,95280,Fourth
Nueva Ecija,"Member, Sangguniang Panlalawigan","Esquivel, Mark Anthony Garcia",Eboy,Nationalist People's Coalition/Balane,94365,Fourth
Nueva Vizcaya,Provincial Governor,"Umali, Aurelio Matias",Oyie,Liberal Party,556319,-
Nueva Vizcaya,Provincial Vice-Governor,"Padiernos, Gay Garcia",Gp,Liberal Party,541637,-
Nueva Vizcaya,"Member, Sangguniang Panlalawigan","Joson, Eduardo Rey Gil",Rey,Nationalist People's Coalition/Balane,121000,First
Nueva Vizcaya,"Member, Sangguniang Panlalawigan","Palilio, BelIndependenta Eduardo",Baby,Sigaw,111608,First
Nueva Vizcaya,"Member, Sangguniang Panlalawigan","Salazar, Eric Daniel Fernando",Eric,Nationalist People's Coalition/Balane,79408,First
Nueva Vizcaya,"Member, Sangguniang Panlalawigan","Ortiz, Joseph Rodriguez",Wowowee,Liberal Party,102982,Second
Nueva Vizcaya,"Member, Sangguniang Panlalawigan","Agliam, Edgardo Fernandez",Ed,Liberal Party,87795,Second
Nueva Vizcaya,"Member, Sangguniang Panlalawigan","Ilagan, Ruben Iii Amurao",Jay,Nationalist People's Coalition/Balane,103635,Third
Nueva Vizcaya,"Member, Sangguniang Panlalawigan","Mercado, Johnero Escuadro",Nero,Sigaw,96553,Third
Nueva Vizcaya,"Member, Sangguniang Panlalawigan","Interior, Napoleon Gavino",Pol,Sigaw,118824,Fourth
Nueva Vizcaya,"Member, Sangguniang Panlalawigan","Patiag, Teresita Aguirre",Tess,Sigaw,95280,Fourth
Nueva Vizcaya,"Member, Sangguniang Panlalawigan","Esquivel, Mark Anthony Garcia",Eboy,Nationalist People's Coalition/Balane,94365,Fourth
Occidental MIndependentoro,Provincial Governor,"Mendiola, Mario Gene Jaro",Gene,Liberal Party,96673,-
Occidental MIndependentoro,Provincial Vice-Governor,"Alfaro, Peter De Jesus",Peter,Liberal Party,94208,-
Occidental MIndependentoro,"Member, Sangguniang Panlalawigan","Abeleda, Damaso Ii De Guzman",Damsy,Liberal Party,44929,First
Occidental MIndependentoro,"Member, Sangguniang Panlalawigan","Panaligan, Joel Custodio",Big J,Liberal Party,44278,First
Occidental MIndependentoro,"Member, Sangguniang Panlalawigan","Rebong, Antonio Jr. Abeleda",Dodjie,Liberal Party,42059,First
Occidental MIndependentoro,"Member, Sangguniang Panlalawigan","Tria, Nestor Navarro",Nestor,Liberal Party,38164,First
Occidental MIndependentoro,"Member, Sangguniang Panlalawigan","Legaspi, Rocky Da",Rocky,Liberal Party,36264,First
Occidental MIndependentoro,"Member, Sangguniang Panlalawigan","Agas, Roderick Quibin",Rod,Liberal Party,43303,Second
Occidental MIndependentoro,"Member, Sangguniang Panlalawigan","Jaravata, Ernesto Fernandez",Sara-Sara,Liberal Party,35262,Second
Occidental MIndependentoro,"Member, Sangguniang Panlalawigan","Javier, Ulysses Pasion",Uly,Nacionalista Party,34569,Second
Occidental MIndependentoro,"Member, Sangguniang Panlalawigan","Pablo, Sonia Cabaluna",Son,Lakas-Christian Muslim Democrats,34560,Second
Occidental MIndependentoro,"Member, Sangguniang Panlalawigan","Villaroza, Marian Haydee Gabutero",Sugar,Lakas-Christian Muslim Democrats,30008,Second
Oriental MIndependentoro,Provincial Governor,"Umali, Alfonso Jr. Villar",Pa,Liberal Party,216533,-
Oriental MIndependentoro,Provincial Vice-Governor,"Dolor, Humerlito Atienza",Bonz,Liberal Party,199719,-
Oriental MIndependentoro,"Member, Sangguniang Panlalawigan","Infantado, Rafael Landayan",Raf,Liberal Party,84681,First
Oriental MIndependentoro,"Member, Sangguniang Panlalawigan","Arago, Ryan Zarra",Rye,Liberal Party,79914,First
Oriental MIndependentoro,"Member, Sangguniang Panlalawigan","Luna, Juan Paolo Gempes",Pol,Liberal Party,73400,First
Oriental MIndependentoro,"Member, Sangguniang Panlalawigan","Malapitan, Jojie Escobio",Jojie,Nationalist People's Coalition,64323,First
Oriental MIndependentoro,"Member, Sangguniang Panlalawigan","Feraren, Apollo Evangelista",Pol,Liberal Party,63533,First
Oriental MIndependentoro,"Member, Sangguniang Panlalawigan","Camo, Carlito Fadri",Lito Camo,Liberal Party,77314,Second
Oriental MIndependentoro,"Member, Sangguniang Panlalawigan","De Roxas, Flor Manipol",Flor,Liberal Party,50212,Second
Oriental MIndependentoro,"Member, Sangguniang Panlalawigan","Buenaventura, Martin Santos",Butch,Liberal Party,47705,Second
Oriental MIndependentoro,"Member, Sangguniang Panlalawigan","Andaya, Manuel De Guzman",Mga,Sandugo,43875,Second
Oriental MIndependentoro,"Member, Sangguniang Panlalawigan","Talens, Mae Arlene Manalo",Mae,Sandugo,42962,Second
Palawan,Provincial Governor,"Alvarez, Jose Chaves",Jca,Nationalist People's Coalition/Partido Pagbabago ng Palawan,196302,-
Palawan,Provincial Vice-Governor,"Socrates, Victorino Dennis Macalinao",Dennis,National Unity Party/Partido Pagbabago ng Palawan,150805,-
Palawan,"Member, Sangguniang Panlalawigan","Pineda, Roseller Sarabia",Toto,Liberal Party,60653,First
Palawan,"Member, Sangguniang Panlalawigan","Ola, Leoncio Nacasi",Onsoy,Partido Pagbabago ng Palawan,60221,First
Palawan,"Member, Sangguniang Panlalawigan","Arzaga, Winston Gabuat",Wins,Liberal Party,60207,First
Palawan,"Member, Sangguniang Panlalawigan","Ponce De Leon, David Pagorogon",Bon,Liberal Party,53773,First
Palawan,"Member, Sangguniang Panlalawigan","Acosta, Cherry Pie Ballesteros",Pie,Partido Pagbabago ng Palawan,49308,First
Palawan,"Member, Sangguniang Panlalawigan","Roxas, Marivic Herradura",Vic-Vic,Partido Pagbabago ng Palawan,53014,Second
Palawan,"Member, Sangguniang Panlalawigan","Rodriguez, Eduardo Modesto Valencia",Jay,Partido Pagbabago ng Palawan,52339,Second
Palawan,"Member, Sangguniang Panlalawigan","Abiog-Onda, Sharon Quipquip",Sha,Liberal Party,50433,Second
Palawan,"Member, Sangguniang Panlalawigan","Batul, Sunny Gonzaga",Sunny,Partido Pagbabago ng Palawan,45387,Second
Palawan,"Member, Sangguniang Panlalawigan","Rama, Albert Gonzales",Al,Partido Pagbabago ng Palawan,7297,Third
Pampanga,Provincial Governor,"Pineda, Lilia Garcia",Nanay Baby,Kambilan,594011,-
Pampanga,Provincial Vice-Governor,"Pineda, Dennis Garcia",Delta,Nationalist People's Coalition/Kambilan,473005,-
Pampanga,"Member, Sangguniang Panlalawigan","Manalo, Cherry Dizon",Cherry,Kambilan,45696,First
Pampanga,"Member, Sangguniang Panlalawigan","Garbo, Crisostomo Cunanan",Cris,Kambilan,43816,First
Pampanga,"Member, Sangguniang Panlalawigan","Torres, Anthony Joseph Songco",Tonton,Kambilan,81621,Second
Pampanga,"Member, Sangguniang Panlalawigan","Salalila, Arthur Lansang",Art,Kambilan,77482,Second
Pampanga,"Member, Sangguniang Panlalawigan","Dimson, Salvador  Jr. Barin",Jun,Kambilan,66652,Second
Pampanga,"Member, Sangguniang Panlalawigan","Labung, Ferdinand Pi",Dinan,Kambilan,119631,Third
Pampanga,"Member, Sangguniang Panlalawigan","Henson, Rosve Vergara",Rosve,Independent,106568,Third
Pampanga,"Member, Sangguniang Panlalawigan","Tumang, Teddy Canlas",Teddy,Nacionalista Party,100087,Third
Pampanga,"Member, Sangguniang Panlalawigan","Yabut, Ricardo Cunanan",Ric,Kambilan,111167,Fourth
Pampanga,"Member, Sangguniang Panlalawigan","Tolentino, Nestor Ocampo",Bay,Nacionalista Party,83429,Fourth
Pangasinan,Provincial Governor,"Espino, Amado Jr. Totaan",Espines,Nationalist People's Coalition/Biskeg,851760,-
Pangasinan,Provincial Vice-Governor,"Calimlim, Jose Ferdinand Jr. Zerrudo",Ferdie,Nationalist People's Coalition/Biskeg,709389,-
Pangasinan,"Member, Sangguniang Panlalawigan","Fontelera, Napoleon Jr. Capua",Nong,Nationalist People's Coalition/Biskeg,107126,First
Pangasinan,"Member, Sangguniang Panlalawigan","Sison, Antonio Del Fierro",Rene,Nationalist People's Coalition,50526,First
Pangasinan,"Member, Sangguniang Panlalawigan","Reyes, Nestor Dalisay",Nikiboy,Nationalist People's Coalition/Biskeg,100018,Second
Pangasinan,"Member, Sangguniang Panlalawigan","Sison, Raul Palisoc",Raul,Nationalist People's Coalition/Biskeg,92954,Second
Pangasinan,"Member, Sangguniang Panlalawigan","Baniqued, Angel Jr. Martinez",Jay-R,Nationalist People's Coalition/Biskeg,133991,Third
Pangasinan,"Member, Sangguniang Panlalawigan","Tulagan, Generoso Jr. Domingo",Kaaro Jun,Liberal Party,116983,Third
Pangasinan,"Member, Sangguniang Panlalawigan","Villegas, Liberato Zabala",Riby,Liberal Party,44210,Fourth
Pangasinan,"Member, Sangguniang Panlalawigan","Libunao, Mojamito Jr. Roca",Jaming,Nationalist People's Coalition/Biskeg,40822,Fourth
Pangasinan,"Member, Sangguniang Panlalawigan","Uy, Danilo Chua",Danny,Nationalist People's Coalition/Biskeg,123384,Fifth
Pangasinan,"Member, Sangguniang Panlalawigan","Arboleda, Clemente Jr. Blanco",Ni,Nationalist People's Coalition/Biskeg,104275,Fifth
Pangasinan,"Member, Sangguniang Panlalawigan","Shahani, Ranjit Ramos",Ranjit,Liberal Party,84307,Sixth
Pangasinan,"Member, Sangguniang Panlalawigan","Bince, Alfonso Jr. Cera",Alfie,Nationalist People's Coalition/Biskeg,75431,Sixth
Quezon,Provincial Governor,"Suarez, David Catarina",Jayjay,National Unity Party,418895,-
Quezon,Provincial Vice-Governor,"Nantes, Samuel Buenaobra",Sam,Liberal Party,385900,-
Quezon,"Member, Sangguniang Panlalawigan","Dator, Teresita Obleada",Techie,National Unity Party,113460,First
Quezon,"Member, Sangguniang Panlalawigan","Obispo, Alona Villamayor",Baby,Liberal Party,106232,First
Quezon,"Member, Sangguniang Panlalawigan","Ejercito, Gary Jason Bocaling",Gary Estrada,Pwersa ng Masang Pilipino,124652,Second
Quezon,"Member, Sangguniang Panlalawigan","Talabong, Ferdinand Naca",Bong,National Unity Party,118382,Second
Quezon,"Member, Sangguniang Panlalawigan","Sio, Elizabeth Uy",Beth Sio,Liberal Party,114685,Second
Quezon,"Member, Sangguniang Panlalawigan","De Luna-Pasatiempo, Lourdes Cabangon",Bunso,National Unity Party,82637,Third
Quezon,"Member, Sangguniang Panlalawigan","Reyes, Victor Abustan",Vic,Nacionalista Party,70335,Third
Quezon,"Member, Sangguniang Panlalawigan","Tan, Rhodora Blas",Dhoray,Liberal Party,70213,Fourth
Quezon,"Member, Sangguniang Panlalawigan","Butardo, Manuel Macayan",Manny,National Unity Party,68751,Fourth
Quezon,"Member, Sangguniang Panlalawigan","Ortiz, Gerald De Las Alas",Gerald,National Unity Party,65031,Fourth
Quirino,Provincial Governor,"Cua, Junie Evangelista",Junie,Liberal Party,68980,-
Quirino,Provincial Vice-Governor,"Calaunan, May Garnace",Mayo,Liberal Party,60500,-
Quirino,"Member, Sangguniang Panlalawigan","Vaquilar, Julius Caesar Sinense",Jojo,Liberal Party,23525,First
Quirino,"Member, Sangguniang Panlalawigan","Ubando, Roldan Eclar",Dan,Liberal Party,20241,First
Quirino,"Member, Sangguniang Panlalawigan","Pagbilao, Jerry Marzan",Jerry,Liberal Party,18317,First
Quirino,"Member, Sangguniang Panlalawigan","Abuan, Willard Viloria",Willard,Independent,18214,First
Quirino,"Member, Sangguniang Panlalawigan","Meneses, Nieverose Camma",Belot,Padayon Pilipino,19685,Second
Quirino,"Member, Sangguniang Panlalawigan","Olay, Perla Abuan",Dra Olay,Liberal Party,17322,Second
Quirino,"Member, Sangguniang Panlalawigan","Ylanan, Alegre Maranion",Aleg,Liberal Party,17171,Second
Quirino,"Member, Sangguniang Panlalawigan","Saladino, Magdalena Angel",Dolly,Liberal Party,14545,Second
Rizal,Provincial Governor,"Ynares, Rebecca Alcantara",Nini,Nationalist People's Coalition,616573,-
Rizal,Provincial Vice-Governor,"San Juan, Frisco  Jr. Santos",Popoy,Nationalist People's Coalition,518192,-
Rizal,"Member, Sangguniang Panlalawigan","Alarcon, Anthony Jesus Solero",Jestoni Alarcon,Nationalist People's Coalition,198721,First
Rizal,"Member, Sangguniang Panlalawigan","Tolentino, Zoilo  Jr. Gonzaga",Bobby,Nationalist People's Coalition,129742,First
Rizal,"Member, Sangguniang Panlalawigan","Del Rosario, Teodulo Cruz",Teddy,Liberal Party,113355,First
Rizal,"Member, Sangguniang Panlalawigan","Villamayor, Armando  Sr. Bautista",Arling,Liberal Party,97394,First
Rizal,"Member, Sangguniang Panlalawigan","De Guzman, Enrico Canlapan",Doc Rico,National Unity Party,49814,First
Rizal,"Member, Sangguniang Panlalawigan","Tanjuatco, Emigdio Iii Palou",Dino,Liberal Party,165759,Second
Rizal,"Member, Sangguniang Panlalawigan","San Juan, Reynaldo  Jr. Henson",Junrey,Liberal Party,142959,Second
Rizal,"Member, Sangguniang Panlalawigan","Rivera, Rolando Pagkatipunan",Atto,Nationalist People's Coalition,130561,Second
Rizal,"Member, Sangguniang Panlalawigan","Mariano, Arwin Sr. Adona",Jojo,Nationalist People's Coalition,127789,Second
Rizal,"Member, Sangguniang Panlalawigan","Huertas, Jesus Angelito Jr. Yling",Joel,Nationalist People's Coalition,54372,Second
Romblon,Provincial Governor,"Firmalo, Eduardo Chang",Lolong,Liberal Party,91912,-
Romblon,Provincial Vice-Governor,"Riano, Jose Ruado",Joe-Otik,Liberal Party,63822,-
Romblon,"Member, Sangguniang Panlalawigan","Romero, Samuel Rey",Sam,Nacionalista Party,27057,First
Romblon,"Member, Sangguniang Panlalawigan","Rugas, Anthony Gaa",Jojo,Liberal Party,25485,First
Romblon,"Member, Sangguniang Panlalawigan","Perez, Abner Ri",Bing,Liberal Party,24752,First
