city_or_municipality,position,name,nikname,party_affiliation,votes_obtained
Talisay,Vice-Mayor,"MaLabanan, Luis Hernandez",Kando,Lakas-Kampi,8409
Talisay,Councilor,"Mangilin, Benedicto Bispo",Ben,Lakas-Kampi,5686
Talisay,Councilor,"Padilla, Noel Mendoza",Noel,Lakas-Kampi,5918
Talisay,Councilor,"Centeno, Analyn De Ocampo",Analyn,Lakas-Kampi,5962
Talisay,Councilor,"Baybay, Abel Pineda",Dey,Lakas-Kampi,6091
Talisay,Councilor,"Miranda, Rodolfo Pesigan",Dolfo  Miranda,Lakas-Christian Muslim Democratics,6587
Talisay,Councilor,"Agno, Geraldine Rafer",Gigi,Lakas-Kampi,7552
Talisay,Councilor,"Canlobo, Lamberto Sr. Balazon",Berto,Independent,7954
Talisay,Councilor,"Luna, Arnaldo Alvarez",Arnel,Lakas-Kampi,5670
Tanaunan City,Mayor,"Aquino, Sonia Torres",Mayor Sonia,Lakas-Christian Muslim Democratics,29087
Tanaunan City,Vice-Mayor,"Platon, Julius Caesar Ii Gamilla",Chibog,LAKAS- CMD,35125
Tanaunan City,Councilor,"Perez, Elmer Lanting",Bro,Lakas-Kampi,21603
Tanaunan City,Councilor,"Narvaez, Wyngard Quilao",Wyngard,Lakas-Christian Muslim Democratics,22329
Tanaunan City,Councilor,"Burgos, Edgardo Ortiz",Eddie,Lakas-Christian Muslim Democratics,22628
Tanaunan City,Councilor,"Vivas, Herminio Jr. Robles",Jun Vivas,Lakas-Christian Muslim Democratics,23520
Tanaunan City,Councilor,"Quilao, Edilberto Ancheta",Ed,Lakas-Christian Muslim Democratics,24785
Tanaunan City,Councilor,"Nones, Teodulfo Ii Siman",Jojo,Lakas-Christian Muslim Democratics,25838
Tanaunan City,Councilor,"Atienza, Angel Virrey",Angel,Lakas-Christian Muslim Democratics,26248
Tanaunan City,Councilor,"Lirio, Arthur Saguan",Art,Lakas-Christian Muslim Democratics,26970
Tanaunan City,Councilor,"Tabing, Marissa Maranan",Dra. Maris,Lakas-Christian Muslim Democratics,28018
Tanaunan City,Councilor,"Corona, Benedicto Castillo",Ben,Lakas-Christian Muslim Democratics,28868
Taysan,Mayor,"Portugal, Victor Jr. Perez",Dondon,Lakas-Kampi,8057
Taysan,Vice-Mayor,"Gutierrez, Grande Pascua",Grande,-,7093
Taysan,Councilor,"Perez, Marianito Gutierrez",Nitoy,Lakas-Christian Muslim Democratics,4768
Taysan,Councilor,"Acob, Cesar Perez",Cpa,Lakas-Christian Muslim Democratics,4907
Taysan,Councilor,"Abaday, Edilberto Torres",Edel,Lakas-Christian Muslim Democratics,5519
Taysan,Councilor,"Caponpon, Apolonio Balbastro",Poly,Lakas-Kampi,5526
Taysan,Councilor,"Ramirez, Agnes Sulit",Agnes Sulit Ramirez,Lakas-Kampi,5736
Taysan,Councilor,"Comio, Melecio Jr. Ilag",Bongbong,Lakas-Kampi,5934
Taysan,Councilor,"Portugal, Joel Perez",Joel,Lakas-Kampi,6326
Taysan,Councilor,"Almirol, Maria Buisan",Angie,Lakas-Christian Muslim Democratics,4565
Tingloy,Mayor,"Alvarez, Lauro Ferracullo",Larry,Lakas-Christian Muslim Democratics,3985
Tingloy,Vice-Mayor,"Datingaling, Danilo Reyes",Danny,Kabalikat ng Malayang Pilipino,3290
Tingloy,Councilor,-,-,-,-
Tingloy,Councilor,"Candava, Florencio Dimaala",Puyan,Lakas-Kampi,2303
Tingloy,Councilor,"Manalo, Feleciana Adonais",Elyboy,Lakas-Kampi,2325
Tingloy,Councilor,"Ferrancullo, Jose Menia",Joe,Lakas-Christian Muslim Democratics,2711
Tingloy,Councilor,"Belino, Benita Lerma Rosales",Lerma,Lakas-Kampi,2736
Tingloy,Councilor,"Gutierrez, Emelito Gutierrez",Emil,Lakas-Kampi,2824
Tingloy,Councilor,"Evangelista, Estanislao Jr. Delgado",Islaw,Lakas-Christian Muslim Democratics,3091
Tingloy,Councilor,"Sawali, Josefa Belino",Josephine Belino,Lakas-Christian Muslim Democratics,3226
Tingloy,Councilor,"Hernandez, Rolando Navarro",Ando,Lakas-Kampi,2212
Tuy,Mayor,"Calingasan, Edgardo Granados",Boy,Lakas-Christian Muslim Democratics,12863
Tuy,Vice-Mayor,"Cerrado, Jose Jecerell Carandang",Jay,Lakas-Christian Muslim Democratics,11742
Tuy,Councilor,"Abiad, Aniceto Creus",Nick,Lakas-Kampi,6642
Tuy,Councilor,"Bautista, Rafael Dela Cuesta",Raffy,Lakas-Kampi,6690
Tuy,Councilor,"Macalaguim, Reuel Panaligan",Ruel,Lakas-Christian Muslim Democratics,6841
Tuy,Councilor,"Andino, Efren Illao",Efren,Lakas-Christian Muslim Democratics,7050
Tuy,Councilor,"Dimaano, Rufina Socorro Bulaclac",Coring,Lakas-Christian Muslim Democratics,7337
Tuy,Councilor,"Ikan, Agapito Gloriaga",Eddie,Lakas-Christian Muslim Democratics,7485
Tuy,Councilor,"Mendoza, Renato Garcia",Atong,Lakas-Christian Muslim Democratics,7954
Tuy,Councilor,"Panaligan, Ireno Siscar",Ireno,Lakas-Kampi,6519
