particular,A110,A112,A115,A120,A125,A130,A135,A140,A200,A310,A320,A325,A330,A335,A340,A345,A400,A500,A800,A850,A855,A900,A910,Total
                     Sci. and Tech. and TONC),"87,073",0,"1,783",0,0,160,0,0,0,"10,373",469,0,880,0,467,0,0,"2,535","9,715",0,0,"17,057",0,"130,512"
               Samar State University (Samar State,,,,,,,,,,,,,,,,,,,,,,,,
                     Polytechnic College),"77,411",0,"1,140",0,0,"1,502",0,0,0,"8,828",371,0,749,0,371,0,0,"4,532","6,935",0,0,"9,562",0,"111,401"
               Northwest Samar State University (TTMIST,,,,,,,,,,,,,,,,,,,,,,,,
                     and SSCAF),"51,007",0,"1,055",0,0,"1,115",0,0,0,"6,158",263,0,542,0,269,0,0,"2,558","5,680",0,0,"8,735",0,"77,382"
               University of Eastern Philippines,"159,311",0,"3,636",0,0,"4,393",0,"1,151",0,"19,192",761,0,"1,639",0,772,0,0,"3,605","17,439",0,0,"26,267",0,"238,166"
,,,,,,,,,,,,,,,,,,,,,,,,
          Region IX - ZAMBOANGA PENINSULA,"417,370",0,"11,573",0,0,"2,678",0,"2,348",0,"49,463","2,028",0,"4,303",0,"2,009",0,65,"9,607","43,776",0,0,"86,321",0,"631,541"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               J. H. Cerilles State College,"38,265",0,"1,015",0,0,127,0,0,0,"4,376",204,0,420,0,201,0,0,"1,766","3,802",0,0,"6,885",0,"57,061"
               Jose Rizal Memorial State University,,,,,,,,,,,,,,,,,,,,,,,,
                     (Jose Rizal Memorial State College),"100,531",0,"2,269",0,0,75,0,"2,348",0,"12,261",530,0,"1,186",0,542,0,50,633,"11,577",0,0,"23,599",0,"155,601"
               Western Mindanao State University,"177,140",0,"4,857",0,0,"1,063",0,0,0,"20,856",800,0,"1,780",0,806,0,0,"5,640","19,027",0,0,"35,442",0,"267,411"
               Zamboanga City State Polytechnic College,"47,155",0,716,0,0,537,0,0,0,"5,597",223,0,384,0,218,0,0,954,"4,250",0,0,"8,209",0,"68,243"
               Zamboanga State College of Marine,,,,,,,,,,,,,,,,,,,,,,,,
                     Sciences and Technology,"54,279",0,"2,716",0,0,876,0,0,0,"6,373",271,0,533,0,242,0,15,614,"5,120",0,0,"12,186",0,"83,225"
,,,,,,,,,,,,,,,,,,,,,,,,
          Region X - NORTHERN MINDANAO,"582,414",0,"59,792",0,0,"4,279",0,"3,219",0,"72,056","3,414",0,"5,533",0,"2,667",0,0,"39,978","65,388",0,0,"94,696",0,"933,436"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Bukidnon State University,"54,716",0,"2,554",0,0,880,0,0,0,"6,557","1,097",0,585,0,226,0,0,"4,989","5,427",0,0,"8,948",0,"85,979"
               Camiguin Polytechnic State College,"20,063",0,91,0,0,0,0,0,0,"1,928",83,0,83,0,86,0,0,231,"1,976",0,0,"3,265",0,"27,806"
               Central Mindanao University,"151,283",0,"4,545",0,0,0,0,0,0,"16,432",794,0,"1,774",0,812,0,0,"11,839","15,939",0,0,"21,996",0,"225,414"
               Mindanao University of Science and Technology,"58,505",0,"1,785",0,0,0,0,288,0,"6,954",231,0,528,0,248,0,0,"16,130","6,169",0,0,"16,259",0,"107,097"
               MSU-Iligan Institute of Technology,"265,496",0,"49,432",0,0,"2,307",0,"2,931",0,"36,498","1,063",0,"2,244",0,"1,151",0,0,"4,711","32,059",0,0,"38,639",0,"436,531"
               Misamis Oriental State College of,,,,,,,,,,,,,,,,,,,,,,,,
                     Agriculture and Technology,"20,131",0,"1,094",0,0,892,0,0,0,"2,427",94,0,226,0,93,0,0,"1,856","2,034",0,0,"4,226",0,"33,073"
               Northwestern Mindanao State College of,,,,,,,,,,,,,,,,,,,,,,,,
                     Science and Technology,"12,220",0,291,0,0,200,0,0,0,"1,260",52,0,93,0,51,0,0,222,"1,784",0,0,"1,363",0,"17,536"
,,,,,,,,,,,,,,,,,,,,,,,,
          Region XI - DAVAO REGION,"193,094",0,"4,753",0,0,"2,854",0,"4,083",0,"23,172",894,0,"2,211",0,892,0,0,"11,880","20,844",0,0,"45,352",0,"310,029"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Davao del Norte State College,"25,825",0,425,0,0,390,0,0,0,"3,146",134,0,299,0,133,0,0,506,"2,803",0,0,"5,956",0,"39,617"
               Davao Oriental State College of Science,,,,,,,,,,,,,,,,,,,,,,,,
                     and Technology,"31,334",0,"2,763",0,0,63,0,"4,083",0,"3,767",152,0,362,0,152,0,0,724,"3,417",0,0,"6,094",0,"52,911"
               Southern Philippines Agri-Business and,,,,,,,,,,,,,,,,,,,,,,,,
                     Marine and Aquatic School of Technology,"26,555",0,22,0,0,223,0,0,0,"3,187",130,0,305,0,129,0,0,862,"2,873",0,0,"5,229",0,"39,515"
               University of Southeastern Philippines,"109,380",0,"1,543",0,0,"2,178",0,0,0,"13,072",478,0,"1,245",0,478,0,0,"9,788","11,751",0,0,"28,073",0,"177,986"
,,,,,,,,,,,,,,,,,,,,,,,,
          Region XII - MAIN SOCCSKSARGEN,"346,460",0,"5,676",0,0,"15,153",0,0,0,"41,163","1,549",0,"3,450",0,"1,524",0,0,"5,779","34,542",0,0,"52,246",0,"507,542"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Cotabato City State Polytechnic College,"47,394",0,985,0,0,"4,119",0,0,0,"5,604",233,0,412,0,230,0,0,686,"4,342",0,0,"7,738",0,"71,743"
               Cotabato Foundation College of Science,,,,,,,,,,,,,,,,,,,,,,,,
                     and Technology,"42,143",0,355,0,0,"5,173",0,0,0,"4,968",244,0,503,0,239,0,0,513,"4,671",0,0,"8,157",0,"66,966"
               Sultan Kudarat State University (Sultan,,,,,,,,,,,,,,,,,,,,,,,,
                     Kudarat Polytechnic State College),"66,394",0,547,0,0,"3,998",0,0,0,"7,776",279,0,724,0,248,0,0,929,"5,640",0,0,"9,113",0,"95,648"
               University of Southern Mindanao,"190,529",0,"3,789",0,0,"1,863",0,0,0,"22,815",793,0,"1,811",0,807,0,0,"3,651","19,889",0,0,"27,238",0,"273,185"
,,,,,,,,,,,,,,,,,,,,,,,,
          CARAGA ADMINISTRATIVE REGION,"203,509",0,"11,331",0,0,"1,218",0,"1,451",0,"23,958","1,073",0,"3,862",0,"1,339",0,250,"4,069","19,770",0,0,"37,783",0,"309,613"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Agusan del Sur State College of,,,,,,,,,,,,,,,,,,,,,,,,
                     Agriculture and Technology,"19,511",0,330,0,0,152,0,"1,451",0,"1,993",89,0,330,0,91,0,0,519,"2,667",0,0,"2,325",0,"29,458"
               Caraga State University (Northern,,,,,,,,,,,,,,,,,,,,,,,,
                     Mindanao State Institute of,,,,,,,,,,,,,,,,,,,,,,,,
                     Science and Technology),"46,921",0,"1,627",0,0,469,0,0,0,"5,711",226,0,543,0,500,0,0,"1,112","4,990",0,0,"11,033",0,"73,132"
               Surigao del Sur State University,,,,,,,,,,,,,,,,,,,,,,,,
                     (Surigao del Sur Polytechnic State College),"66,184",0,"6,597",0,0,597,0,0,0,"7,895",458,0,"2,453",0,429,0,0,"1,210","5,391",0,0,"13,606",0,"104,820"
               Surigao State College of Technology,"70,893",0,"2,777",0,0,0,0,0,0,"8,359",300,0,536,0,319,0,250,"1,228","6,722",0,0,"10,819",0,"102,203"
,,,,,,,,,,,,,,,,,,,,,,,,
          AUTONOMOUS REGION IN MUSLIM MINDANAO,"1,489,590",0,"36,528",0,0,"45,851",0,"39,391",0,"170,049","7,223",0,"14,442",0,"6,710",0,0,"24,376","145,869",0,0,"189,223",0,"2,169,252"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Adiong Memorial Polytechnic State College,"9,724",0,67,0,0,0,0,693,0,"1,201",52,0,102,0,52,0,0,371,924,0,0,"1,763",0,"14,949"
               Basilan State College,"29,119",0,263,0,0,596,0,0,0,"3,454",147,0,300,0,147,0,0,471,"2,699",0,0,"4,843",0,"42,039"
               Mindanao State University,"1,161,431",0,"28,399",0,0,"35,977",0,"38,698",0,"137,211","5,719",0,"11,252",0,"5,234",0,0,"20,097","115,250",0,0,"138,136",0,"1,697,404"
               MSU-Tawi-Tawi College of Technology and Oceanography,"217,128",0,"5,949",0,0,"6,610",0,0,0,"21,055","1,019",0,"2,220",0,991,0,0,"1,850","20,461",0,0,"34,978",0,"312,261"
               Sulu State College,"42,999",0,792,0,0,"2,296",0,0,0,"4,263",155,0,276,0,159,0,0,767,"3,416",0,0,"5,187",0,"60,310"
               Tawi-Tawi Regional Agricultural College,"29,189",0,"1,058",0,0,372,0,0,0,"2,865",131,0,292,0,127,0,0,820,"3,119",0,0,"4,316",0,"42,289"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Energy,"195,744",0,0,0,0,"2,511",0,0,0,"22,742",759,0,"2,144",0,756,0,0,"10,242","20,399",0,0,"25,079",0,"280,376"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"195,744",0,0,0,0,"2,511",0,0,0,"22,742",759,0,"2,144",0,756,0,0,"10,242","20,399",0,0,"25,079",0,"280,376"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Environment and Natural Resources,"3,982,057","60,948","160,950",0,0,"144,012",836,"8,666",59,"475,381","23,007",0,"43,848",0,"22,685",0,"2,257","69,358","403,575",0,"12,043","863,247","23,954","6,296,883"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"3,346,739",0,"143,970",0,0,"134,576",0,"5,208",0,"395,730","19,963",0,"36,225",0,"19,657",0,0,"53,509","339,047",0,0,"709,638",0,"5,204,262"
          Environmental Management Bureau,"152,719",0,"8,137",0,0,"2,810",0,0,0,"19,965",748,0,"1,860",0,755,0,0,"2,838","15,734",0,0,"56,441",0,"262,007"
          Mines and Geo-Sciences Bureau,"329,073",0,0,0,0,"4,259",0,0,0,"34,853","1,266",0,"3,339",0,"1,266",0,0,"7,076","31,395",0,0,"44,154",0,"456,681"
          National Mapping and Resource Information Authority,"103,009","60,948","8,843",0,0,"2,005",836,"3,458",0,"18,942",833,0,"1,841",0,812,0,"2,257","3,893","12,122",0,"12,043","45,780","23,954","301,576"
          National Water Resources Board,"28,149",0,0,0,0,282,0,0,59,"3,219",108,0,297,0,107,0,0,626,"2,843",0,0,"3,730",0,"39,420"
          Palawan Council for Sustainable Development Staff,"22,368",0,0,0,0,80,0,0,0,"2,672",89,0,286,0,88,0,0,"1,416","2,434",0,0,"3,504",0,"32,937"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Finance,"4,268,012",0,"27,021",0,0,"240,005",0,"22,240",0,"501,002","22,325",0,"45,449",0,"20,646",0,"7,843","80,774","441,540",0,0,"843,001",0,"6,519,858"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"119,641",0,205,0,0,"1,710",0,0,0,"12,787","2,160",0,"1,150",0,436,0,394,"7,808","12,579",0,0,"21,874",0,"180,744"
          Bureau of Customs,"935,916",0,"2,502",0,0,"122,033",0,0,0,"105,717","5,042",0,"9,015",0,"5,042",0,0,"13,181","84,393",0,0,"139,058",0,"1,421,899"
          Bureau of Internal Revenue,"2,498,711",0,0,0,0,"87,718",0,"1,857",0,"299,966","12,281",0,"29,516",0,"12,244",0,"6,725","31,872","269,079",0,0,"579,975",0,"3,829,944"
          Bureau of Local Government Finance,"89,820",0,0,0,0,"6,887",0,0,0,"10,340",373,0,923,0,366,0,0,"4,110","11,601",0,0,"13,508",0,"137,928"
          Bureau of the Treasury,"239,045",0,0,0,0,"14,911",0,"10,129",0,"28,707",956,0,"1,702",0,"1,004",0,0,"12,374","25,147",0,0,"40,202",0,"374,177"
          Central Board of Assessment Appeals,"5,767",0,0,0,0,"1,403",0,0,0,501,25,0,57,0,22,0,0,512,626,0,0,"1,447",0,"10,360"
          Cooperative Development Authority,"169,331",0,"1,029",0,0,0,0,"10,254",0,"18,180",731,0,"1,560",0,743,0,0,"3,713","17,146",0,0,"24,221",0,"246,908"
          Insurance Commission,"55,152",0,0,0,0,419,0,0,0,"6,444",211,0,375,0,210,0,0,"1,739","5,565",0,0,"7,342",0,"77,457"
          National Tax Research Center,"23,640",0,0,0,0,"1,008",0,0,0,"2,767",109,0,231,0,106,0,0,884,"2,476",0,0,"3,593",0,"34,814"
          Privatization and Management Office,0,0,"23,285",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"23,285"
          Securities and Exchange Commission,"130,989",0,0,0,0,"3,916",0,0,0,"15,593",437,0,920,0,473,0,724,"4,581","12,928",0,0,"11,781",0,"182,342"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Foreign Affairs,"688,373",0,"647,702",0,0,"114,954",0,0,243,"80,376","2,427",0,"6,625",0,"2,476",0,"25,072","14,983","97,200",0,0,"3,837,401",0,"5,517,832"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"664,629",0,"646,430",0,0,"113,325",0,0,0,"77,590","2,315",0,"6,349",0,"2,364",0,"25,072","12,575","94,677",0,0,"3,833,697",0,"5,479,023"
          Foreign Service Institute,"19,916",0,946,0,0,627,0,0,0,"2,412",94,0,240,0,94,0,0,"2,142","2,141",0,0,"3,201",0,"31,813"
          Technical Cooperation Council of the Philippines,522,0,264,0,0,0,0,0,0,63,4,0,5,0,4,0,0,78,60,0,0,130,0,"1,130"
          UNESCO National Commission of the Philippines,"3,306",0,62,0,0,"1,002",0,0,243,311,14,0,31,0,14,0,0,188,322,0,0,373,0,"5,866"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Health,"6,111,006",0,352,0,0,"183,159",0,"1,875",0,"722,204","35,443",0,"63,090",0,"34,997",0,"2,441","57,272","637,136",0,0,"1,660,855",0,"9,509,830"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"6,011,068",0,0,0,0,"180,923",0,0,0,"710,288","34,984",0,"62,005",0,"34,533",0,"2,270","50,833","626,773",0,0,"1,595,648",0,"9,309,325"
          Commission on Population,"71,808",0,352,0,0,"1,203",0,"1,875",0,"8,472",345,0,800,0,350,0,0,"5,055","7,545",0,0,"51,776",0,"149,581"
          National Nutrition Council,"28,130",0,0,0,0,"1,033",0,0,0,"3,444",114,0,285,0,114,0,171,"1,384","2,818",0,0,"13,431",0,"50,924"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of the Interior and Local Government,"2,854,712","35,045,882","23,096",0,0,"99,010","3,631,859","2,040,963",570,"342,378","14,799","199,888","30,386","399,944","14,654","191,807","4,325","205,824","297,570",0,"15,274,947","2,218,394","27,613,495","90,504,503"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"1,532,001",0,"16,031",0,0,"83,472",0,796,0,"170,821","5,566",0,"14,683",0,"5,551",0,"4,325","39,651","146,944",0,0,"231,604",0,"2,251,445"
          Bureau of Fire Protection,"88,919","3,212,296",0,0,0,0,"437,001","433,398",0,"10,617",617,"19,170","1,888","37,444",591,"19,122",0,496,"11,452",0,"738,502","181,642","2,468,186","7,661,341"
          Bureau of Jail Management and Penology,"19,656","1,810,860",0,0,0,0,"92,860","60,790",0,"2,397",100,"10,760",204,"21,241",101,"3,228",0,997,"2,145",0,"457,291","92,877","1,163,303","3,738,810"
          Local Government Academy,"14,638",0,0,0,0,0,0,"1,382",0,"1,474",54,0,133,0,54,0,0,491,"1,200",0,0,"1,361",0,"20,787"
          National Police Commission,"294,424",0,"1,184",0,0,"15,538",0,0,570,"34,800","1,363",0,"2,829",0,"1,254",0,0,"18,692","30,789",0,0,"59,208","720,434","1,181,085"
          Philippine National Police,"823,620","29,733,868",0,0,0,0,"3,101,998","1,544,597",0,"112,516","6,716","168,724","9,815","338,606","6,716","168,223",0,"2,216","96,442",0,"14,079,154","1,628,472","23,157,314","74,978,997"
          Philippine Public Safety College,"81,454","288,858","5,881",0,0,0,0,0,0,"9,753",383,"1,234",834,"2,653",387,"1,234",0,"143,281","8,598",0,0,"23,230","104,258","672,038"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Justice,"4,848,828",0,"43,192",0,0,"149,881",0,0,200,"467,212","18,197",0,"36,847",0,"18,206",0,173,"562,918","473,949","11,121",0,"801,502",0,"7,432,226"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"1,799,237",0,0,0,0,"40,018",0,0,200,"115,435","4,639",0,"8,172",0,"4,604",0,0,"276,601","157,233","1,369",0,"241,026",0,"2,648,534"
          Bureau of Corrections,"351,367",0,0,0,0,"13,595",0,0,0,"41,856","2,501",0,"3,917",0,"2,537",0,0,"2,168","39,697",0,0,"116,439",0,"574,077"
          Bureau of Immigration,"204,934",0,"8,400",0,0,"20,108",0,0,0,"23,255","1,236",0,"2,699",0,"1,283",0,0,859,"21,043",0,0,"43,712",0,"327,529"
          Land Registration Authority,"431,610",0,"11,391",0,0,"22,018",0,0,0,"51,659","2,758",0,"4,966",0,"2,669",0,173,"13,042","49,029","1,495",0,"107,585",0,"698,395"
          National Bureau of Investigation,"420,481",0,"13,063",0,0,"17,990",0,0,0,"48,417","1,911",0,"4,106",0,"1,933",0,0,"19,140","44,434",0,0,"80,250",0,"651,725"
          Office of the Government Corporate Counsel,"46,154",0,"2,200",0,0,0,0,0,0,"5,088",127,0,305,0,128,0,0,"7,757","4,313","4,926",0,"4,734",0,"75,732"
          Office of the Solicitor General,"242,555",0,0,0,0,"6,634",0,0,0,"21,925",795,0,"2,269",0,792,0,0,"31,651","25,015","3,331",0,"49,956",0,"384,923"
          Parole and Probation Administration,"330,336",0,0,0,0,"17,579",0,0,0,"37,808","1,212",0,"2,932",0,"1,212",0,0,"21,321","32,716",0,0,"41,073",0,"486,189"
          Presidential Commission on Good Government,"34,693",0,"8,138",0,0,0,0,0,0,"3,946",115,0,290,0,116,0,0,"3,105","3,435",0,0,"2,935",0,"56,773"
          Public Attorney's Office,"987,461",0,0,0,0,"11,939",0,0,0,"117,823","2,903",0,"7,191",0,"2,932",0,0,"187,274","97,034",0,0,"113,792",0,"1,528,349"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Labor and Employment,"2,211,943",0,"30,139",0,0,"29,978",0,"128,641","22,389","248,597","9,538",0,"20,898",0,"9,129",0,402,"211,746","225,281","8,974",0,"604,760",0,"3,762,415"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"571,665",0,0,0,0,"13,560",0,0,0,"66,800","2,096",0,"4,140",0,"2,068",0,0,"20,313","54,828",0,0,"249,337",0,"984,807"
          Institute for Labor Studies,"12,849",0,0,0,0,4,0,0,0,"1,487",47,0,135,0,48,0,0,649,"1,286",0,0,"1,561",0,"18,066"
          National Conciliation and Mediation Board,"65,878",0,0,0,0,"1,407",0,0,0,"7,902",245,0,450,0,245,0,0,"2,929","6,817",0,0,"9,356",0,"95,229"
          National Labor Relations Commission,"319,455",0,109,0,0,0,0,"124,297",0,"26,573","1,157",0,"3,065",0,"1,079",0,93,"34,604","32,981","7,308",0,"54,969",0,"605,690"
          National Maritime Polytechnic,"24,731",0,104,0,0,421,0,0,0,"3,083",133,0,270,0,136,0,0,"2,586","2,768",0,0,"5,287",0,"39,519"
          National Wages and Productivity Commission,"53,762",0,"2,203",0,0,0,0,0,"22,147","6,663",232,0,346,0,207,0,309,"3,011","5,674",0,0,"8,751",0,"103,305"
          Philippine Overseas Employment Administration,"144,760",0,"2,765",0,0,"2,068",0,0,0,"13,073",473,0,"1,210",0,474,0,0,"7,472","11,041",0,0,"15,750",0,"199,086"
          Professional Regulation Commission,"84,045",0,0,0,0,"2,664",0,"2,716",0,"10,009",454,0,870,0,463,0,0,"111,979","9,231","1,666",0,"15,387",0,"239,484"
          Technical Education and Skills Development Authority,"934,798",0,"24,958",0,0,"9,854",0,"1,628",242,"113,007","4,701",0,"10,412",0,"4,409",0,0,"28,203","100,655",0,0,"244,362",0,"1,477,229"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of National Defense,"1,515,704","24,455,403","515,273",0,0,"4,001,093",0,"3,144,264",0,"185,891","12,497","155,544","16,790","334,058","9,749","130,678","2,312","13,560","197,572",0,"36,800,833","1,921,689","22,607,036","96,019,946"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          DND Proper (Office of the Secretary),"63,097",0,"13,906",0,0,"3,481",0,"1,441",0,"7,575",273,0,650,0,274,0,0,"3,107","6,627",0,0,"13,255",0,"113,686"
          Government Arsenal,"99,782",0,0,0,0,"1,386",0,"1,233",0,"11,999",701,0,"1,176",0,717,0,0,444,"11,590",0,0,"51,011",0,"180,039"
          National Defense College of the Philippines,"14,447",0,0,0,0,0,0,0,0,"1,746",67,0,160,0,67,0,0,"2,225","1,573",0,0,"3,027",0,"23,312"
          Office of Civil Defense,"58,718",0,939,0,0,"8,550",0,"1,873",0,"6,393",259,0,600,0,255,0,0,"2,459","5,795",0,0,"8,473",0,"94,314"
          Philippine Veterans Affairs Office,"312,614",0,"88,303",0,0,"13,165",0,0,0,"37,294","1,851",0,"3,405",0,"1,771",0,"1,361","3,763","34,446",0,"12,693,203","102,605",0,"13,293,781"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Philippine Veterans Affairs Office (Proper),"67,606",0,0,0,0,"2,013",0,0,0,"7,907",399,0,581,0,356,0,0,"3,156","7,651",0,"12,693,203","14,503",0,"12,797,375"
               Veterans Memorial Medical Center,"245,008",0,"88,303",0,0,"11,152",0,0,0,"29,387","1,452",0,"2,824",0,"1,415",0,"1,361",607,"26,795",0,0,"88,102",0,"496,406"
,,,,,,,,,,,,,,,,,,,,,,,,
          Armed Forces of the Philippines,"967,046","24,455,403","412,125",0,0,"3,974,511",0,"3,139,717",0,"120,884","9,346","155,544","10,799","334,058","6,665","130,678",951,"1,562","137,541",0,"24,107,630","1,743,318","22,607,036","82,314,814"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Philippine Army (Land Forces),"187,817","15,875,875","45,408",0,0,"2,775,108",0,0,0,"22,745","1,337","106,789","1,994","240,489","1,337","102,684",0,586,"21,258",0,0,"915,100","14,980,536","35,279,063"
               Philippine Air Force (Air Force),"230,113","3,216,083","33,320",0,0,"470,704",0,"2,558",0,"35,566","1,679","18,311","2,453","36,218","1,612","18,746",0,384,"25,920",0,0,"281,626","3,012,235","7,387,528"
               Philippine Navy (Naval Forces),"157,547","4,563,920","58,142",0,0,"662,915",0,0,0,"16,731","2,467","27,816","1,667","48,087",968,"6,131",0,304,"38,832",0,0,"285,569","3,748,887","9,619,983"
"               General Headquarters, AFP and AFP Wide",,,,,,,,,,,,,,,,,,,,,,,,
                     Service Support Units (AFPWSSUS),"391,569","799,525","275,255",0,0,"65,784",0,"3,137,159",0,"45,842","3,863","2,628","4,685","9,264","2,748","3,117",951,288,"51,531",0,"24,107,630","261,023","865,378","30,028,240"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Public Works and Highways,"2,798,465",0,"6,592",0,0,"476,406",0,"19,825",0,"312,830","18,592",0,"33,189",0,"16,761",0,0,"33,610","306,227",0,0,"1,096,663",0,"5,119,160"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"2,798,465",0,"6,592",0,0,"476,406",0,"19,825",0,"312,830","18,592",0,"33,189",0,"16,761",0,0,"33,610","306,227",0,0,"1,096,663",0,"5,119,160"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Science and Technology,"1,872,788",0,"7,069",0,0,"73,313",0,"1,472","1,781","220,751","9,814",0,"19,784",0,"9,325",0,"1,425","39,411","195,235",0,0,"604,748",0,"3,056,916"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"188,130",0,0,0,0,"3,445",0,626,0,"22,421",672,0,"1,604",0,645,0,282,"9,053","18,391",0,0,"119,067",0,"364,336"
          Advanced Science and Technology Institute,"19,776",0,0,0,0,136,0,0,0,"2,306",76,0,174,0,75,0,0,619,"2,006",0,0,"10,365",0,"35,533"
          Food and Nutrition Research Institute,"46,265",0,"1,117",0,0,"1,134",0,0,0,"5,560",204,0,674,0,205,0,0,"1,239","4,891",0,0,"12,260",0,"73,549"
          Forest Products Research and Development Institute,"50,336",0,0,0,0,48,0,0,0,"4,973",218,0,493,0,215,0,0,"1,404","4,479",0,0,"8,629",0,"70,795"
          Industrial Technology Development Institute,"86,480",0,0,0,0,"2,494",0,0,0,"10,161",368,0,764,0,366,0,0,"1,626","9,878",0,0,"25,540",0,"137,677"
          Information and Communications Technology Office,"774,288",0,"4,687",0,0,"35,617",0,846,0,"91,893","5,167",0,"8,657",0,"4,768",0,0,"11,476","83,927",0,0,"179,752",0,"1,201,078"
          Metals Industry Research and Development Center,"53,334",0,0,0,0,"1,111",0,0,0,"6,407",242,0,434,0,242,0,49,"1,012","5,753",0,0,"23,001",0,"91,585"
          National Academy of Science and Technology,"3,768",0,0,0,0,0,0,0,127,452,13,0,38,0,13,0,0,276,385,0,0,"1,872",0,"6,944"
          National Research Council of the Philippines,"10,739",0,0,0,0,"2,786",0,0,959,"1,072",45,0,105,0,45,0,0,466,"1,025",0,0,"4,763",0,"22,005"
