Particular,A031,A032,A033,A034,A035,A036,A037,A038,A040,A041,A042,A960,Total
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Department of Agrarian Reform,0,"37,744",0,0,0,0,0,0,0,0,0,0,"37,744"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Land Bank of the Philippines,0,"37,744",0,0,0,0,0,0,0,0,0,0,"37,744"
,,,,,,,,,,,,,
          Department of Environment and Natural Resources,"153,000",0,0,0,0,0,0,0,0,0,0,0,"153,000"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Laguna Lake Development Authority,"153,000",0,0,0,0,0,0,0,0,0,0,0,"153,000"
,,,,,,,,,,,,,
          Department of Finance,"570,000",0,0,0,0,0,0,0,0,0,0,0,"570,000"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Trade and Investment Development Corporation,"570,000",0,0,0,0,0,0,0,0,0,0,0,"570,000"
,,,,,,,,,,,,,
          Department of Trade and Industry,"91,300","193,968",0,0,0,0,0,0,0,0,0,0,"285,268"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Aurora Pacific Economic Zone and,,,,,,,,,,,,,
                     Freeport Authority (formerly ASEZA),"91,300",0,0,0,0,0,0,0,0,0,0,0,"91,300"
               Small Business Corporation,0,"193,968",0,0,0,0,0,0,0,0,0,0,"193,968"
,,,,,,,,,,,,,
          Other Executive Offices,"11,362,692",0,0,0,0,0,0,0,0,0,0,0,"11,362,692"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
               Authority of the Freeport Area of Bataan,"100,000",0,0,0,0,0,0,0,0,0,0,0,"100,000"
               Bangko Sentral ng Pilipinas,"10,000,000",0,0,0,0,0,0,0,0,0,0,0,"10,000,000"
               Cagayan Economic Zone Authority,"294,192",0,0,0,0,0,0,0,0,0,0,0,"294,192"
               Credit Information Corporation,"57,500",0,0,0,0,0,0,0,0,0,0,0,"57,500"
               Home Guaranty Corporation,"900,000",0,0,0,0,0,0,0,0,0,0,0,"900,000"
               Zamboanga City Special Economic Zone Authority,"11,000",0,0,0,0,0,0,0,0,0,0,0,"11,000"
,,,,,,,,,,,,,
          Net Lending,0,0,0,0,0,0,0,0,0,0,0,"18,055,000","18,055,000"
,,,,,,,,,,,,,
     Allocation to Local Government Units,0,0,0,0,0,0,0,0,0,"245,914",0,0,"245,914"
,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------,---------------
          Metropolitan Manila Development Authority,0,0,0,0,0,0,0,0,0,"245,914",0,0,"245,914"
,,,,,,,,,,,,,
,,,,,,,,,,,,,
GRAND TOTAL,"12,202,592","379,796","313,275","1,398,176","16,872,915","6,138,709","19,998","861,635","6,440,338","136,475,259","1,144,535","18,055,000","200,302,228"
