particulars,name_1,total_12,total_34,amt_c,amt_b_12,amt_b_34,amt_a1_12,amt_a1_34,amt_a2_12,amt_a2_34,amt_u_12,name_2,name_3,name_4,name_5,name_6,name_7,name_8,name_9,sw1
                     State College),                     State College),113934,34086,3550,0,0,0,9809,0,0,104125,34086,3550,0,0,0,0,0,0,0
               Surigao State College of Technology,               Surigao State College of Technology,103380,27557,3550,0,0,0,8772,0,0,94608,27557,3550,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          AUTONOMOUS REGION IN MUSLIM MINDANAO,          AUTONOMOUS REGION IN MUSLIM MINDANAO,2321313,117430,942715,0,0,0,202431,0,0,2118882,117430,942715,0,0,0,0,0,0,1
               Adiong Memorial Polytechnic State College,               Adiong Memorial Polytechnic State College,16118,1468,3473,0,0,0,1383,0,0,14735,1468,3473,0,0,0,0,0,0,0
               Basilan State College,               Basilan State College,45827,10986,3550,0,0,0,3981,0,0,41846,10986,3550,0,0,0,0,0,0,0
               Mindanao State University,               Mindanao State University,1821594,77813,868592,0,0,0,160408,0,0,1661186,77813,868592,0,0,0,0,0,0,0
               MSU-Tawi-Tawi College of Technology,               MSU-Tawi-Tawi College of Technology,,,,,,,,,,,,,,,,,,,
                     and Oceanography,                     and Oceanography,330369,9973,60000,0,0,0,28564,0,0,301805,9973,60000,0,0,0,0,0,0,0
               Sulu State College,               Sulu State College,62916,12173,3550,0,0,0,4387,0,0,58529,12173,3550,0,0,0,0,0,0,0
               Tawi-Tawi Regional Agricultural College,               Tawi-Tawi Regional Agricultural College,44489,5017,3550,0,0,0,3708,0,0,40781,5017,3550,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Department of Energy,     Department of Energy,317403,1491483,2538181,0,0,0,32643,1028153,35024,284760,463330,2503157,0,0,0,0,0,0,1
          Office of the Secretary,          Office of the Secretary,317403,1491483,2538181,0,0,0,32643,1028153,35024,284760,463330,2503157,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Department of Environment and Natural Resources,     Department of Environment and Natural Resources,5879489,11658345,6090670,0,0,0,487791,29000,31500,5391698,11623495,6038970,0,5850,20200,0,0,0,1
          Office of the Secretary,          Office of the Secretary,4813536,8844247,4729265,0,0,0,398373,25500,0,4415163,8818747,4729265,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Environmental Management Bureau,          Environmental Management Bureau,266205,459507,368950,0,0,0,22687,3500,31500,243518,456007,337450,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Mines and Geo-Sciences Bureau,          Mines and Geo-Sciences Bureau,439360,463160,135600,0,0,0,39090,0,0,400270,457310,115400,0,5850,20200,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          National Mapping and Resource,          National Mapping and Resource,,,,,,,,,,,,,,,,,,,
                Information Authority,                Information Authority,282623,1843789,852737,0,0,0,20790,0,0,261833,1843789,852737,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          National Water Resources Board,          National Water Resources Board,42160,21059,2500,0,0,0,3721,0,0,38439,21059,2500,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Palawan Council for Sustainable,          Palawan Council for Sustainable,,,,,,,,,,,,,,,,,,,
                Development Staff,                Development Staff,35605,26583,1618,0,0,0,3130,0,0,32475,26583,1618,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Department of Finance,     Department of Finance,6438881,23094584,1315545,0,0,0,555243,18093141,446687,5883638,5001443,868858,0,0,0,0,0,0,1
          Office of the Secretary,          Office of the Secretary,209303,425088,2300,0,0,0,17704,0,0,191599,425088,2300,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Bureau of Customs,          Bureau of Customs,1272458,7639781,211822,0,0,0,108470,6849475,0,1163988,790306,211822,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Bureau of Internal Revenue,          Bureau of Internal Revenue,3908382,14523804,1040453,0,0,0,343163,11168889,417136,3565219,3354915,623317,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Bureau of Local Government Finance,          Bureau of Local Government Finance,133315,63235,10000,0,0,0,11803,0,0,121512,63235,10000,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Bureau of the Treasury,          Bureau of the Treasury,368896,190937,0,0,0,0,32532,0,0,336364,190937,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Central Board of Assessment Appeals,          Central Board of Assessment Appeals,9733,1212,1200,0,0,0,822,0,0,8911,1212,1200,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Cooperative Development Authority,          Cooperative Development Authority,253651,82212,18773,0,0,0,22209,0,0,231442,82212,18773,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Insurance Commission,          Insurance Commission,34350,74777,29551,0,0,0,0,74777,29551,34350,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          National Tax Research Center,          National Tax Research Center,34864,12549,1446,0,0,0,3043,0,0,31821,12549,1446,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Privatization and Management Office,          Privatization and Management Office,42442,0,0,0,0,0,0,0,0,42442,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Securities and Exchange Commission,          Securities and Exchange Commission,171487,80989,0,0,0,0,15497,0,0,155990,80989,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Department of Foreign Affairs,     Department of Foreign Affairs,5713654,5105067,893713,0,0,0,98641,0,0,5615013,5105067,893713,0,0,0,0,0,0,1
          Office of the Secretary,          Office of the Secretary,5671712,5079244,893548,0,0,0,95415,0,0,5576297,5079244,893548,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Foreign Service Institute,          Foreign Service Institute,34726,11863,165,0,0,0,2742,0,0,31984,11863,165,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Technical Cooperation Council of the Philippines,          Technical Cooperation Council of the Philippines,1173,3100,0,0,0,0,71,0,0,1102,3100,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          UNESCO National Commission of the Philippines,          UNESCO National Commission of the Philippines,6043,10860,0,0,0,0,413,0,0,5630,10860,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Department of Health,     Department of Health,9819802,30920187,229891,0,0,0,810830,29420,0,9008972,30848267,229891,0,42500,0,0,0,0,1
          Office of the Secretary,          Office of the Secretary,9664220,30442139,218176,0,0,0,797772,29420,0,8866448,30370219,218176,0,42500,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Commission on Population,          Commission on Population,111375,197777,4715,0,0,0,9324,0,0,102051,197777,4715,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          National Nutrition Council,          National Nutrition Council,44207,280271,7000,0,0,0,3734,0,0,40473,280271,7000,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Department of the Interior and Local Government,     Department of the Interior and Local Government,73064991,15307782,3359797,0,0,0,382507,0,800000,72682484,15307782,2559797,0,0,0,0,0,0,1
          Office of the Secretary,          Office of the Secretary,2262529,4770328,30760,0,0,0,198724,0,0,2063805,4770328,30760,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Bureau of Fire Protection,          Bureau of Fire Protection,6516704,1019206,969830,0,0,0,12126,0,800000,6504578,1019206,169830,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Bureau of Jail Management and Penology,          Bureau of Jail Management and Penology,3570938,2068011,137807,0,0,0,2680,0,0,3568258,2068011,137807,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Local Government Academy,          Local Government Academy,20305,82636,0,0,0,0,1775,0,0,18530,82636,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          National Police Commission,          National Police Commission,1302214,131099,0,0,0,0,40350,0,0,1261864,131099,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Philippine National Police,          Philippine National Police,58678293,6722917,2100000,0,0,0,116823,0,0,58561470,6722917,2100000,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Philippine Public Safety College,          Philippine Public Safety College,714008,513585,121400,0,0,0,10029,0,0,703979,513585,121400,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Department of Justice,     Department of Justice,7880687,2753431,203972,0,0,0,437616,259554,0,7443071,2493877,203972,0,0,0,0,0,0,1
          Office of the Secretary,          Office of the Secretary,2822253,564180,37000,0,0,0,116232,0,0,2706021,564180,37000,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Bureau of Corrections,          Bureau of Corrections,619489,1135395,66216,0,0,0,49085,0,0,570404,1135395,66216,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Bureau of Immigration,          Bureau of Immigration,322043,176053,94756,0,0,0,26971,0,0,295072,176053,94756,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Land Registration Authority,          Land Registration Authority,632048,259504,0,0,0,0,52092,259504,0,579956,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          National Bureau of Investigation,          National Bureau of Investigation,682364,285420,0,0,0,0,56967,0,0,625397,285420,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Office of the Government Corporate Counsel,          Office of the Government Corporate Counsel,84517,11461,0,0,0,0,5674,0,0,78843,11461,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Office of the Solicitor General,          Office of the Solicitor General,399426,115983,6000,0,0,0,25489,50,0,373937,115933,6000,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Parole and Probation Administration,          Parole and Probation Administration,495732,69370,0,0,0,0,43103,0,0,452629,69370,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Presidential Commission on Good Government,          Presidential Commission on Good Government,60457,46281,0,0,0,0,4492,0,0,55965,46281,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Public Attorney's Office,          Public Attorney's Office,1762358,89784,0,0,0,0,57511,0,0,1704847,89784,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Department of Labor and Employment,     Department of Labor and Employment,3856111,3909704,317473,0,0,0,288909,0,0,3538954,3845557,317473,28248,64147,0,0,0,0,1
          Office of the Secretary,          Office of the Secretary,1098905,1598118,156427,0,0,0,77509,0,0,993148,1534471,156427,28248,63647,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Institute for Labor Studies,          Institute for Labor Studies,19610,8227,0,0,0,0,1735,0,0,17875,8227,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          National Conciliation and Mediation Board,          National Conciliation and Mediation Board,108736,62446,21214,0,0,0,9686,0,0,99050,61946,21214,0,500,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          National Labor Relations Commission,          National Labor Relations Commission,517997,122595,2353,0,0,0,33779,0,0,484218,122595,2353,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          National Maritime Polytechnic,          National Maritime Polytechnic,38456,34360,24300,0,0,0,3234,0,0,35222,34360,24300,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          National Wages and Productivity Commission,          National Wages and Productivity Commission,110902,55172,4500,0,0,0,7589,0,0,103313,55172,4500,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Philippine Overseas Employment Administration,          Philippine Overseas Employment Administration,216369,135149,36182,0,0,0,18785,0,0,197584,135149,36182,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Professional Regulation Commission,          Professional Regulation Commission,270621,311984,32191,0,0,0,11214,0,0,259407,311984,32191,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Technical Education and Skills,          Technical Education and Skills,,,,,,,,,,,,,,,,,,,
                Development Authority,                Development Authority,1474515,1581653,40306,0,0,0,125378,0,0,1349137,1581653,40306,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Department of National Defense,     Department of National Defense,55335706,19848285,5428110,0,0,0,191790,0,0,55143916,19848285,5428110,0,0,0,0,0,0,1
          DND Proper (Office of the Secretary),          DND Proper (Office of the Secretary),126661,361846,232500,0,0,0,9429,0,0,117232,361846,232500,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Government Arsenal,          Government Arsenal,185732,553569,40000,0,0,0,13448,0,0,172284,553569,40000,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          National Defense College of the Philippines,          National Defense College of the Philippines,28737,31059,0,0,0,0,2086,0,0,26651,31059,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Office of Civil Defense,          Office of Civil Defense,91002,573937,0,0,0,0,7661,0,0,83341,573937,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Philippine Veterans Affairs Office,          Philippine Veterans Affairs Office,579009,664780,0,0,0,0,42224,0,0,536785,664780,0,0,0,0,0,0,0,1
               Philippine Veterans Affairs Office (Proper),               Philippine Veterans Affairs Office (Proper),112664,269298,0,0,0,0,9499,0,0,103165,269298,0,0,0,0,0,0,0,0
               Veterans Memorial Medical Center,               Veterans Memorial Medical Center,466345,395482,0,0,0,0,32725,0,0,433620,395482,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Armed Forces of the Philippines,          Armed Forces of the Philippines,54324565,17663094,5155610,0,0,0,116942,0,0,54207623,17663094,5155610,0,0,0,0,0,0,1
               Philippine Army (Land Forces),               Philippine Army (Land Forces),34674614,5895428,40220,0,0,0,23556,0,0,34651058,5895428,40220,0,0,0,0,0,0,0
               Philippine Air Force (Air Force),               Philippine Air Force (Air Force),7348863,4232870,60918,0,0,0,28909,0,0,7319954,4232870,60918,0,0,0,0,0,0,0
               Philippine Navy (Naval Forces),               Philippine Navy (Naval Forces),9314391,4152641,0,0,0,0,17374,0,0,9297017,4152641,0,0,0,0,0,0,0,0
"               General Headquarters, AFP and AFP","               General Headquarters, AFP and AFP",,,,,,,,,,,,,,,,,,,
                     Wide Service Support Units (AFPWSSUS),                     Wide Service Support Units (AFPWSSUS),2986697,3382155,5054472,0,0,0,47103,0,0,2939594,3382155,5054472,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Department of Public Works and Highways,     Department of Public Works and Highways,4567869,12719668,148286245,0,0,0,404193,6154448,7250713,4163676,6565220,141035532,0,0,0,0,0,0,1
          Office of the Secretary,          Office of the Secretary,4567869,12719668,148286245,0,0,0,404193,6154448,7250713,4163676,6565220,141035532,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Department of Science and Technology,     Department of Science and Technology,2159786,6828265,1101751,0,0,0,174537,0,0,1985249,6828265,1101751,0,0,0,0,0,0,1
          Office of the Secretary,          Office of the Secretary,322620,2034099,12500,0,0,0,26253,0,0,296367,2034099,12500,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Advanced Science and Technology Institute,          Advanced Science and Technology Institute,36090,35713,15000,0,0,0,2919,0,0,33171,35713,15000,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Food and Nutrition Research Institute,          Food and Nutrition Research Institute,79047,112213,30000,0,0,0,6337,0,0,72710,112213,30000,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Forest Products Research and Development Institute,          Forest Products Research and Development Institute,87154,19734,11235,0,0,0,6974,0,0,80180,19734,11235,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Industrial Technology Development Institute,          Industrial Technology Development Institute,145326,104966,21300,0,0,0,11681,0,0,133645,104966,21300,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Information and Communications,          Information and Communications,,,,,,,,,,,,,,,,,,,
                Technology Office,                Technology Office,257182,216649,0,0,0,0,23640,0,0,233542,216649,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Metals Industry Research and Development Center,          Metals Industry Research and Development Center,94931,534235,10850,0,0,0,7547,0,0,87384,534235,10850,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          National Academy of Science and Technology,          National Academy of Science and Technology,6890,44213,180,0,0,0,530,0,0,6360,44213,180,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          National Research Council of the Philippines,          National Research Council of the Philippines,18553,27769,7130,0,0,0,1468,0,0,17085,27769,7130,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
"          Philippine Atmospheric, Geophysical and","          Philippine Atmospheric, Geophysical and",,,,,,,,,,,,,,,,,,,
                Astronomical Services Administration,                Astronomical Services Administration,355167,463367,643671,0,0,0,27284,0,0,327883,463367,643671,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
"          Philippine Council for Agriculture,","          Philippine Council for Agriculture,",,,,,,,,,,,,,,,,,,,
                Aquatic and Natural Resources,                Aquatic and Natural Resources,,,,,,,,,,,,,,,,,,,
                Research and Development,                Research and Development,97800,741579,8466,0,0,0,7775,0,0,90025,741579,8466,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Philippine Council for Health Research,          Philippine Council for Health Research,,,,,,,,,,,,,,,,,,,
                and Development,                and Development,29109,209193,500,0,0,0,2346,0,0,26763,209193,500,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
"          Philippine Council for Industry, Energy","          Philippine Council for Industry, Energy",,,,,,,,,,,,,,,,,,,
                and Emerging Technology Research,                and Emerging Technology Research,,,,,,,,,,,,,,,,,,,
                and Development,                and Development,37392,408811,1000,0,0,0,3028,0,0,34364,408811,1000,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Philippine Institute of Volcanology and Seismology,          Philippine Institute of Volcanology and Seismology,84014,86393,66619,0,0,0,6290,0,0,77724,86393,66619,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Philippine Nuclear Research Institute,          Philippine Nuclear Research Institute,100715,56844,31000,0,0,0,8036,0,0,92679,56844,31000,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Philippine Science High School,          Philippine Science High School,291926,281730,224100,0,0,0,23117,0,0,268809,281730,224100,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Philippine Textile Research Institute,          Philippine Textile Research Institute,37383,16247,6000,0,0,0,2932,0,0,34451,16247,6000,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Science Education Institute,          Science Education Institute,25110,1370313,1200,0,0,0,2061,0,0,23049,1370313,1200,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Science and Technology Information Institute,          Science and Technology Information Institute,24678,22531,0,0,0,0,1977,0,0,22701,22531,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Technology Application and Promotion Institute,          Technology Application and Promotion Institute,28699,41666,11000,0,0,0,2342,0,0,26357,41666,11000,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Department of Social Welfare and Development,     Department of Social Welfare and Development,1168862,55074660,5677,0,0,0,91224,0,0,1077638,55074660,5677,0,0,0,0,0,0,1
          Office of the Secretary,          Office of the Secretary,1074396,54981996,1928,0,0,0,82992,0,0,991404,54981996,1928,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Council for the Welfare of Children,          Council for the Welfare of Children,15471,22881,1275,0,0,0,1335,0,0,14136,22881,1275,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Inter-Country Adoption Board,          Inter-Country Adoption Board,13253,21260,575,0,0,0,1172,0,0,12081,21260,575,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          National Council on Disability Affairs,          National Council on Disability Affairs,24858,11349,1899,0,0,0,2164,0,0,22694,11349,1899,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          National Youth Commission,          National Youth Commission,40884,37174,0,0,0,0,3561,0,0,37323,37174,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Department of Tourism,     Department of Tourism,359862,2233356,386049,0,0,0,27008,2613,0,332854,2230743,386049,0,0,0,0,0,0,1
          Office of the Secretary,          Office of the Secretary,262655,2136027,233866,0,0,0,18851,2613,0,243804,2133414,233866,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Intramuros Administration,          Intramuros Administration,25363,13633,0,0,0,0,2190,0,0,23173,13633,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          National Parks Development Committee,          National Parks Development Committee,71844,83696,152183,0,0,0,5967,0,0,65877,83696,152183,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Department of Trade and Industry,     Department of Trade and Industry,1295355,1527972,40862,0,0,0,100159,99000,0,1195196,1428972,40862,0,0,0,0,0,0,1
          Office of the Secretary,          Office of the Secretary,1082598,1293305,31700,0,0,0,81805,99000,0,1000793,1194305,31700,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Board of Investments,          Board of Investments,125846,142209,3500,0,0,0,10915,0,0,114931,142209,3500,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Construction Industry Authority of the Philippines,          Construction Industry Authority of the Philippines,29943,31597,4414,0,0,0,2510,0,0,27433,31597,4414,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Construction Manpower Development Foundation,          Construction Manpower Development Foundation,14357,10406,0,0,0,0,1223,0,0,13134,10406,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Philippine Trade Training Center,          Philippine Trade Training Center,20555,18556,0,0,0,0,1786,0,0,18769,18556,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Product Development and Design Center of,          Product Development and Design Center of,,,,,,,,,,,,,,,,,,,
                the Philippines,                the Philippines,22056,31899,1248,0,0,0,1920,0,0,20136,31899,1248,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Department of Transportation and Communications,     Department of Transportation and Communications,4249953,10565024,17932938,0,0,0,405853,592826,564115,3844100,9972198,17368823,0,0,0,0,0,0,1
          Office of the Secretary,          Office of the Secretary,1371412,8414300,16812340,0,0,0,96949,420576,464115,1274463,7993724,16348225,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Civil Aeronautics Board,          Civil Aeronautics Board,34490,17660,5000,0,0,0,2897,0,0,31593,17660,5000,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Maritime Industry Authority,          Maritime Industry Authority,197109,271592,327400,0,0,0,17252,25000,0,179857,246592,327400,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Office of Transportation Cooperatives,          Office of Transportation Cooperatives,13216,4942,1085,0,0,0,1121,0,0,12095,4942,1085,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Office for Transportation Security,          Office for Transportation Security,300967,176560,100000,0,0,0,280935,147250,100000,20032,29310,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Philippine Coast Guard,          Philippine Coast Guard,2319388,1669130,682082,0,0,0,5522,0,0,2313866,1669130,682082,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Toll Regulatory Board,          Toll Regulatory Board,13371,10840,5031,0,0,0,1177,0,0,12194,10840,5031,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     National Economic and Development Authority,     National Economic and Development Authority,1514789,3411480,154037,0,0,0,120570,0,0,1394219,3411480,147037,0,0,7000,0,0,0,1
          Office of the Director-General,          Office of the Director-General,574335,328319,48965,0,0,0,47258,0,0,527077,328319,48965,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          National Statistical Coordination Board,          National Statistical Coordination Board,60038,43368,2288,0,0,0,4337,0,0,55701,43368,2288,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          National Statistics Office,          National Statistics Office,788484,2348410,93784,0,0,0,61060,0,0,727424,2348410,93784,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Philippine National Volunteer Service,          Philippine National Volunteer Service,,,,,,,,,,,,,,,,,,,
                Coordinating Agency,                Coordinating Agency,8220,7071,0,0,0,0,690,0,0,7530,7071,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Public-Private Partnership Center of the Philippines,          Public-Private Partnership Center of the Philippines,32935,656436,2000,0,0,0,2827,0,0,30108,656436,2000,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Statistical Research and Training Center,          Statistical Research and Training Center,12866,8115,7000,0,0,0,1081,0,0,11785,8115,0,0,0,7000,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Tariff Commission,          Tariff Commission,37911,19761,0,0,0,0,3317,0,0,34594,19761,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Presidential Communications Operations Office,     Presidential Communications Operations Office,687371,470794,153968,0,0,0,59895,0,0,627476,470794,153968,0,0,0,0,0,0,1
          Presidential Communications Operations,          Presidential Communications Operations,,,,,,,,,,,,,,,,,,,
                Office (Proper),                Office (Proper),33596,134206,4330,0,0,0,2615,0,0,30981,134206,4330,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Bureau of Broadcast Services,          Bureau of Broadcast Services,204848,91387,40400,0,0,0,18126,0,0,186722,91387,40400,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Bureau of Communications Services,          Bureau of Communications Services,18397,13945,13600,0,0,0,1603,0,0,16794,13945,13600,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          National Printing Office,          National Printing Office,147264,18526,0,0,0,0,12601,0,0,134663,18526,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          News and Information Bureau,          News and Information Bureau,78726,33433,2850,0,0,0,6947,0,0,71779,33433,2850,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Philippine Information Agency,          Philippine Information Agency,157116,103446,13822,0,0,0,13840,0,0,143276,103446,13822,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Presidential Broadcast Staff (RTVM),          Presidential Broadcast Staff (RTVM),47424,75851,78966,0,0,0,4163,0,0,43261,75851,78966,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Other Executive Offices,     Other Executive Offices,3671404,5797409,1520742,0,0,0,308973,1233901,17020,3362431,4498882,1502383,0,64626,1339,0,0,0,1
          Anti-Money Laundering Council,          Anti-Money Laundering Council,0,15164,0,0,0,0,0,0,0,0,15164,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Commission on Filipinos Overseas,          Commission on Filipinos Overseas,28082,41243,5793,0,0,0,2482,0,0,25600,41243,5793,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Commission on Higher Education,          Commission on Higher Education,259491,2823206,521800,0,0,0,22797,799599,0,236694,2023607,521800,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Commission on the Filipino Language,          Commission on the Filipino Language,31655,10467,0,0,0,0,2731,0,0,28924,10467,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Dangerous Drugs Board,          Dangerous Drugs Board,46805,133841,1300,0,0,0,3936,77000,0,42869,56841,1300,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
