station_name,sampling_date,parameter,standard_minimum,standard_maximum,unit,result,compliant,status
La Huerta,3/20/2012,Total Suspended Solids,-,-,mg/L,30,Variable,Null
La Huerta,3/20/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,4.3,No,Failed
La Huerta,3/20/2012,Phosphate as Phosphorus,-,0.4,mg/L,9.33,No,Failed
La Huerta,3/20/2012,Nitrate as Nitrogen,-,10,mg/L,7.4,Yes,Passed
La Huerta,3/20/2012,Total Coliforms,-,5000,MPN/100ml,1.60E+11,No,Failed
La Huerta,3/20/2012,Fecal Coliforms,-,-,MPN/100ml,9.20E+11,Variable,Null
La Huerta,4/18/2012,Nitrate as Nitrogen,-,10,mg/L,6.8,Yes,Passed
La Huerta,4/18/2012,Total Coliforms,-,5000,MPN/100ml,4.80E+11,No,Failed
La Huerta,4/18/2012,Fecal Coliforms,-,-,MPN/100ml,2.40E+11,Variable,Null
La Huerta,4/18/2012,Phosphate as Phosphorus,-,0.4,mg/L,8.9,No,Failed
La Huerta,4/18/2012,Total Suspended Solids,-,-,mg/L,40,Variable,Null
La Huerta,4/18/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,3.2,No,Failed
La Huerta,4/18/2012,BOD (5-Day 20 Degrees),-,7,mg/L,36,No,Failed
La Huerta,6/20/2012,BOD (5-Day 20 Degrees),-,7,mg/L,32,No,Failed
La Huerta,6/20/2012,Dissolved Oxygen (e) (minimum),5,-,mg/L,0,No,Failed
La Huerta,6/20/2012,Total Suspended Solids,-,-,mg/L,30,Variable,Null
La Huerta,6/20/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,3.7,No,Failed
La Huerta,6/20/2012,Phosphate as Phosphorus,-,0.4,mg/L,9.1,No,Failed
La Huerta,6/20/2012,Nitrate as Nitrogen,-,10,mg/L,7.1,Yes,Passed
La Huerta,7/23/2012,BOD (5-Day 20 Degrees),-,7,mg/L,48,No,Failed
La Huerta,7/23/2012,Dissolved Oxygen (e) (minimum),5,-,mg/L,0,No,Failed
La Huerta,7/23/2012,Total Suspended Solids,-,-,mg/L,30,Variable,Null
La Huerta,7/23/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,3.3,No,Failed
La Huerta,7/23/2012,Phosphate as Phosphorus,-,0.4,mg/L,8.8,No,Failed
La Huerta,7/23/2012,Nitrate as Nitrogen,-,10,mg/L,7.4,Yes,Passed
La Huerta,8/23/2012,BOD (5-Day 20 Degrees),-,7,mg/L,52,No,Failed
La Huerta,8/23/2012,Dissolved Oxygen (e) (minimum),5,-,mg/L,0,No,Failed
La Huerta,8/23/2012,Total Suspended Solids,-,-,mg/L,40,Variable,Null
La Huerta,8/23/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,4.2,No,Failed
La Huerta,8/23/2012,Phosphate as Phosphorus,-,0.4,mg/L,13.4,No,Failed
La Huerta,8/23/2012,Nitrate as Nitrogen,-,10,mg/L,9.7,Yes,Passed
La Huerta,9/3/2012,BOD (5-Day 20 Degrees),-,7,mg/L,54,No,Failed
La Huerta,9/3/2012,Total Suspended Solids,-,-,mg/L,40,Variable,Null
La Huerta,9/3/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,4.4,No,Failed
La Huerta,9/3/2012,Phosphate as Phosphorus,-,0.4,mg/L,13.9,No,Failed
La Huerta,9/3/2012,Nitrate as Nitrogen,-,10,mg/L,10.3,No,Failed
La Huerta,10/4/2012,BOD (5-Day 20 Degrees),-,7,mg/L,8,No,Failed
La Huerta,10/4/2012,Dissolved Oxygen (e) (minimum),5,-,mg/L,1.4,No,Failed
La Huerta,10/4/2012,Total Suspended Solids,-,-,mg/L,20,Variable,Null
La Huerta,10/4/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,2.6,No,Failed
La Huerta,10/4/2012,Phosphate as Phosphorus,-,0.4,mg/L,11.3,No,Failed
La Huerta,10/4/2012,Nitrate as Nitrogen,-,10,mg/L,9.4,Yes,Passed
La Huerta,10/4/2012,Total Coliforms,-,5000,MPN/100ml,9200000,No,Failed
La Huerta,11/19/2012,Phosphate as Phosphorus,-,0.4,mg/L,10.6,No,Failed
La Huerta,11/19/2012,Total Dissolved Solids,-,-,mg/L,20,Variable,Null
La Huerta,11/19/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,2.9,No,Failed
La Huerta,11/19/2012,BOD (5-Day 20 Degrees),-,7,mg/L,12,No,Failed
La Huerta,11/19/2012,Nitrate as Nitrogen,-,10,mg/L,9,Yes,Passed
La Huerta,11/19/2012,Dissolved Oxygen (e) (minimum),5,-,mg/L,1.8,No,Failed
La Huerta,12/13/2012,BOD (5-Day 20 Degrees),-,7,mg/L,26,No,Failed
La Huerta,12/13/2012,Total Suspended Solids,-,-,mg/L,30,Variable,Null
La Huerta,12/13/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,3.2,No,Failed
La Huerta,12/13/2012,Phosphate as Phosphorus,-,0.4,mg/L,11.4,No,Failed
La Huerta,12/13/2012,Nitrate as Nitrogen,-,10,mg/L,9.4,Yes,Passed
La Huerta,1/28/2013,Nitrate as Nitrogen,-,10,mg/L,9.1,Yes,Passed
La Huerta,1/28/2013,BOD (5-Day 20 Degrees),-,7,mg/L,32,No,Failed
La Huerta,1/28/2013,Total Suspended Solids,-,-,mg/L,30,Variable,Null
La Huerta,1/28/2013,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,3,No,Failed
La Huerta,1/28/2013,Phosphate as Phosphorus,-,0.4,mg/L,10.8,No,Failed
La Huerta,2/18/2013,BOD (5-Day 20 Degrees),-,7,mg/L,36,No,Failed
La Huerta,2/18/2013,Total Suspended Solids,-,-,mg/L,40,Variable,Null
La Huerta,2/18/2013,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,4.6,No,Failed
La Huerta,2/18/2013,Phosphate as Phosphorus,-,0.4,mg/L,18.5,No,Failed
La Huerta,2/18/2013,Nitrate as Nitrogen,-,10,mg/L,9.8,Yes,Passed
La Huerta,3/25/2013,Phosphate as Phosphorus,-,0.4,mg/L,16.4,No,Failed
La Huerta,3/25/2013,Nitrate as Nitrogen,-,10,mg/L,9.4,Yes,Passed
La Huerta,3/25/2013,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,4.1,No,Failed
La Huerta,3/25/2013,BOD (5-Day 20 Degrees),-,7,mg/L,34,No,Failed
La Huerta,3/25/2013,Total Suspended Solids,-,-,mg/L,40,Variable,Null
La Huerta,4/22/2013,Total Suspended Solids,-,-,mg/L,30,Variable,Null
La Huerta,4/22/2013,BOD (5-Day 20 Degrees),-,7,mg/L,40,No,Failed
La Huerta,4/22/2013,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,4.6,No,Failed
La Huerta,4/22/2013,Phosphate as Phosphorus,-,0.4,mg/L,18.8,No,Failed
La Huerta,4/22/2013,Nitrate as Nitrogen,-,10,mg/L,9.9,Yes,Passed
La Huerta,5/14/2013,BOD (5-Day 20 Degrees),-,7,mg/L,32,No,Failed
La Huerta,5/14/2013,Total Suspended Solids,-,-,mg/L,30,Variable,Null
La Huerta,5/14/2013,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,4.4,No,Failed
La Huerta,5/14/2013,Phosphate as Phosphorus,-,0.4,mg/L,16.7,No,Failed
La Huerta,5/14/2013,Nitrate as Nitrogen,-,10,mg/L,10.1,No,Failed
La Huerta,6/14/2013,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,2.4,No,Failed
La Huerta,6/14/2013,Phosphate as Phosphorus,-,0.4,mg/L,11.3,No,Failed
La Huerta,6/14/2013,Nitrate as Nitrogen,-,10,mg/L,8.6,Yes,Passed
La Huerta,6/14/2013,Dissolved Oxygen (e) (minimum),5,-,mg/L,1.7,No,Failed
La Huerta,6/14/2013,Total Suspended Solids,-,-,mg/L,30,Variable,Null
La Huerta,6/14/2013,BOD (5-Day 20 Degrees),-,7,mg/L,12,No,Failed
La Huerta,7/8/2013,Nitrate as Nitrogen,-,10,mg/L,9.4,Yes,Passed
La Huerta,7/8/2013,Phosphate as Phosphorus,-,0.4,mg/L,16.9,No,Failed
La Huerta,7/8/2013,Total Suspended Solids,-,-,mg/L,30,Variable,Null
La Huerta,7/8/2013,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,3.6,No,Failed
La Huerta,7/8/2013,BOD (5-Day 20 Degrees),-,7,mg/L,48,No,Failed
Longos Station,2/20/2012,BOD (5-Day 20 Degrees),-,7,mg/L,22,No,Failed
Longos Station,2/20/2012,Total Suspended Solids,-,-,mg/L,20,Variable,Null
Longos Station,2/20/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,2.8,No,Failed
Longos Station,2/20/2012,Phosphate as Phosphorus,-,0.4,mg/L,8.7,No,Failed
Longos Station,2/20/2012,Nitrate as Nitrogen,-,10,mg/L,8.1,Yes,Passed
Longos Station,2/20/2012,Lead,-,0.05,mg/L,0.0166,Yes,Passed
Longos Station,2/20/2012,Cadmium,-,0.01,mg/L,0.0037,Yes,Passed
Longos Station,3/5/2012,BOD (5-Day 20 Degrees),-,7,mg/L,36,No,Failed
Longos Station,3/5/2012,Dissolved Oxygen (e) (minimum),5,-,mg/L,0,No,Failed
Longos Station,3/5/2012,Total Suspended Solids,-,-,mg/L,30,Variable,Null
Longos Station,3/5/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,3.6,No,Failed
Longos Station,3/5/2012,Phosphate as Phosphorus,-,0.4,mg/L,10.3,No,Failed
Longos Station,3/5/2012,Nitrate as Nitrogen,-,10,mg/L,6.42,Yes,Passed
Longos Station,3/5/2012,Total Coliforms,-,5000,MPN/100ml,9200000,No,Failed
Longos Station,3/5/2012,Fecal Coliforms,-,-,MPN/100ml,2800000,Variable,Null
Longos Station,4/25/2012,BOD (5-Day 20 Degrees),-,7,mg/L,12,No,Failed
Longos Station,4/25/2012,Dissolved Oxygen (e) (minimum) satn,60,100,%satn,0,No,Failed
Longos Station,4/25/2012,Total Suspended Solids,-,-,mg/L,20,Variable,Null
Longos Station,4/25/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,2.6,No,Failed
Longos Station,4/25/2012,Phosphate as Phosphorus,-,0.4,mg/L,9.9,No,Failed
Longos Station,4/25/2012,Nitrate as Nitrogen,-,10,mg/L,6.2,Yes,Passed
Longos Station,4/25/2012,Total Coliforms,-,5000,MPN/100ml,5400000,No,Failed
Longos Station,4/25/2012,Fecal Coliforms,-,-,MPN/100ml,1600000,Variable,Null
Longos Station,7/16/2012,BOD (5-Day 20 Degrees),-,7,mg/L,12,No,Failed
Longos Station,7/16/2012,Total Suspended Solids,-,-,mg/L,30,Variable,Null
Longos Station,7/16/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,2.3,No,Failed
Longos Station,7/16/2012,Phosphate as Phosphorus,-,0.4,mg/L,9.5,No,Failed
Longos Station,7/16/2012,Nitrate as Nitrogen,-,10,mg/L,6.6,Yes,Passed
Longos Station,8/28/2012,Nitrate as Nitrogen,-,10,mg/L,6.9,Yes,Passed
Longos Station,8/28/2012,Phosphate as Phosphorus,-,0.4,mg/L,9.3,No,Failed
Longos Station,8/28/2012,BOD (5-Day 20 Degrees),-,7,mg/L,12,No,Failed
Longos Station,8/28/2012,Dissolved Oxygen (e) (minimum),5,-,mg/L,0.8,No,Failed
Longos Station,8/28/2012,Total Suspended Solids,-,-,mg/L,20,Variable,Null
Longos Station,8/28/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,20,No,Failed
Longos Station,9/17/2012,BOD (5-Day 20 Degrees),-,7,mg/L,8,No,Failed
Longos Station,9/17/2012,Dissolved Oxygen (e) (minimum),5,-,mg/L,1.1,No,Failed
Longos Station,9/17/2012,Total Suspended Solids,-,-,mg/L,10,Variable,Null
Longos Station,9/17/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,1.9,Yes,Passed
Longos Station,9/17/2012,Phosphate as Phosphorus,-,0.4,mg/L,8.6,No,Failed
Longos Station,9/17/2012,Nitrate as Nitrogen,-,10,mg/L,6.2,Yes,Passed
Longos Station,10/24/2012,Dissolved Oxygen (e) (minimum),5,-,mg/L,4.6,No,Failed
Longos Station,10/24/2012,Total Suspended Solids,-,-,mg/L,10,Variable,Null
Longos Station,10/24/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,1.8,Yes,Passed
Longos Station,10/24/2012,Phosphate as Phosphorus,-,0.4,mg/L,8.6,No,Failed
Longos Station,10/24/2012,Nitrate as Nitrogen,-,10,mg/L,7.1,Yes,Passed
Longos Station,10/24/2012,BOD (5-Day 20 Degrees),-,7,mg/L,10,No,Failed
Longos Station,11/12/2012,BOD (5-Day 20 Degrees),-,7,mg/L,41,No,Failed
Longos Station,11/12/2012,Total Suspended Solids,-,-,mg/L,40,Variable,Null
Longos Station,11/12/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,4.8,No,Failed
Longos Station,11/12/2012,Phosphate as Phosphorus,-,0.4,mg/L,11.2,No,Failed
Longos Station,11/12/2012,Nitrate as Nitrogen,-,10,mg/L,8.6,Yes,Passed
Longos Station,12/10/2012,Nitrate as Nitrogen,-,10,mg/L,8.8,Yes,Passed
Longos Station,12/10/2012,BOD (5-Day 20 Degrees),-,7,mg/L,42,No,Failed
Longos Station,12/10/2012,Total Suspended Solids,-,-,mg/L,30,Variable,Null
Longos Station,12/10/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,4.5,No,Failed
Longos Station,12/10/2012,Phosphate as Phosphorus,-,0.4,mg/L,10.7,No,Failed
Longos Station,1/21/2013,Nitrate as Nitrogen,-,10,mg/L,9.2,Yes,Passed
Longos Station,1/21/2013,Phosphate as Phosphorus,-,0.4,mg/L,11.3,No,Failed
Longos Station,1/21/2013,Total Suspended Solids,-,-,mg/L,30,Variable,Null
Longos Station,1/21/2013,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,4.7,No,Failed
Longos Station,1/21/2013,BOD (5-Day 20 Degrees),-,7,mg/L,45,No,Failed
Longos Station,2/4/2013,BOD (5-Day 20 Degrees),-,7,mg/L,64,No,Failed
Longos Station,2/4/2013,Total Suspended Solids,-,-,mg/L,40,Variable,Null
Longos Station,2/4/2013,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,5.2,No,Failed
Longos Station,2/4/2013,Phosphate as Phosphorus,-,0.4,mg/L,13.2,No,Failed
Longos Station,2/4/2013,Nitrate as Nitrogen,-,10,mg/L,10.2,No,Failed
Longos Station,3/11/2013,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,5.5,No,Failed
Longos Station,3/11/2013,Phosphate as Phosphorus,-,0.4,mg/L,13.8,No,Failed
Longos Station,3/11/2013,Nitrate as Nitrogen,-,10,mg/L,9.9,Yes,Passed
Longos Station,3/11/2013,BOD (5-Day 20 Degrees),-,7,mg/L,52,No,Failed
Longos Station,3/11/2013,Total Suspended Solids,-,-,mg/L,40,Variable,Null
Longos Station,4/1/2013,BOD (5-Day 20 Degrees),-,7,mg/L,24,No,Failed
Longos Station,4/1/2013,Total Suspended Solids,-,-,mg/L,30,Variable,Null
Longos Station,4/1/2013,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,3.5,No,Failed
Longos Station,4/1/2013,Phosphate as Phosphorus,-,0.4,mg/L,14.3,No,Failed
Longos Station,4/1/2013,Nitrate as Nitrogen,-,10,mg/L,9.4,Yes,Passed
Longos Station,6/3/2013,BOD (5-Day 20 Degrees),-,7,mg/L,60,No,Failed
Longos Station,6/3/2013,Total Suspended Solids,-,-,mg/L,40,Variable,Null
Longos Station,6/3/2013,Phosphate as Phosphorus,-,0.4,mg/L,14.9,No,Failed
Longos Station,6/3/2013,Nitrate as Nitrogen,-,10,mg/L,10.4,No,Failed
Longos Station,6/3/2013,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,4.8,No,Failed
Longos Station,7/2/2013,BOD (5-Day 20 Degrees),-,7,mg/L,24,No,Failed
Longos Station,7/2/2013,Total Suspended Solids,-,-,mg/L,40,Variable,Null
Longos Station,7/2/2013,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,4.1,No,Failed
Longos Station,7/2/2013,Phosphate as Phosphorus,-,0.4,mg/L,11.2,No,Failed
Longos Station,7/2/2013,Nitrate as Nitrogen,-,10,mg/L,8.9,Yes,Passed
McArthur Station,2/20/2012,BOD (5-Day 20 Degrees),-,7,mg/L,50,No,Failed
McArthur Station,2/20/2012,Total Suspended Solids,-,-,mg/L,30,Variable,Null
McArthur Station,2/20/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,4.5,No,Failed
McArthur Station,2/20/2012,Phosphate as Phosphorus,-,0.4,mg/L,11.6,No,Failed
McArthur Station,2/20/2012,Nitrate as Nitrogen,-,10,mg/L,5.83,Yes,Passed
McArthur Station,2/20/2012,Lead,-,0.05,mg/L,0.0579,No,Failed
McArthur Station,2/20/2012,Cadmium,-,0.01,mg/L,0.0036,Yes,Passed
McArthur Station,3/5/2012,BOD (5-Day 20 Degrees),-,7,mg/L,76,No,Failed
McArthur Station,3/5/2012,Dissolved Oxygen (e) (minimum),5,-,mg/L,0,No,Failed
McArthur Station,3/5/2012,Total Suspended Solids,-,-,mg/L,50,Variable,Null
McArthur Station,3/5/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,5.9,No,Failed
McArthur Station,3/5/2012,Phosphate as Phosphorus,-,0.4,mg/L,8.52,No,Failed
McArthur Station,3/5/2012,Nitrate as Nitrogen,-,10,mg/L,7.91,Yes,Passed
McArthur Station,3/5/2012,Total Coliforms,-,5000,MPN/100ml,28000000,No,Failed
McArthur Station,3/5/2012,Fecal Coliforms,-,-,MPN/100ml,9400000,Variable,Null
McArthur Station,4/25/2012,Nitrate as Nitrogen,-,10,mg/L,7.04,Yes,Passed
McArthur Station,4/25/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,3.8,No,Failed
McArthur Station,4/25/2012,Dissolved Oxygen (e) (minimum) satn,60,100,%satn,0,No,Failed
McArthur Station,4/25/2012,Phosphate as Phosphorus,-,0.4,mg/L,12.13,No,Failed
McArthur Station,4/25/2012,Total Suspended Solids,-,-,mg/L,30,Variable,Null
McArthur Station,4/25/2012,BOD (5-Day 20 Degrees),-,7,mg/L,38,No,Failed
McArthur Station,4/25/2012,Fecal Coliforms,-,-,MPN/100ml,540000,Variable,Null
McArthur Station,4/25/2012,Total Coliforms,-,5000,MPN/100ml,28000000,No,Failed
McArthur Station,7/16/2012,BOD (5-Day 20 Degrees),-,7,mg/L,22,No,Failed
McArthur Station,7/16/2012,Total Suspended Solids,-,-,mg/L,30,Variable,Null
McArthur Station,7/16/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,3.1,No,Failed
McArthur Station,7/16/2012,Phosphate as Phosphorus,-,0.4,mg/L,11.6,No,Failed
McArthur Station,7/16/2012,Nitrate as Nitrogen,-,10,mg/L,7.8,Yes,Passed
McArthur Station,8/28/2012,Dissolved Oxygen (e) (minimum),5,-,mg/L,0,No,Failed
McArthur Station,8/28/2012,Nitrate as Nitrogen,-,10,mg/L,7.3,Yes,Passed
McArthur Station,8/28/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,3.3,No,Failed
McArthur Station,8/28/2012,Total Suspended Solids,-,-,mg/L,30,Variable,Null
McArthur Station,8/28/2012,Phosphate as Phosphorus,-,0.4,mg/L,10.9,No,Failed
McArthur Station,8/28/2012,BOD (5-Day 20 Degrees),-,7,mg/L,14,No,Failed
McArthur Station,9/17/2012,BOD (5-Day 20 Degrees),-,7,mg/L,22,No,Failed
McArthur Station,9/17/2012,Dissolved Oxygen (e) (minimum),5,-,mg/L,0,No,Failed
McArthur Station,9/17/2012,Total Suspended Solids,-,-,mg/L,30,Variable,Null
McArthur Station,9/17/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,3.6,No,Failed
McArthur Station,9/17/2012,Phosphate as Phosphorus,-,0.4,mg/L,10.5,No,Failed
McArthur Station,9/17/2012,Nitrate as Nitrogen,-,10,mg/L,8.1,Yes,Passed
McArthur Station,10/24/2012,Phosphate as Phosphorus,-,0.4,mg/L,12.7,No,Failed
McArthur Station,10/24/2012,Nitrate as Nitrogen,-,10,mg/L,8.9,Yes,Passed
McArthur Station,10/24/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,4.6,No,Failed
McArthur Station,10/24/2012,BOD (5-Day 20 Degrees),-,7,mg/L,42,No,Failed
McArthur Station,10/24/2012,Dissolved Oxygen (e) (minimum),5,-,mg/L,0,No,Failed
McArthur Station,10/24/2012,Total Suspended Solids,-,-,mg/L,30,Variable,Null
McArthur Station,11/12/2012,BOD (5-Day 20 Degrees),-,7,mg/L,34,No,Failed
McArthur Station,11/12/2012,Total Suspended Solids,-,-,mg/L,40,Variable,Null
McArthur Station,11/12/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,4.4,No,Failed
McArthur Station,11/12/2012,Phosphate as Phosphorus,-,0.4,mg/L,13,No,Failed
McArthur Station,11/12/2012,Nitrate as Nitrogen,-,10,mg/L,9.5,Yes,Passed
McArthur Station,12/10/2012,BOD (5-Day 20 Degrees),-,7,mg/L,46,No,Failed
McArthur Station,12/10/2012,Total Suspended Solids,-,-,mg/L,40,Variable,Null
McArthur Station,12/10/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,4.9,No,Failed
McArthur Station,12/10/2012,Phosphate as Phosphorus,-,0.4,mg/L,13.9,No,Failed
McArthur Station,12/10/2012,Nitrate as Nitrogen,-,10,mg/L,10.4,No,Failed
McArthur Station,1/21/2013,BOD (5-Day 20 Degrees),-,7,mg/L,54,No,Failed
McArthur Station,1/21/2013,Total Suspended Solids,-,-,mg/L,40,Variable,Null
McArthur Station,1/21/2013,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,5.3,No,Failed
McArthur Station,1/21/2013,Phosphate as Phosphorus,-,0.4,mg/L,16.3,No,Failed
McArthur Station,1/21/2013,Nitrate as Nitrogen,-,10,mg/L,10.6,No,Failed
McArthur Station,2/4/2013,BOD (5-Day 20 Degrees),-,7,mg/L,54,No,Failed
McArthur Station,2/4/2013,Total Suspended Solids,-,-,mg/L,40,Variable,Null
McArthur Station,2/4/2013,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,5.5,No,Failed
McArthur Station,2/4/2013,Phosphate as Phosphorus,-,0.4,mg/L,16.8,No,Failed
McArthur Station,2/4/2013,Nitrate as Nitrogen,-,10,mg/L,10.3,No,Failed
McArthur Station,3/11/2013,BOD (5-Day 20 Degrees),-,7,mg/L,62,No,Failed
McArthur Station,3/11/2013,Total Suspended Solids,-,-,mg/L,50,Variable,Null
McArthur Station,3/11/2013,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,5.9,No,Failed
McArthur Station,3/11/2013,Phosphate as Phosphorus,-,0.4,mg/L,22.4,No,Failed
McArthur Station,3/11/2013,Nitrate as Nitrogen,-,10,mg/L,10.8,No,Failed
McArthur Station,4/1/2013,BOD (5-Day 20 Degrees),-,7,mg/L,72,No,Failed
McArthur Station,4/1/2013,Total Suspended Solids,-,-,mg/L,60,Variable,Null
McArthur Station,4/1/2013,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,6.3,No,Failed
McArthur Station,4/1/2013,Phosphate as Phosphorus,-,0.4,mg/L,26.4,No,Failed
McArthur Station,4/1/2013,Nitrate as Nitrogen,-,10,mg/L,11.6,No,Failed
McArthur Station,5/6/2013,BOD (5-Day 20 Degrees),-,7,mg/L,44,No,Failed
McArthur Station,5/6/2013,Total Suspended Solids,-,-,mg/L,40,Variable,Null
McArthur Station,5/6/2013,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,5.2,No,Failed
McArthur Station,5/6/2013,Phosphate as Phosphorus,-,0.4,mg/L,22.6,No,Failed
McArthur Station,5/6/2013,Nitrate as Nitrogen,-,10,mg/L,10.4,No,Failed
McArthur Station,6/3/2013,BOD (5-Day 20 Degrees),-,7,mg/L,34,No,Failed
McArthur Station,6/3/2013,Total Suspended Solids,-,-,mg/L,40,Variable,Null
McArthur Station,6/3/2013,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,4.9,No,Failed
McArthur Station,6/3/2013,Phosphate as Phosphorus,-,0.4,mg/L,21.3,No,Failed
McArthur Station,6/3/2013,Nitrate as Nitrogen,-,10,mg/L,10.1,No,Failed
McArthur Station,7/2/2013,Phosphate as Phosphorus,-,0.4,mg/L,18.4,No,Failed
McArthur Station,7/2/2013,Nitrate as Nitrogen,-,10,mg/L,9.5,Yes,Passed
McArthur Station,7/2/2013,Total Suspended Solids,-,-,mg/L,50,Variable,Null
McArthur Station,7/2/2013,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,4.2,No,Failed
McArthur Station,7/2/2013,BOD (5-Day 20 Degrees),-,7,mg/L,32,No,Failed
MIA Road,2/22/2012,BOD (5-Day 20 Degrees),-,7,mg/L,54,No,Failed
MIA Road,2/22/2012,Total Suspended Solids,-,-,mg/L,30,Variable,Null
MIA Road,2/22/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,4.1,No,Failed
MIA Road,2/22/2012,Phosphate as Phosphorus,-,0.4,mg/L,10.12,No,Failed
MIA Road,2/22/2012,Nitrate as Nitrogen,-,10,mg/L,8.06,Yes,Passed
MIA Road,3/20/2012,BOD (5-Day 20 Degrees),-,7,mg/L,16,No,Failed
MIA Road,3/20/2012,Total Suspended Solids,-,-,mg/L,20,Variable,Null
MIA Road,3/20/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,3.1,No,Failed
MIA Road,3/20/2012,Phosphate as Phosphorus,-,0.4,mg/L,8.22,No,Failed
MIA Road,3/20/2012,Nitrate as Nitrogen,-,10,mg/L,5.72,Yes,Passed
MIA Road,3/20/2012,Total Coliforms,-,5000,MPN/100ml,9.20E+11,No,Failed
MIA Road,3/20/2012,Fecal Coliforms,-,-,MPN/100ml,3.50E+11,Variable,Null
MIA Road,4/17/2012,Fecal Coliforms,-,-,MPN/100ml,5.40E+11,Variable,Null
MIA Road,4/17/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,6.3,No,Failed
MIA Road,4/17/2012,Phosphate as Phosphorus,-,0.4,mg/L,14.4,No,Failed
MIA Road,4/17/2012,Nitrate as Nitrogen,-,10,mg/L,10.2,No,Failed
MIA Road,4/17/2012,Total Coliforms,-,5000,MPN/100ml,1.60E+11,No,Failed
MIA Road,4/17/2012,BOD (5-Day 20 Degrees),-,7,mg/L,150,No,Failed
MIA Road,4/17/2012,Total Suspended Solids,-,-,mg/L,70,Variable,Null
MIA Road,6/20/2012,BOD (5-Day 20 Degrees),-,7,mg/L,52,No,Failed
MIA Road,6/20/2012,Dissolved Oxygen (e) (minimum),5,-,mg/L,0,No,Failed
MIA Road,6/20/2012,Total Suspended Solids,-,-,mg/L,50,Variable,Null
MIA Road,6/20/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,5.1,No,Failed
MIA Road,6/20/2012,Phosphate as Phosphorus,-,0.4,mg/L,13.8,No,Failed
MIA Road,6/20/2012,Nitrate as Nitrogen,-,10,mg/L,9.4,Yes,Passed
MIA Road,7/23/2012,BOD (5-Day 20 Degrees),-,7,mg/L,10,No,Failed
MIA Road,7/23/2012,Dissolved Oxygen (e) (minimum),5,-,mg/L,0,No,Failed
MIA Road,7/23/2012,Total Suspended Solids,-,-,mg/L,30,Variable,Null
MIA Road,7/23/2012,Oil/Grease (Petroleum Ether Extracts),-,2,mg/L,3.6,No,Failed
