year,region,species,dimensions,php_per_board_foot
2012,VI (Western Visayas),Kalantas,"2""x4""x8'",-
2012,VI (Western Visayas),Lauan,"2""x4""x8'",46.17
2012,VI (Western Visayas),Loktob,"2""x4""x8'",-
2012,VI (Western Visayas),Mahogany,"2""x4""x8'",37.03
2012,VI (Western Visayas),Narra,"2""x4""x8'",-
2012,VI (Western Visayas),Tangile,"2""x4""x8'",-
2012,VI (Western Visayas),Yakal,"2""x4""x8'",-
2012,VII (Central Visayas),A. Manguim,"2""x4""x8'",-
2012,VII (Central Visayas),Acacia,"2""x4""x8'",-
2012,VII (Central Visayas),Antipolo,"2""x4""x8'",-
2012,VII (Central Visayas),Apitong,"2""x4""x8'",29
2012,VII (Central Visayas),Bagras,"2""x4""x8'",32
2012,VII (Central Visayas),Benguet Pine,"2""x4""x8'",-
2012,VII (Central Visayas),Binuang,"2""x4""x8'",-
2012,VII (Central Visayas),Dao,"2""x4""x8'",-
2012,VII (Central Visayas),Dita,"2""x4""x8'",-
2012,VII (Central Visayas),Falcata,"2""x4""x8'",-
2012,VII (Central Visayas),Gmelina,"2""x4""x8'",28
2012,VII (Central Visayas),Gubas,"2""x4""x8'",-
2012,VII (Central Visayas),Ipil,"2""x4""x8'",-
2012,VII (Central Visayas),Kalantas,"2""x4""x8'",-
2012,VII (Central Visayas),Lauan,"2""x4""x8'",44.42
2012,VII (Central Visayas),Loktob,"2""x4""x8'",-
2012,VII (Central Visayas),Mahogany,"2""x4""x8'",32.13
2012,VII (Central Visayas),Narra,"2""x4""x8'",170
2012,VII (Central Visayas),Tangile,"2""x4""x8'",-
2012,VII (Central Visayas),Yakal,"2""x4""x8'",81.5
2012,IX (Zamboanga Peninsula),A. Manguim,"2""x4""x8'",20.2
2012,IX (Zamboanga Peninsula),Acacia,"2""x4""x8'",-
2012,IX (Zamboanga Peninsula),Antipolo,"2""x4""x8'",-
2012,IX (Zamboanga Peninsula),Apitong,"2""x4""x8'",28
2012,IX (Zamboanga Peninsula),Bagras,"2""x4""x8'",-
2012,IX (Zamboanga Peninsula),Benguet Pine,"2""x4""x8'",-
2012,IX (Zamboanga Peninsula),Binuang,"2""x4""x8'",-
2012,IX (Zamboanga Peninsula),Dao,"2""x4""x8'",-
2012,IX (Zamboanga Peninsula),Dita,"2""x4""x8'",-
2012,IX (Zamboanga Peninsula),Falcata,"2""x4""x8'",-
2012,IX (Zamboanga Peninsula),Gmelina,"2""x4""x8'",20.6
2012,IX (Zamboanga Peninsula),Gubas,"2""x4""x8'",-
2012,IX (Zamboanga Peninsula),Ipil,"2""x4""x8'",-
2012,IX (Zamboanga Peninsula),Kalantas,"2""x4""x8'",-
2012,IX (Zamboanga Peninsula),Lauan,"2""x4""x8'",26.45
2012,IX (Zamboanga Peninsula),Loktob,"2""x4""x8'",-
2012,IX (Zamboanga Peninsula),Mahogany,"2""x4""x8'",27.5
2012,IX (Zamboanga Peninsula),Narra,"2""x4""x8'",-
2012,IX (Zamboanga Peninsula),Tangile,"2""x4""x8'",-
2012,IX (Zamboanga Peninsula),Yakal,"2""x4""x8'",-
2012,X (Northern Mindanao),A. Manguim,"2""x4""x8'",12
2012,X (Northern Mindanao),Acacia,"2""x4""x8'",-
2012,X (Northern Mindanao),Antipolo,"2""x4""x8'",-
2012,X (Northern Mindanao),Apitong,"2""x4""x8'",-
2012,X (Northern Mindanao),Bagras,"2""x4""x8'",-
2012,X (Northern Mindanao),Benguet Pine,"2""x4""x8'",-
2012,X (Northern Mindanao),Binuang,"2""x4""x8'",-
2012,X (Northern Mindanao),Dao,"2""x4""x8'",-
2012,X (Northern Mindanao),Dita,"2""x4""x8'",-
2012,X (Northern Mindanao),Falcata,"2""x4""x8'",-
2012,X (Northern Mindanao),Gmelina,"2""x4""x8'",16.86
2012,X (Northern Mindanao),Gubas,"2""x4""x8'",-
2012,X (Northern Mindanao),Ipil,"2""x4""x8'",-
2012,X (Northern Mindanao),Kalantas,"2""x4""x8'",-
2012,X (Northern Mindanao),Lauan,"2""x4""x8'",-
2012,X (Northern Mindanao),Loktob,"2""x4""x8'",-
2012,X (Northern Mindanao),Mahogany,"2""x4""x8'",24
2012,X (Northern Mindanao),Narra,"2""x4""x8'",-
2012,X (Northern Mindanao),Tangile,"2""x4""x8'",-
2012,X (Northern Mindanao),Yakal,"2""x4""x8'",-
2012,XI (Davao Region),A. Manguim,"2""x4""x8'",16.75
2012,XI (Davao Region),Acacia,"2""x4""x8'",-
2012,XI (Davao Region),Antipolo,"2""x4""x8'",-
2012,XI (Davao Region),Apitong,"2""x4""x8'",36.66
2012,XI (Davao Region),Bagras,"2""x4""x8'",21.2
2012,XI (Davao Region),Benguet Pine,"2""x4""x8'",-
2012,XI (Davao Region),Binuang,"2""x4""x8'",-
2012,XI (Davao Region),Dao,"2""x4""x8'",-
2012,XI (Davao Region),Dita,"2""x4""x8'",-
2012,XI (Davao Region),Falcata,"2""x4""x8'",18
2012,XI (Davao Region),Gmelina,"2""x4""x8'",17.9
2012,XI (Davao Region),Gubas,"2""x4""x8'",-
2012,XI (Davao Region),Ipil,"2""x4""x8'",-
2012,XI (Davao Region),Kalantas,"2""x4""x8'",-
2012,XI (Davao Region),Lauan,"2""x4""x8'",37.73
2012,XI (Davao Region),Loktob,"2""x4""x8'",-
2012,XI (Davao Region),Mahogany,"2""x4""x8'",21.73
2012,XI (Davao Region),Narra,"2""x4""x8'",-
2012,XI (Davao Region),Tangile,"2""x4""x8'",31
2012,XI (Davao Region),Yakal,"2""x4""x8'",54.33
2012,XII (SOCCSKSARGEN),A. Manguim,"2""x4""x8'",-
2012,XII (SOCCSKSARGEN),Acacia,"2""x4""x8'",-
2012,XII (SOCCSKSARGEN),Antipolo,"2""x4""x8'",-
2012,XII (SOCCSKSARGEN),Apitong,"2""x4""x8'",30
2012,XII (SOCCSKSARGEN),Bagras,"2""x4""x8'",-
2012,XII (SOCCSKSARGEN),Benguet Pine,"2""x4""x8'",-
2012,XII (SOCCSKSARGEN),Binuang,"2""x4""x8'",-
2012,XII (SOCCSKSARGEN),Dao,"2""x4""x8'",-
2012,XII (SOCCSKSARGEN),Dita,"2""x4""x8'",-
2012,XII (SOCCSKSARGEN),Falcata,"2""x4""x8'",-
2012,XII (SOCCSKSARGEN),Gmelina,"2""x4""x8'",26
2012,XII (SOCCSKSARGEN),Gubas,"2""x4""x8'",-
2012,XII (SOCCSKSARGEN),Ipil,"2""x4""x8'",42
2012,XII (SOCCSKSARGEN),Kalantas,"2""x4""x8'",-
2012,XII (SOCCSKSARGEN),Lauan,"2""x4""x8'",28
2012,XII (SOCCSKSARGEN),Loktob,"2""x4""x8'",-
2012,XII (SOCCSKSARGEN),Mahogany,"2""x4""x8'",42
2012,XII (SOCCSKSARGEN),Narra,"2""x4""x8'",-
2012,XII (SOCCSKSARGEN),Tangile,"2""x4""x8'",26
2012,XII (SOCCSKSARGEN),Yakal,"2""x4""x8'",34
2012,XIII (Caraga),A. Manguim,"2""x4""x8'",15
2012,XIII (Caraga),Acacia,"2""x4""x8'",-
2012,XIII (Caraga),Antipolo,"2""x4""x8'",-
2012,XIII (Caraga),Apitong,"2""x4""x8'",18.25
2012,XIII (Caraga),Bagras,"2""x4""x8'",-
2012,XIII (Caraga),Benguet Pine,"2""x4""x8'",-
2012,XIII (Caraga),Binuang,"2""x4""x8'",-
2012,XIII (Caraga),Dao,"2""x4""x8'",-
2012,XIII (Caraga),Dita,"2""x4""x8'",-
2012,XIII (Caraga),Falcata,"2""x4""x8'",6
2012,XIII (Caraga),Gmelina,"2""x4""x8'",15
2012,XIII (Caraga),Gubas,"2""x4""x8'",6
2012,XIII (Caraga),Ipil,"2""x4""x8'",-
2012,XIII (Caraga),Kalantas,"2""x4""x8'",-
2012,XIII (Caraga),Lauan,"2""x4""x8'",18.25
2012,XIII (Caraga),Loktob,"2""x4""x8'",-
2012,XIII (Caraga),Mahogany,"2""x4""x8'",15
2012,XIII (Caraga),Narra,"2""x4""x8'",-
2012,XIII (Caraga),Tangile,"2""x4""x8'",18.25
2012,XIII (Caraga),Yakal,"2""x4""x8'",29
2011,National,A. Manguim,"2""x4""x8'",12.92
2011,National,Acacia,"2""x4""x8'",28.67
2011,National,Antipolo,"2""x4""x8'",27.67
2011,National,Apitong,"2""x4""x8'",31.82
2011,National,Bagras,"2""x4""x8'",28.93
2011,National,Bagtikan,"2""x4""x8'",28
2011,National,Benguet Pine,"2""x4""x8'",38
2011,National,Binuang,"2""x4""x8'",30.67
2011,National,Dao,"2""x4""x8'",30.67
2011,National,Dita,"2""x4""x8'",28
2011,National,Falcata,"2""x4""x8'",18.17
2011,National,Gmelina,"2""x4""x8'",24.18
2011,National,Gubas,"2""x4""x8'",10.5
2011,National,Igem,"2""x4""x8'",56
2011,National,Ipil,"2""x4""x8'",25.5
2011,National,Kalantas,"2""x4""x8'",30.67
2011,National,Lauan,"2""x4""x8'",37.53
2011,National,Loktob,"2""x4""x8'",29.33
2011,National,Mahogany,"2""x4""x8'",29.33
2011,National,Mayapis,"2""x4""x8'",31.32
2011,National,Narra,"2""x4""x8'",114.68
2011,National,Tanguile,"2""x4""x8'",38.88
2011,National,Yakal,"2""x4""x8'",46.34
2011,NCR,A. Manguim,"2""x4""x8'",-
2011,NCR,Acacia,"2""x4""x8'",-
2011,NCR,Antipolo,"2""x4""x8'",-
2011,NCR,Apitong,"2""x4""x8'",-
2011,NCR,Bagras,"2""x4""x8'",35
2011,NCR,Bagtikan,"2""x4""x8'",-
2011,NCR,Benguet Pine,"2""x4""x8'",27
2011,NCR,Binuang,"2""x4""x8'",-
2011,NCR,Dao,"2""x4""x8'",-
2011,NCR,Dita,"2""x4""x8'",-
2011,NCR,Falcata,"2""x4""x8'",28.67
2011,NCR,Gmelina,"2""x4""x8'",34.18
2011,NCR,Gubas,"2""x4""x8'",-
2011,NCR,Igem,"2""x4""x8'",56
2011,NCR,Ipil,"2""x4""x8'",-
2011,NCR,Kalantas,"2""x4""x8'",-
2011,NCR,Lauan,"2""x4""x8'",55.51
2011,NCR,Loktob,"2""x4""x8'",-
2011,NCR,Mahogany,"2""x4""x8'",39.81
2011,NCR,Mayapis,"2""x4""x8'",-
2011,NCR,Narra,"2""x4""x8'",-
2011,NCR,Tanguile,"2""x4""x8'",56.99
2011,NCR,Yakal,"2""x4""x8'",40
2011,I (Ilocos Region),A. Manguim,"2""x4""x8'",-
2011,I (Ilocos Region),Acacia,"2""x4""x8'",-
2011,I (Ilocos Region),Antipolo,"2""x4""x8'",-
2011,I (Ilocos Region),Apitong,"2""x4""x8'",42.33
2011,I (Ilocos Region),Bagras,"2""x4""x8'",-
2011,I (Ilocos Region),Bagtikan,"2""x4""x8'",-
2011,I (Ilocos Region),Benguet Pine,"2""x4""x8'",-
2011,I (Ilocos Region),Binuang,"2""x4""x8'",-
2011,I (Ilocos Region),Dao,"2""x4""x8'",-
2011,I (Ilocos Region),Dita,"2""x4""x8'",-
2011,I (Ilocos Region),Falcata,"2""x4""x8'",-
2011,I (Ilocos Region),Gmelina,"2""x4""x8'",-
2011,I (Ilocos Region),Gubas,"2""x4""x8'",-
2011,I (Ilocos Region),Igem,"2""x4""x8'",-
2011,I (Ilocos Region),Ipil,"2""x4""x8'",-
2011,I (Ilocos Region),Kalantas,"2""x4""x8'",-
2011,I (Ilocos Region),Lauan,"2""x4""x8'",48.71
2011,I (Ilocos Region),Loktob,"2""x4""x8'",-
2011,I (Ilocos Region),Mahogany,"2""x4""x8'",-
2011,I (Ilocos Region),Mayapis,"2""x4""x8'",35
2011,I (Ilocos Region),Narra,"2""x4""x8'",-
2011,I (Ilocos Region),Tanguile,"2""x4""x8'",50.25
2011,I (Ilocos Region),Yakal,"2""x4""x8'",-
2011,II (Cagayan Valley),A. Manguim,"2""x4""x8'",-
2011,II (Cagayan Valley),Acacia,"2""x4""x8'",-
2011,II (Cagayan Valley),Antipolo,"2""x4""x8'",-
2011,II (Cagayan Valley),Apitong,"2""x4""x8'",20.17
2011,II (Cagayan Valley),Bagras,"2""x4""x8'",-
2011,II (Cagayan Valley),Bagtikan,"2""x4""x8'",-
2011,II (Cagayan Valley),Benguet Pine,"2""x4""x8'",-
2011,II (Cagayan Valley),Binuang,"2""x4""x8'",-
2011,II (Cagayan Valley),Dao,"2""x4""x8'",-
2011,II (Cagayan Valley),Dita,"2""x4""x8'",-
2011,II (Cagayan Valley),Falcata,"2""x4""x8'",-
2011,II (Cagayan Valley),Gmelina,"2""x4""x8'",20.19
2011,II (Cagayan Valley),Gubas,"2""x4""x8'",-
2011,II (Cagayan Valley),Igem,"2""x4""x8'",-
2011,II (Cagayan Valley),Ipil,"2""x4""x8'",-
2011,II (Cagayan Valley),Kalantas,"2""x4""x8'",-
2011,II (Cagayan Valley),Lauan,"2""x4""x8'",27.13
2011,II (Cagayan Valley),Loktob,"2""x4""x8'",-
2011,II (Cagayan Valley),Mahogany,"2""x4""x8'",-
2011,II (Cagayan Valley),Mayapis,"2""x4""x8'",-
2011,II (Cagayan Valley),Narra,"2""x4""x8'",109.67
2011,II (Cagayan Valley),Tanguile,"2""x4""x8'",25.69
2011,II (Cagayan Valley),Yakal,"2""x4""x8'",19
2011,III (Central Luzon),A. Manguim,"2""x4""x8'",-
2011,III (Central Luzon),Acacia,"2""x4""x8'",-
2011,III (Central Luzon),Antipolo,"2""x4""x8'",-
2011,III (Central Luzon),Apitong,"2""x4""x8'",31.94
2011,III (Central Luzon),Bagras,"2""x4""x8'",-
2011,III (Central Luzon),Bagtikan,"2""x4""x8'",28
2011,III (Central Luzon),Benguet Pine,"2""x4""x8'",-
2011,III (Central Luzon),Binuang,"2""x4""x8'",-
2011,III (Central Luzon),Dao,"2""x4""x8'",-
2011,III (Central Luzon),Dita,"2""x4""x8'",-
2011,III (Central Luzon),Falcata,"2""x4""x8'",-
2011,III (Central Luzon),Gmelina,"2""x4""x8'",24.05
2011,III (Central Luzon),Gubas,"2""x4""x8'",-
2011,III (Central Luzon),Igem,"2""x4""x8'",-
2011,III (Central Luzon),Ipil,"2""x4""x8'",-
2011,III (Central Luzon),Kalantas,"2""x4""x8'",-
2011,III (Central Luzon),Lauan,"2""x4""x8'",37.24
2011,III (Central Luzon),Loktob,"2""x4""x8'",-
2011,III (Central Luzon),Mahogany,"2""x4""x8'",-
2011,III (Central Luzon),Mayapis,"2""x4""x8'",27.63
2011,III (Central Luzon),Narra,"2""x4""x8'",-
2011,III (Central Luzon),Tanguile,"2""x4""x8'",47.72
2011,III (Central Luzon),Yakal,"2""x4""x8'",35
2011,IV-A (CALABARZON),A. Manguim,"2""x4""x8'",-
2011,IV-A (CALABARZON),Acacia,"2""x4""x8'",-
2011,IV-A (CALABARZON),Antipolo,"2""x4""x8'",-
2011,IV-A (CALABARZON),Apitong,"2""x4""x8'",45
2011,IV-A (CALABARZON),Bagras,"2""x4""x8'",39
2011,IV-A (CALABARZON),Bagtikan,"2""x4""x8'",-
2011,IV-A (CALABARZON),Benguet Pine,"2""x4""x8'",-
2011,IV-A (CALABARZON),Binuang,"2""x4""x8'",-
2011,IV-A (CALABARZON),Dao,"2""x4""x8'",-
2011,IV-A (CALABARZON),Dita,"2""x4""x8'",-
2011,IV-A (CALABARZON),Falcata,"2""x4""x8'",-
2011,IV-A (CALABARZON),Gmelina,"2""x4""x8'",23
2011,IV-A (CALABARZON),Gubas,"2""x4""x8'",-
2011,IV-A (CALABARZON),Igem,"2""x4""x8'",-
2011,IV-A (CALABARZON),Ipil,"2""x4""x8'",-
2011,IV-A (CALABARZON),Kalantas,"2""x4""x8'",-
2011,IV-A (CALABARZON),Lauan,"2""x4""x8'",43.88
2011,IV-A (CALABARZON),Loktob,"2""x4""x8'",-
2011,IV-A (CALABARZON),Mahogany,"2""x4""x8'",29
2011,IV-A (CALABARZON),Mayapis,"2""x4""x8'",-
2011,IV-A (CALABARZON),Narra,"2""x4""x8'",139.25
2011,IV-A (CALABARZON),Tanguile,"2""x4""x8'",58.73
2011,IV-A (CALABARZON),Yakal,"2""x4""x8'",-
2011,IV-B (MIMAROPA),A. Manguim,"2""x4""x8'",-
2011,IV-B (MIMAROPA),Acacia,"2""x4""x8'",-
2011,IV-B (MIMAROPA),Antipolo,"2""x4""x8'",-
2011,IV-B (MIMAROPA),Apitong,"2""x4""x8'",-
2011,IV-B (MIMAROPA),Bagras,"2""x4""x8'",-
2011,IV-B (MIMAROPA),Bagtikan,"2""x4""x8'",-
2011,IV-B (MIMAROPA),Benguet Pine,"2""x4""x8'",-
2011,IV-B (MIMAROPA),Binuang,"2""x4""x8'",-
2011,IV-B (MIMAROPA),Dao,"2""x4""x8'",-
2011,IV-B (MIMAROPA),Dita,"2""x4""x8'",-
2011,IV-B (MIMAROPA),Falcata,"2""x4""x8'",-
2011,IV-B (MIMAROPA),Gmelina,"2""x4""x8'",28.84
2011,IV-B (MIMAROPA),Gubas,"2""x4""x8'",-
2011,IV-B (MIMAROPA),Igem,"2""x4""x8'",-
2011,IV-B (MIMAROPA),Ipil,"2""x4""x8'",35
2011,IV-B (MIMAROPA),Kalantas,"2""x4""x8'",-
2011,IV-B (MIMAROPA),Lauan,"2""x4""x8'",30.67
2011,IV-B (MIMAROPA),Loktob,"2""x4""x8'",-
2011,IV-B (MIMAROPA),Mahogany,"2""x4""x8'",-
2011,IV-B (MIMAROPA),Mayapis,"2""x4""x8'",-
2011,IV-B (MIMAROPA),Narra,"2""x4""x8'",54.5
2011,IV-B (MIMAROPA),Tanguile,"2""x4""x8'",-
2011,IV-B (MIMAROPA),Yakal,"2""x4""x8'",-
2011,V (Bicol Region),A. Manguim,"2""x4""x8'",-
2011,V (Bicol Region),Acacia,"2""x4""x8'",28.67
2011,V (Bicol Region),Antipolo,"2""x4""x8'",27.67
2011,V (Bicol Region),Apitong,"2""x4""x8'",38.33
2011,V (Bicol Region),Bagras,"2""x4""x8'",-
2011,V (Bicol Region),Bagtikan,"2""x4""x8'",-
2011,V (Bicol Region),Benguet Pine,"2""x4""x8'",-
2011,V (Bicol Region),Binuang,"2""x4""x8'",30.67
2011,V (Bicol Region),Dao,"2""x4""x8'",30.67
2011,V (Bicol Region),Dita,"2""x4""x8'",28
2011,V (Bicol Region),Falcata,"2""x4""x8'",-
2011,V (Bicol Region),Gmelina,"2""x4""x8'",29
2011,V (Bicol Region),Gubas,"2""x4""x8'",-
2011,V (Bicol Region),Igem,"2""x4""x8'",-
2011,V (Bicol Region),Ipil,"2""x4""x8'",-
2011,V (Bicol Region),Kalantas,"2""x4""x8'",30.67
2011,V (Bicol Region),Lauan,"2""x4""x8'",36
2011,V (Bicol Region),Loktob,"2""x4""x8'",29.33
2011,V (Bicol Region),Mahogany,"2""x4""x8'",-
2011,V (Bicol Region),Mayapis,"2""x4""x8'",100
2011,V (Bicol Region),Narra,"2""x4""x8'",36
2011,V (Bicol Region),Tanguile,"2""x4""x8'",40
2011,V (Bicol Region),Yakal,"2""x4""x8'",-
2011,VI (Western Visayas),A. Manguim,"2""x4""x8'",-
2011,VI (Western Visayas),Acacia,"2""x4""x8'",-
2011,VI (Western Visayas),Antipolo,"2""x4""x8'",-
2011,VI (Western Visayas),Apitong,"2""x4""x8'",-
2011,VI (Western Visayas),Bagras,"2""x4""x8'",-
2011,VI (Western Visayas),Bagtikan,"2""x4""x8'",-
2011,VI (Western Visayas),Benguet Pine,"2""x4""x8'",49
2011,VI (Western Visayas),Binuang,"2""x4""x8'",-
2011,VI (Western Visayas),Dao,"2""x4""x8'",-
2011,VI (Western Visayas),Dita,"2""x4""x8'",-
2011,VI (Western Visayas),Falcata,"2""x4""x8'",-
2011,VI (Western Visayas),Gmelina,"2""x4""x8'",26.78
2011,VI (Western Visayas),Gubas,"2""x4""x8'",-
2011,VI (Western Visayas),Igem,"2""x4""x8'",-
2011,VI (Western Visayas),Ipil,"2""x4""x8'",-
2011,VI (Western Visayas),Kalantas,"2""x4""x8'",-
2011,VI (Western Visayas),Lauan,"2""x4""x8'",48.11
2011,VI (Western Visayas),Loktob,"2""x4""x8'",-
2011,VI (Western Visayas),Mahogany,"2""x4""x8'",30.79
2011,VI (Western Visayas),Mayapis,"2""x4""x8'",-
2011,VI (Western Visayas),Narra,"2""x4""x8'",-
2011,VI (Western Visayas),Tanguile,"2""x4""x8'",-
2011,VI (Western Visayas),Yakal,"2""x4""x8'",-
2011,VII (Central Visayas),A. Manguim,"2""x4""x8'",-
2011,VII (Central Visayas),Acacia,"2""x4""x8'",-
2011,VII (Central Visayas),Antipolo,"2""x4""x8'",-
2011,VII (Central Visayas),Apitong,"2""x4""x8'",29
2011,VII (Central Visayas),Bagras,"2""x4""x8'",32
2011,VII (Central Visayas),Bagtikan,"2""x4""x8'",-
2011,VII (Central Visayas),Benguet Pine,"2""x4""x8'",-
2011,VII (Central Visayas),Binuang,"2""x4""x8'",-
2011,VII (Central Visayas),Dao,"2""x4""x8'",-
2011,VII (Central Visayas),Dita,"2""x4""x8'",-
2011,VII (Central Visayas),Falcata,"2""x4""x8'",-
2011,VII (Central Visayas),Gmelina,"2""x4""x8'",28
2011,VII (Central Visayas),Gubas,"2""x4""x8'",-
2011,VII (Central Visayas),Igem,"2""x4""x8'",-
2011,VII (Central Visayas),Ipil,"2""x4""x8'",-
2011,VII (Central Visayas),Kalantas,"2""x4""x8'",-
2011,VII (Central Visayas),Lauan,"2""x4""x8'",44.42
2011,VII (Central Visayas),Loktob,"2""x4""x8'",-
2011,VII (Central Visayas),Mahogany,"2""x4""x8'",32.13
2011,VII (Central Visayas),Mayapis,"2""x4""x8'",-
2011,VII (Central Visayas),Narra,"2""x4""x8'",170
2011,VII (Central Visayas),Tanguile,"2""x4""x8'",-
2011,VII (Central Visayas),Yakal,"2""x4""x8'",81.5
2011,VIII (Eastern Visayas),A. Manguim,"2""x4""x8'",-
2011,VIII (Eastern Visayas),Acacia,"2""x4""x8'",-
2011,VIII (Eastern Visayas),Antipolo,"2""x4""x8'",-
2011,VIII (Eastern Visayas),Apitong,"2""x4""x8'",26.25
2011,VIII (Eastern Visayas),Bagras,"2""x4""x8'",-
2011,VIII (Eastern Visayas),Bagtikan,"2""x4""x8'",-
2011,VIII (Eastern Visayas),Benguet Pine,"2""x4""x8'",-
2011,VIII (Eastern Visayas),Binuang,"2""x4""x8'",-
2011,VIII (Eastern Visayas),Dao,"2""x4""x8'",-
2011,VIII (Eastern Visayas),Dita,"2""x4""x8'",-
2011,VIII (Eastern Visayas),Falcata,"2""x4""x8'",-
2011,VIII (Eastern Visayas),Gmelina,"2""x4""x8'",35
2011,VIII (Eastern Visayas),Gubas,"2""x4""x8'",-
2011,VIII (Eastern Visayas),Igem,"2""x4""x8'",-
2011,VIII (Eastern Visayas),Ipil,"2""x4""x8'",-
2011,VIII (Eastern Visayas),Kalantas,"2""x4""x8'",-
2011,VIII (Eastern Visayas),Lauan,"2""x4""x8'",45
2011,VIII (Eastern Visayas),Loktob,"2""x4""x8'",-
2011,VIII (Eastern Visayas),Mahogany,"2""x4""x8'",40
2011,VIII (Eastern Visayas),Mayapis,"2""x4""x8'",-
2011,VIII (Eastern Visayas),Narra,"2""x4""x8'",-
2011,VIII (Eastern Visayas),Tanguile,"2""x4""x8'",35
2011,VIII (Eastern Visayas),Yakal,"2""x4""x8'",92.5
2011,IX (Zamboanga Peninsula),A. Manguim,"2""x4""x8'",14.67
2011,IX (Zamboanga Peninsula),Acacia,"2""x4""x8'",-
2011,IX (Zamboanga Peninsula),Antipolo,"2""x4""x8'",-
2011,IX (Zamboanga Peninsula),Apitong,"2""x4""x8'",26.19
2011,IX (Zamboanga Peninsula),Bagras,"2""x4""x8'",-
2011,IX (Zamboanga Peninsula),Bagtikan,"2""x4""x8'",-
2011,IX (Zamboanga Peninsula),Benguet Pine,"2""x4""x8'",-
2011,IX (Zamboanga Peninsula),Binuang,"2""x4""x8'",-
2011,IX (Zamboanga Peninsula),Dao,"2""x4""x8'",-
2011,IX (Zamboanga Peninsula),Dita,"2""x4""x8'",-
2011,IX (Zamboanga Peninsula),Falcata,"2""x4""x8'",-
2011,IX (Zamboanga Peninsula),Gmelina,"2""x4""x8'",19.17
2011,IX (Zamboanga Peninsula),Gubas,"2""x4""x8'",-
2011,IX (Zamboanga Peninsula),Igem,"2""x4""x8'",-
2011,IX (Zamboanga Peninsula),Ipil,"2""x4""x8'",-
2011,IX (Zamboanga Peninsula),Kalantas,"2""x4""x8'",-
2011,IX (Zamboanga Peninsula),Lauan,"2""x4""x8'",25.25
2011,IX (Zamboanga Peninsula),Loktob,"2""x4""x8'",-
2011,IX (Zamboanga Peninsula),Mahogany,"2""x4""x8'",21.84
2011,IX (Zamboanga Peninsula),Mayapis,"2""x4""x8'",-
2011,IX (Zamboanga Peninsula),Narra,"2""x4""x8'",-
2011,IX (Zamboanga Peninsula),Tanguile,"2""x4""x8'",-
2011,IX (Zamboanga Peninsula),Yakal,"2""x4""x8'",45
2011,X (Northern Mindanao),A. Manguim,"2""x4""x8'",12
2011,X (Northern Mindanao),Acacia,"2""x4""x8'",-
2011,X (Northern Mindanao),Antipolo,"2""x4""x8'",-
2011,X (Northern Mindanao),Apitong,"2""x4""x8'",40.66
2011,X (Northern Mindanao),Bagras,"2""x4""x8'",-
2011,X (Northern Mindanao),Bagtikan,"2""x4""x8'",-
2011,X (Northern Mindanao),Benguet Pine,"2""x4""x8'",-
2011,X (Northern Mindanao),Binuang,"2""x4""x8'",-
2011,X (Northern Mindanao),Dao,"2""x4""x8'",-
2011,X (Northern Mindanao),Dita,"2""x4""x8'",-
2011,X (Northern Mindanao),Falcata,"2""x4""x8'",-
2011,X (Northern Mindanao),Gmelina,"2""x4""x8'",14
2011,X (Northern Mindanao),Gubas,"2""x4""x8'",-
2011,X (Northern Mindanao),Igem,"2""x4""x8'",-
2011,X (Northern Mindanao),Ipil,"2""x4""x8'",-
2011,X (Northern Mindanao),Kalantas,"2""x4""x8'",-
2011,X (Northern Mindanao),Lauan,"2""x4""x8'",-
2011,X (Northern Mindanao),Loktob,"2""x4""x8'",-
2011,X (Northern Mindanao),Mahogany,"2""x4""x8'",24
2011,X (Northern Mindanao),Mayapis,"2""x4""x8'",-
2011,X (Northern Mindanao),Narra,"2""x4""x8'",-
2011,X (Northern Mindanao),Tanguile,"2""x4""x8'",-
2011,X (Northern Mindanao),Yakal,"2""x4""x8'",-
2011,XI (Davao Region),A. Manguim,"2""x4""x8'",10
2011,XI (Davao Region),Acacia,"2""x4""x8'",-
2011,XI (Davao Region),Antipolo,"2""x4""x8'",-
2011,XI (Davao Region),Apitong,"2""x4""x8'",36.66
2011,XI (Davao Region),Bagras,"2""x4""x8'",18.67
2011,XI (Davao Region),Bagtikan,"2""x4""x8'",-
2011,XI (Davao Region),Benguet Pine,"2""x4""x8'",-
2011,XI (Davao Region),Binuang,"2""x4""x8'",-
2011,XI (Davao Region),Dao,"2""x4""x8'",-
2011,XI (Davao Region),Dita,"2""x4""x8'",-
2011,XI (Davao Region),Falcata,"2""x4""x8'",17.33
2011,XI (Davao Region),Gmelina,"2""x4""x8'",20.43
2011,XI (Davao Region),Gubas,"2""x4""x8'",-
2011,XI (Davao Region),Igem,"2""x4""x8'",-
2011,XI (Davao Region),Ipil,"2""x4""x8'",16
2011,XI (Davao Region),Kalantas,"2""x4""x8'",-
2011,XI (Davao Region),Lauan,"2""x4""x8'",33.85
2011,XI (Davao Region),Loktob,"2""x4""x8'",-
2011,XI (Davao Region),Mahogany,"2""x4""x8'",21.11
2011,XI (Davao Region),Mayapis,"2""x4""x8'",-
2011,XI (Davao Region),Narra,"2""x4""x8'",-
2011,XI (Davao Region),Tanguile,"2""x4""x8'",32.63
2011,XI (Davao Region),Yakal,"2""x4""x8'",49.84
