year,month,day,hours,baclaran_northbound_in,edsa_southbound_in,edsa_northbound_in,libertad_southbound_in,libertad_northbound_in,gil_puyat_southbound_in,gil_puyat_northbound_in,vito_cruz_southbound_in,vito_cruz_northbound_in,quirino_southbound_in,quirino_northbound_in,pedro_gil_southbound_in,pedro_gil_northbound_in,un_avenue_southbound_in,un_avenue_northbound_in,central_southbound_in,central_northbound_in,carriedo_southbound_in,carriedo_northbound_in,doroteo_jose_southbound_in,doroteo_jose_northbound_in,bambang_southbound_in,bambang_northbound_in,tayuman_southbound_in,tayuman_northbound_in,blumentritt_southbound_in,blumentritt_northbound_in,abad_santos_southbound_in,abad_santos_northbound_in,r_papa_southbound_in,r_papa_northbound_in,5th_avenue_southbound_in,5th_avenue_northbound_in,monumento_southbound_in,monumento_northbound_out,balintawak_southbound_in,balintawak_northbound_out,roosevelt_southbound_in,roosevelt_northbound_out
2014,January,Sunday,6:00-7:00,1038,2554,0,682,47,1688,175,646,137,484,125,726,404,415,275,214,284,990,791,398,823,78,196,176,829,81,712,48,299,16,537,28,716,533,4502,0,594,0,1427
2014,January,Sunday,7:00-8:00,1045,2491,0,744,18,1416,107,435,133,462,97,616,323,290,237,144,248,485,511,292,687,55,194,272,715,61,621,21,361,20,581,45,642,210,3598,0,561,0,1321
2014,January,Sunday,8:00-9:00,1043,1650,0,469,70,1491,20,392,94,351,88,506,240,261,185,127,152,347,359,194,598,81,200,135,712,25,650,8,371,17,576,46,612,60,1110,0,531,0,1210
2014,January,Sunday,9:00-10:00,301,439,0,213,9,300,64,162,50,169,36,231,107,115,34,21,12,0,14,61,14,19,11,42,13,7,12,3,15,4,15,11,15,18,198,0,75,0,100
2014,January,Sunday,10:00-11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,February,Monday,4:00-5:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,February,Monday,5:00-6:00,5526,914,0,161,48,824,95,221,19,135,89,307,187,454,686,82,141,287,275,75,280,29,46,46,192,75,129,7,51,2,85,23,101,128,3991,0,129,0,161
2014,February,Monday,6:00-7:00,8761,2765,0,772,58,2856,181,900,228,486,307,791,424,1519,1132,482,1218,586,631,479,704,99,157,277,318,45,419,18,145,8,213,21,380,89,7674,0,289,0,433
2014,February,Monday,7:00-8:00,3019,4980,0,1264,266,4840,702,2218,266,1446,327,1282,1031,3598,2392,972,2073,1612,991,738,1552,139,265,247,741,40,601,32,185,11,262,67,707,342,5617,0,541,0,1003
2014,February,Monday,8:00-9:00,1330,4004,0,1333,54,3856,283,1804,327,1573,490,1800,769,3884,1958,683,2491,1240,1973,1166,1306,101,345,228,825,36,535,17,221,7,337,60,677,84,3538,0,584,0,1086
2014,February,Monday,9:00-10:00,1155,3565,0,1013,103,3198,255,1354,266,1157,246,1349,942,2603,2133,907,1783,1283,1442,591,1562,117,286,208,935,46,539,7,192,4,265,9,467,230,2802,0,400,0,926
2014,February,Monday,10:00-11:00,1047,3233,0,934,29,2596,289,1131,274,808,336,1033,519,1472,1755,778,1487,1762,959,704,1404,156,288,180,775,68,516,41,206,6,370,12,514,75,4151,0,356,0,891
2014,February,Monday,11:00-12:00,1084,3445,0,988,56,2266,476,1348,206,899,252,1021,641,1210,1733,909,1360,1183,1277,828,1278,97,304,231,750,73,555,8,230,9,333,44,581,155,3314,0,487,0,1148
2014,February,Monday,12:00-1:00 PM,1282,3325,0,876,62,2466,166,1098,258,745,331,1213,601,1741,1215,882,1168,1058,1006,265,1786,68,319,325,630,15,602,32,276,10,429,24,600,221,5763,0,554,0,1169
2014,February,Monday,1:00-2:00,1130,3496,0,920,100,2866,206,1049,294,802,280,1147,493,1672,1165,704,1370,804,1376,522,1499,125,272,214,629,64,568,27,238,7,366,26,571,288,4906,0,539,0,1321
2014,February,Monday,2:00-3:00,1111,3365,0,904,72,2747,296,1086,194,708,306,1070,369,1445,1133,550,1267,1013,1293,816,1427,132,326,180,728,100,634,22,264,22,580,44,658,269,5786,0,619,0,1456
2014,February,Monday,3:00-4:00,1144,3965,0,922,79,2495,285,909,216,717,232,744,499,1452,433,401,1046,885,1330,744,1427,87,330,236,718,113,729,74,298,5,659,24,873,320,7359,0,844,0,1759
2014,February,Monday,4:00-5:00,1120,3704,0,841,150,2605,183,881,182,497,362,850,458,969,515,620,710,1228,989,771,1631,119,397,217,965,102,961,52,436,10,748,45,1078,755,11722,0,984,0,2238
2014,February,Monday,5:00-6:00,1412,5455,0,1453,26,3228,240,1017,230,709,244,1043,298,836,560,426,626,1578,710,742,1924,143,411,493,866,112,1278,28,503,31,1080,52,1705,118,12553,0,1303,0,3005
2014,February,Monday,6:00-7:00,1324,4762,0,1254,87,2893,299,975,207,805,208,1106,615,696,461,431,572,976,780,855,1771,143,359,279,1314,160,1402,106,658,38,1253,76,1905,486,7956,0,1585,0,3221
2014,February,Monday,7:00-8:00,1237,3921,0,1067,26,2373,179,575,175,658,139,687,361,475,388,233,402,485,510,508,1198,82,289,355,931,125,1269,39,664,37,1091,115,1645,183,5007,0,1219,0,2822
2014,February,Monday,8:00-9:00,1152,1939,0,697,103,1738,29,500,120,505,126,409,194,424,300,212,253,295,306,338,1040,109,267,200,1060,44,1126,12,538,25,834,71,948,503,2693,0,846,0,1936
2014,February,Monday,9:00-10:00,315,690,0,390,75,452,23,352,84,317,79,350,166,235,166,80,96,122,127,172,338,57,118,103,349,23,332,9,274,18,416,63,424,450,492,0,561,0,1153
2014,February,Monday,10:00-11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,February,Tuesday,4:00-5:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,February,Tuesday,5:00-6:00,5101,896,0,157,47,813,94,222,19,129,85,386,235,459,695,81,140,286,275,73,275,29,46,46,191,75,128,7,53,2,86,23,101,127,3784,0,125,0,162
2014,February,Tuesday,6:00-7:00,7753,2710,0,752,56,2817,179,906,230,465,293,996,534,1538,1146,477,1205,585,630,469,691,98,155,275,317,45,416,19,153,8,215,21,378,88,7265,0,278,0,438
2014,February,Tuesday,7:00-8:00,1827,4881,0,1231,259,4773,693,2233,268,1384,313,1613,1297,3642,2421,961,2051,1611,990,724,1521,138,264,246,738,40,597,34,195,12,265,66,705,339,4994,0,521,0,1015
2014,February,Tuesday,8:00-9:00,1324,4183,0,1078,52,3716,279,1708,329,1288,469,2064,968,3384,1982,676,2464,1239,1972,1142,1280,100,342,227,821,36,532,17,233,7,340,60,674,83,3031,0,563,0,1099
2014,February,Tuesday,9:00-10:00,1178,3467,0,931,100,3073,252,1315,268,993,235,1613,1185,2222,2159,878,1764,1282,1441,579,1531,117,284,207,931,45,536,8,202,4,268,9,466,228,2319,0,385,0,936
2014,February,Tuesday,10:00-11:00,1073,3022,0,885,29,2309,285,1125,276,794,321,1308,653,1283,1777,760,1471,1761,958,690,1376,155,287,179,771,68,512,43,216,6,374,12,512,74,3792,0,343,0,902
2014,February,Tuesday,11:00-12:00,1009,3039,0,831,55,2230,470,1358,208,860,241,1285,806,1225,1755,899,1345,1182,1276,812,1253,96,302,230,746,72,552,8,242,9,337,44,579,153,2978,0,470,0,1161
2014,February,Tuesday,12:00-1:00 PM,1050,2945,0,839,61,2432,164,1106,260,713,317,1527,756,1763,1230,873,1155,1057,1006,260,1750,68,317,324,627,15,598,33,290,10,433,24,598,219,5405,0,534,0,1183
2014,February,Tuesday,1:00-2:00,1126,3255,0,954,98,2424,203,1056,296,767,268,1475,621,1698,1179,696,1355,803,1375,512,1469,124,270,213,626,63,565,29,250,7,369,26,569,286,4586,0,520,0,1336
2014,February,Tuesday,2:00-3:00,1055,3262,0,923,70,2407,292,1062,195,677,293,1347,464,1463,1147,544,1253,1012,1292,800,1399,131,323,179,725,99,630,23,277,22,586,44,656,267,5503,0,597,0,1473
2014,February,Tuesday,3:00-4:00,1081,3665,0,935,77,2460,281,915,217,686,222,936,628,1470,438,397,1035,884,1329,729,1399,86,328,235,715,113,724,78,313,5,665,24,870,317,7043,0,814,0,1780
2014,February,Tuesday,4:00-5:00,1059,3450,0,819,146,2570,180,887,183,476,346,1069,576,980,522,614,703,1228,989,755,1599,119,394,216,960,101,955,55,459,10,755,45,1075,748,11433,0,949,0,2264
2014,February,Tuesday,5:00-6:00,1502,4966,0,1415,25,3184,237,1024,232,679,233,1312,375,846,567,421,620,1577,709,728,1886,142,408,491,862,111,1270,30,529,31,1090,52,1699,117,12271,0,1256,0,3039
2014,February,Tuesday,6:00-7:00,1343,4348,0,1221,85,2853,295,982,209,770,199,1392,774,704,467,426,566,976,780,838,1736,142,356,278,1308,159,1393,112,692,38,1265,75,1899,482,7574,0,1528,0,3258
2014,February,Tuesday,7:00-8:00,1227,3646,0,1039,26,2340,176,579,177,630,133,864,454,481,393,230,397,484,510,498,1174,82,287,353,927,124,1261,41,699,37,1101,115,1639,181,4766,0,1175,0,2855
2014,February,Tuesday,8:00-9:00,1102,1920,0,679,101,1606,29,504,120,484,121,515,244,429,303,209,251,295,306,331,1019,108,265,199,1055,43,1119,12,566,25,842,71,944,499,2542,0,816,0,1959
2014,February,Tuesday,9:00-10:00,245,621,0,385,73,463,22,354,85,304,76,441,209,238,168,80,95,122,119,169,353,57,117,103,337,23,324,9,288,19,365,63,373,447,538,0,541,0,1166
2014,February,Tuesday,10:00-11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,February,Wednesday,4:00-5:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,February,Wednesday,5:00-6:00,5139,877,0,155,47,801,93,222,19,126,83,374,228,440,665,79,136,281,270,72,270,30,47,47,193,75,128,7,52,2,87,22,100,127,4066,0,125,0,167
2014,February,Wednesday,6:00-7:00,7915,2653,0,746,56,2777,176,906,230,455,287,966,518,1473,1097,465,1174,574,618,460,678,100,158,278,320,45,416,19,150,8,217,21,375,88,7909,0,280,0,450
2014,February,Wednesday,7:00-8:00,2198,4779,0,1222,257,4705,683,2232,267,1353,306,1565,1258,3487,2318,937,1998,1581,972,710,1492,140,268,248,745,40,596,33,191,12,267,66,699,338,5909,0,524,0,1043
2014,February,Wednesday,8:00-9:00,1311,4067,0,1259,52,3399,275,1809,329,1318,458,2084,939,3446,1898,659,2401,1216,1935,1121,1256,102,348,229,830,36,531,17,229,7,343,59,668,83,3886,0,566,0,1130
2014,February,Wednesday,9:00-10:00,1185,3516,0,920,99,3122,248,1230,268,1022,230,1679,1150,2019,2067,899,1719,1259,1414,568,1502,119,289,209,940,45,535,8,198,4,270,9,462,227,3006,0,387,0,963
2014,February,Wednesday,10:00-11:00,1029,3004,0,891,28,2329,281,1100,276,763,314,1306,633,1356,1701,718,1433,1728,940,677,1351,158,292,181,779,67,512,43,213,6,377,12,508,74,4369,0,345,0,927
2014,February,Wednesday,11:00-12:00,1093,3007,0,901,54,2163,463,1350,207,840,236,1247,782,1173,1680,876,1310,1160,1253,796,1229,98,307,232,754,72,551,8,238,9,340,44,574,153,3493,0,472,0,1194
2014,February,Wednesday,12:00-1:00 PM,1129,2952,0,826,60,2376,162,1105,260,721,310,1482,734,1688,1178,850,1126,1037,987,255,1718,69,323,327,634,15,598,33,285,10,437,24,593,218,5916,0,537,0,1216
2014,February,Wednesday,1:00-2:00,1066,2828,0,912,97,2991,200,1055,296,750,262,1431,602,1626,1129,678,1320,788,1350,502,1441,127,274,215,633,63,564,28,246,7,373,26,564,285,5051,0,522,0,1374
2014,February,Wednesday,2:00-3:00,1079,2818,0,931,70,2764,288,1105,195,662,286,1307,450,1401,1098,530,1221,994,1268,785,1373,133,329,181,732,99,629,23,273,22,591,43,650,266,5975,0,600,0,1514
2014,February,Wednesday,3:00-4:00,1245,3465,0,928,76,2470,277,915,217,670,217,908,609,1408,419,387,1008,868,1304,716,1372,88,334,238,722,113,724,76,308,5,671,24,862,316,7435,0,818,0,1830
2014,February,Wednesday,4:00-5:00,1145,3300,0,812,145,2563,178,887,183,465,338,1038,559,939,500,598,685,1205,970,741,1569,121,401,218,970,101,954,54,451,10,761,44,1065,746,11804,0,953,0,2327
2014,February,Wednesday,5:00-6:00,1401,5001,0,1404,25,3139,234,1024,232,664,228,1273,364,810,542,410,604,1548,696,714,1850,145,415,496,871,111,1269,29,520,31,1100,51,1684,116,12698,0,1263,0,3125
2014,February,Wednesday,6:00-7:00,1249,4409,0,1212,84,2812,291,981,209,752,195,1351,751,674,447,415,552,957,765,823,1703,144,362,281,1321,159,1391,110,680,39,1277,75,1882,480,7958,0,1536,0,3350
2014,February,Wednesday,7:00-8:00,1157,3686,0,1031,26,2307,174,579,177,616,130,839,441,460,377,224,387,475,500,489,1152,83,292,357,936,124,1259,40,687,38,1111,114,1625,181,4902,0,1181,0,2935
2014,February,Wednesday,8:00-9:00,1104,1865,0,674,100,1626,28,503,120,473,118,499,237,411,290,204,244,290,300,325,1000,110,270,201,1065,43,1117,12,556,25,849,71,936,497,2621,0,820,0,2014
2014,February,Wednesday,9:00-10:00,289,622,0,371,73,428,22,354,85,297,74,428,203,228,161,77,93,120,119,165,338,58,116,104,359,23,353,9,290,19,418,62,423,445,379,0,543,0,1199
2014,February,Wednesday,10:00-11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,February,Thursday,4:00-5:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,February,Thursday,5:00-6:00,4889,863,0,155,47,795,92,221,19,124,82,374,228,434,657,79,136,278,267,71,265,28,44,45,184,68,117,6,49,2,80,21,95,118,3644,0,119,0,159
2014,February,Thursday,6:00-7:00,7396,2609,0,745,56,2755,175,901,228,449,283,965,518,1454,1083,464,1173,568,612,453,666,94,149,265,305,41,380,18,141,7,201,20,357,82,6995,0,265,0,428
2014,February,Thursday,7:00-8:00,2643,4304,0,1219,257,4044,677,2220,266,1335,302,1563,1257,3443,2289,936,1997,1564,961,699,1468,132,253,237,711,37,545,31,180,11,247,62,664,315,4816,0,497,0,991
2014,February,Thursday,8:00-9:00,2108,3265,0,986,52,2853,273,1821,327,1314,452,2111,938,3570,1874,658,2398,1203,1914,1103,1236,96,329,219,791,33,486,16,215,6,317,56,635,77,2916,0,537,0,1073
2014,February,Thursday,9:00-10:00,1575,2967,0,920,99,2602,246,1220,267,1039,227,1623,1149,2254,2041,870,1717,1245,1399,559,1477,112,273,200,897,41,489,7,187,4,250,9,439,211,2230,0,367,0,915
2014,February,Thursday,10:00-11:00,1411,2424,0,879,28,2009,279,1138,275,730,310,1357,633,1367,1680,753,1432,1710,930,666,1328,149,275,172,743,62,468,40,200,6,349,11,483,69,3646,0,327,0,881
2014,February,Thursday,11:00-12:00,1338,2483,0,925,54,2077,460,1349,206,830,233,1208,782,1145,1659,875,1309,1147,1239,783,1209,92,290,221,719,66,504,8,224,8,314,41,546,142,2854,0,448,0,1134
2014,February,Thursday,12:00-1:00 PM,1398,2462,0,805,60,2263,160,1099,259,688,306,1480,733,1666,1163,850,1125,1026,976,251,1689,65,304,312,604,14,546,31,269,9,404,23,564,203,5193,0,509,0,1155
2014,February,Thursday,1:00-2:00,1427,2895,0,881,97,2214,198,1049,295,740,259,1430,602,1605,1115,678,1319,780,1335,494,1418,120,259,205,603,58,516,27,232,6,345,25,536,265,4373,0,495,0,1305
2014,February,Thursday,2:00-3:00,1195,2718,0,869,70,2472,286,1067,194,653,283,1306,450,1383,1084,529,1220,983,1255,772,1350,126,310,172,698,91,575,21,257,21,547,41,619,247,5275,0,569,0,1439
2014,February,Thursday,3:00-4:00,1331,3177,0,926,76,2331,275,910,216,662,215,908,609,1390,414,386,1007,858,1290,704,1350,83,315,227,689,103,661,72,290,5,621,22,820,294,6719,0,776,0,1738
2014,February,Thursday,4:00-5:00,1184,2986,0,811,145,2513,176,882,182,459,334,1037,558,927,493,597,684,1192,960,729,1543,114,378,208,925,92,872,51,425,9,704,42,1013,694,10955,0,904,0,2211
2014,February,Thursday,5:00-6:00,1738,4278,0,1401,25,3114,232,992,230,655,225,1272,363,800,536,410,603,1531,689,702,1820,137,392,473,830,101,1160,27,490,29,1017,49,1601,108,11784,0,1198,0,2968
2014,February,Thursday,6:00-7:00,1561,3754,0,1209,84,2790,289,976,208,743,192,1349,750,666,442,415,551,947,757,809,1675,136,342,268,1260,145,1272,104,641,36,1181,71,1790,447,7286,0,1457,0,3182
2014,February,Thursday,7:00-8:00,1437,3124,0,1029,26,2289,173,576,176,608,128,838,440,454,372,224,387,470,495,481,1133,78,276,340,892,113,1151,38,647,35,1028,108,1545,168,4625,0,1120,0,2788
2014,February,Thursday,8:00-9:00,1085,1799,0,672,100,1522,28,501,120,467,117,499,237,406,287,204,244,287,297,320,984,104,254,192,1016,40,1021,11,524,23,786,67,890,463,2488,0,778,0,1913
2014,February,Thursday,9:00-10:00,296,598,0,326,73,416,22,352,84,293,73,428,203,225,159,77,93,118,122,163,324,55,117,99,322,21,314,9,260,17,361,59,371,414,479,0,515,0,1139
2014,February,Thursday,10:00-11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,February,Friday,4:00-5:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,February,Friday,5:00-6:00,5328,962,0,163,49,876,101,227,20,127,83,385,235,448,677,85,146,450,432,75,282,28,45,47,193,71,122,7,51,2,85,22,100,136,3958,0,134,0,174
2014,February,Friday,6:00-7:00,8038,2908,0,782,59,3036,192,925,234,458,289,995,534,1499,1117,499,1261,919,989,481,708,95,151,278,320,42,395,18,146,8,212,21,375,94,7544,0,300,0,470
2014,February,Friday,7:00-8:00,3033,4419,0,1281,270,4464,746,2280,273,1363,308,1611,1296,3550,2360,1006,2147,2529,1555,742,1559,134,256,249,746,38,567,32,186,11,262,66,699,362,5169,0,561,0,1088
2014,February,Friday,8:00-9:00,2380,3350,0,1276,54,2908,301,1873,336,1478,462,2249,967,3752,1932,708,2579,1946,3096,1171,1312,98,333,229,830,34,505,17,222,7,336,59,669,89,2601,0,606,0,1178
2014,February,Friday,9:00-10:00,1541,2925,0,993,104,2607,272,1479,274,1169,232,1771,1184,2596,2104,934,1846,2014,2262,593,1568,113,276,209,940,43,508,7,193,4,265,9,462,243,2234,0,415,0,1004
2014,February,Friday,10:00-11:00,1299,2499,0,975,30,2154,307,1132,282,761,316,1411,652,1531,1732,805,1540,2765,1504,707,1410,151,279,181,779,64,486,41,207,6,370,12,508,79,3908,0,369,0,967
2014,February,Friday,11:00-12:00,1650,2474,0,993,57,2319,506,1386,212,847,237,1284,806,1194,1710,941,1408,1856,2004,832,1284,94,294,232,754,69,524,8,231,9,333,44,575,164,2873,0,505,0,1245
2014,February,Friday,12:00-1:00 PM,1167,2969,0,872,63,2621,177,1129,266,702,312,1526,756,1718,1199,913,1209,1660,1579,266,1794,66,308,327,634,15,568,32,278,10,428,24,593,234,5623,0,575,0,1268
2014,February,Friday,1:00-2:00,1355,2792,0,992,102,3160,218,1089,303,772,264,1474,620,1655,1149,729,1418,1261,2160,524,1505,121,262,215,633,60,536,27,239,7,365,26,565,305,4578,0,559,0,1433
2014,February,Friday,2:00-3:00,1303,2647,0,976,73,3012,315,1129,199,667,289,1346,463,1426,1118,569,1312,1590,2029,820,1433,128,314,181,732,94,598,22,265,22,579,43,651,284,5609,0,643,0,1579
2014,February,Friday,3:00-4:00,1561,3532,0,972,80,2417,303,934,222,675,219,935,627,1433,427,415,1083,1389,2086,747,1433,84,319,238,722,107,687,74,299,5,657,24,863,338,7218,0,876,0,1908
2014,February,Friday,4:00-5:00,1364,3224,0,851,152,2769,194,906,187,469,341,1068,575,956,509,642,735,1928,1552,774,1638,115,383,218,970,96,907,52,439,10,746,44,1066,798,11811,0,1021,0,2427
2014,February,Friday,5:00-6:00,1684,4683,0,1472,27,3431,255,1046,237,669,230,1311,374,825,552,441,648,2476,1114,745,1932,138,397,496,871,105,1205,28,506,30,1077,51,1686,124,13104,0,1352,0,3259
2014,February,Friday,6:00-7:00,1643,4356,0,1270,88,3074,318,1002,213,758,196,1391,773,687,455,446,593,1532,1224,859,1779,138,346,281,1322,151,1322,107,662,38,1251,75,1884,514,8219,0,1645,0,3494
2014,February,Friday,7:00-8:00,1466,3679,0,1081,27,2522,190,591,180,621,131,863,454,468,383,241,416,761,801,511,1203,79,279,357,936,118,1197,39,668,37,1088,114,1626,194,5202,0,1265,0,3061
2014,February,Friday,8:00-9:00,1273,1968,0,706,105,1620,31,514,123,476,119,514,244,418,296,219,262,464,481,339,1044,105,258,201,1065,41,1062,12,541,24,832,71,937,532,2777,0,878,0,2100
2014,February,Friday,9:00-10:00,422,639,0,329,76,426,24,361,86,299,75,441,209,232,164,83,100,191,147,173,327,55,118,104,332,22,315,9,283,18,420,63,432,476,492,0,582,0,1251
2014,February,Friday,10:00-11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,February,Saturday,4:00-5:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,February,Saturday,5:00-6:00,3163,1171,0,245,49,879,77,298,45,175,73,305,187,375,394,181,34,191,173,121,288,12,69,48,148,25,145,16,30,10,99,13,96,98,1909,0,169,0,206
2014,February,Saturday,6:00-7:00,3804,1976,0,508,17,1748,84,804,252,367,158,514,344,848,683,975,332,524,534,348,838,61,116,218,275,75,321,14,99,3,282,17,243,33,3523,0,306,0,476
2014,February,Saturday,7:00-8:00,3924,2771,0,901,42,3253,207,1644,479,628,260,1346,467,1263,1778,548,1390,854,1402,808,1490,217,198,196,502,160,451,100,137,11,294,39,610,85,1543,0,498,0,880
2014,February,Saturday,8:00-9:00,2823,3257,0,916,46,3183,162,1451,680,727,329,1147,933,1178,1388,654,1464,1276,1870,983,1361,251,168,157,620,144,412,114,111,23,350,28,681,88,148,0,543,0,979
2014,February,Saturday,9:00-10:00,2442,3314,0,775,44,2815,196,863,830,726,195,599,1413,1487,1219,475,1432,1283,1613,1024,1260,174,280,268,589,43,459,71,136,7,295,13,496,115,-71,0,368,0,933
2014,February,Saturday,10:00-11:00,2998,2880,0,725,24,2254,161,979,162,547,215,386,1237,1083,675,378,1171,1205,1386,685,1463,140,312,307,559,104,437,28,205,12,356,14,461,77,1575,0,420,0,967
2014,February,Saturday,11:00-12:00,2733,3408,0,639,28,2114,176,855,326,451,237,1039,560,767,763,378,1293,1328,1426,871,1509,115,268,175,646,50,571,40,192,26,351,19,452,130,2273,0,423,0,1051
2014,February,Saturday,12:00-1:00 PM,1180,4009,0,794,26,2597,128,1304,77,437,185,1274,551,1169,603,322,1270,1031,1321,756,1466,155,301,433,466,85,554,48,219,3,480,30,590,102,4752,0,508,0,1420
2014,February,Saturday,1:00-2:00,2356,3834,0,767,33,2169,174,796,357,522,82,1045,463,1250,381,230,949,1083,1488,673,1481,159,292,150,658,40,656,48,255,28,537,31,627,149,3656,0,647,0,1462
2014,February,Saturday,2:00-3:00,2718,3754,0,681,23,2055,112,878,344,330,311,824,823,883,336,200,858,1188,1298,621,1489,81,383,235,634,49,719,109,204,7,638,16,661,119,3473,0,641,0,1630
2014,February,Saturday,3:00-4:00,2857,4153,0,779,43,2227,175,673,351,434,112,854,488,498,486,244,793,717,1623,909,1334,180,280,176,753,142,706,103,242,45,576,29,649,208,5290,0,687,0,1752
2014,February,Saturday,4:00-5:00,1062,4487,0,899,51,2595,141,752,151,485,154,818,472,409,583,184,682,1245,1039,754,1533,114,278,303,730,209,772,107,331,143,633,24,1017,282,8752,0,905,0,2022
2014,February,Saturday,5:00-6:00,1152,5522,0,1166,61,3145,154,1032,119,252,539,910,449,600,409,316,477,891,994,1058,974,120,308,591,560,181,890,85,387,195,913,27,1281,305,10189,0,1171,0,2376
2014,February,Saturday,6:00-7:00,2921,5825,0,949,30,2684,97,1041,98,270,441,1022,304,202,630,208,463,158,1047,994,1217,129,281,401,824,148,1009,332,269,76,888,20,1224,184,5523,0,1207,0,2571
2014,February,Saturday,7:00-8:00,1472,3355,0,952,23,2697,80,1022,82,188,564,894,318,178,411,113,364,78,749,655,887,73,189,311,698,178,778,253,289,73,722,22,1159,135,3351,0,875,0,1809
2014,February,Saturday,8:00-9:00,1164,2506,0,592,11,1563,71,509,80,293,226,605,252,147,283,105,170,54,576,411,597,56,153,420,489,85,674,83,307,54,493,23,773,68,2200,0,700,0,1470
2014,February,Saturday,9:00-10:00,176,487,0,208,8,298,39,260,41,149,114,278,116,73,140,33,53,15,14,136,12,19,10,89,12,25,12,30,14,22,14,7,14,22,218,0,213,0,448
2014,February,Saturday,10:00-11:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,February,Sunday,4:00-5:00 AM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,February,Sunday,5:00-6:00,2122,787,0,151,45,710,82,191,16,84,55,233,142,200,302,48,83,195,187,67,253,29,47,36,149,57,98,10,77,2,68,18,82,53,1943,0,114,0,157
