particulars,name_1,total_12,total_34,amt_c,amt_b_12,amt_b_34,amt_a1_12,amt_a1_34,amt_a2_12,amt_a2_34,amt_u_12,name_2,name_3,name_4,name_5,name_6,name_7,name_8,name_9,sw1
,,,,,,,,,,,,,,,,,,,,
     Department of Energy,     Department of Energy,188798,3877899,44404,0,0,0,16622,3422260,6514,172176,455639,37890,0,0,0,0,0,0,1
          Office of the Secretary,          Office of the Secretary,188798,3877899,44404,0,0,0,16622,3422260,6514,172176,455639,37890,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Department of Environment and Natural Resources,     Department of Environment and Natural Resources,5624362,3610964,2088953,0,0,0,435814,196736,31500,5188548,3394228,2057453,0,20000,0,0,0,0,1
          Office of the Secretary,          Office of the Secretary,3937770,2247671,1878347,0,0,0,306299,12586,0,3631471,2235085,1878347,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Environmental Management Bureau,          Environmental Management Bureau,199484,262399,178931,0,0,0,15965,3500,31500,183519,258899,147431,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Land Registration Authority,          Land Registration Authority,492522,180650,0,0,0,0,38072,180650,0,454450,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Mines and Geo-Sciences Bureau,          Mines and Geo-Sciences Bureau,365791,181743,25875,0,0,0,30887,0,0,334904,161743,25875,0,20000,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          National Commission on Indigenous Peoples,          National Commission on Indigenous Peoples,383075,221800,5800,0,0,0,30801,0,0,352274,221800,5800,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          National Mapping and Resource,          National Mapping and Resource,,,,,,,,,,,,,,,,,,,
                Information Authority,                Information Authority,221592,493567,0,0,0,0,11809,0,0,209783,493567,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Palawan Council for Sustainable,          Palawan Council for Sustainable,,,,,,,,,,,,,,,,,,,
                Development Staff,                Development Staff,24128,23134,0,0,0,0,1981,0,0,22147,23134,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Department of Finance,     Department of Finance,5598007,4770818,363579,0,0,0,397665,897961,58437,5200342,3872857,305142,0,0,0,0,0,0,1
          Office of the Secretary,          Office of the Secretary,134120,242095,4340,0,0,0,10387,0,0,123733,242095,4340,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Bureau of Customs,          Bureau of Customs,1039488,1060515,246000,0,0,0,83502,351986,0,955986,708529,246000,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Bureau of Internal Revenue,          Bureau of Internal Revenue,3745574,3144839,39966,0,0,0,249804,500000,0,3495770,2644839,39966,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Bureau of Local Government Finance,          Bureau of Local Government Finance,99174,74938,6836,0,0,0,8283,0,0,90891,74938,6836,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Bureau of the Treasury,          Bureau of the Treasury,280266,116593,0,0,0,0,23251,0,0,257015,116593,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Central Board of Assessment Appeals,          Central Board of Assessment Appeals,7370,1071,0,0,0,0,571,0,0,6799,1071,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Cooperative Development Authority,          Cooperative Development Authority,181532,65052,8000,0,0,0,15073,0,0,166459,65052,8000,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Fiscal Incentives Review Board,          Fiscal Incentives Review Board,0,123,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Insurance Commission,          Insurance Commission,57271,45975,58437,0,0,0,4801,45975,58437,52470,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          National Tax Research Center,          National Tax Research Center,24561,11519,0,0,0,0,1993,0,0,22568,11519,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Privatization and Management Office,          Privatization and Management Office,28651,8098,0,0,0,0,0,0,0,28651,8098,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Department of Foreign Affairs,     Department of Foreign Affairs,5269540,6845994,385011,0,0,0,50933,0,0,5218607,6845994,385011,0,0,0,0,0,0,1
          Office of the Secretary,          Office of the Secretary,5241344,6817415,384941,0,0,0,48992,0,0,5192352,6817415,384941,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Foreign Service Institute,          Foreign Service Institute,22751,12034,0,0,0,0,1596,0,0,21155,12034,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Technical Cooperation Council of the Philippines,          Technical Cooperation Council of the Philippines,961,4409,70,0,0,0,50,0,0,911,4409,70,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          UNESCO National Commission of the Philippines,          UNESCO National Commission of the Philippines,4484,12136,0,0,0,0,295,0,0,4189,12136,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Department of Health,     Department of Health,7431374,14884410,6156476,0,0,0,568917,29420,0,6862457,14854990,6156476,0,0,0,0,0,0,1
          Office of the Secretary,          Office of the Secretary,7310305,10859843,6156476,0,0,0,559599,29420,0,6750706,10830423,6156476,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Commission on Population,          Commission on Population,87731,186371,0,0,0,0,6734,0,0,80997,186371,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          National Nutrition Council,          National Nutrition Council,33338,3838196,0,0,0,0,2584,0,0,30754,3838196,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Department of the Interior and Local Government,     Department of the Interior and Local Government,53382181,8588339,3434168,0,0,0,274594,0,582699,53107587,8588339,2851469,0,0,0,0,0,0,1
          Office of the Secretary,          Office of the Secretary,1673103,348485,0,0,0,0,139453,0,0,1533650,348485,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Bureau of Fire Protection,          Bureau of Fire Protection,4814166,860052,1105048,0,0,0,8936,0,582699,4805230,860052,522349,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Bureau of Jail Management and Penology,          Bureau of Jail Management and Penology,2336077,1921108,219120,0,0,0,1773,0,0,2334304,1921108,219120,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Local Government Academy,          Local Government Academy,13791,72607,0,0,0,0,1135,0,0,12656,72607,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          National Police Commission,          National Police Commission,1181477,128708,0,0,0,0,25949,0,0,1155528,128708,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Philippine National Police,          Philippine National Police,42847899,4806239,2100000,0,0,0,89928,0,0,42757971,4806239,2100000,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Philippine Public Safety College,          Philippine Public Safety College,515668,451140,10000,0,0,0,7420,0,0,508248,451140,10000,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Department of Justice,     Department of Justice,4469622,1940165,104647,0,0,0,453787,219,0,4015835,1939946,104647,0,0,0,0,0,0,1
          Office of the Secretary,          Office of the Secretary,1860212,258905,52443,0,0,0,257875,0,0,1602337,258905,52443,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Bureau of Corrections,          Bureau of Corrections,433481,917043,20196,0,0,0,31940,0,0,401541,917043,20196,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Bureau of Immigration,          Bureau of Immigration,228626,132261,0,0,0,0,17915,0,0,210711,132261,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Commission on the Settlement of Land Problems,          Commission on the Settlement of Land Problems,19870,1688,0,0,0,0,1377,0,0,18493,1688,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          National Bureau of Investigation,          National Bureau of Investigation,486179,312831,18000,0,0,0,37290,0,0,448889,312831,18000,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Office of the Government Corporate Counsel,          Office of the Government Corporate Counsel,51018,11975,0,0,0,0,2496,0,0,48522,11975,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Office of the Solicitor General,          Office of the Solicitor General,213838,115224,4008,0,0,0,18809,219,0,195029,115005,4008,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Parole and Probation Administration,          Parole and Probation Administration,347602,64629,0,0,0,0,28265,0,0,319337,64629,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Presidential Commission on Good Government,          Presidential Commission on Good Government,44334,44995,0,0,0,0,2865,0,0,41469,44995,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Public Attorney's Office,          Public Attorney's Office,784462,80614,10000,0,0,0,54955,0,0,729507,80614,10000,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Department of Labor and Employment,     Department of Labor and Employment,2776098,3647044,124681,0,0,0,196224,0,0,2579874,3571199,124681,0,75845,0,0,0,0,1
          Office of the Secretary,          Office of the Secretary,722642,1165091,47100,0,0,0,43802,0,0,678840,1089646,47100,0,75445,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Institute for Labor Studies,          Institute for Labor Studies,12322,6952,1410,0,0,0,983,0,0,11339,6952,1410,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          National Conciliation and Mediation Board,          National Conciliation and Mediation Board,61318,54937,0,0,0,0,5055,0,0,56263,54537,0,0,400,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          National Labor Relations Commission,          National Labor Relations Commission,315088,113363,0,0,0,0,19343,0,0,295745,113363,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          National Maritime Polytechnic,          National Maritime Polytechnic,30284,35601,1500,0,0,0,2398,0,0,27886,35601,1500,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          National Wages and Productivity Commission,          National Wages and Productivity Commission,78576,44592,10792,0,0,0,4462,0,0,74114,44592,10792,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Philippine Overseas Employment Administration,          Philippine Overseas Employment Administration,146404,118090,19318,0,0,0,11963,0,0,134441,118090,19318,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Professional Regulation Commission,          Professional Regulation Commission,150490,216725,44561,0,0,0,7867,0,0,142623,216725,44561,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Technical Education and Skills,          Technical Education and Skills,,,,,,,,,,,,,,,,,,,
                Development Authority,                Development Authority,1258974,1891693,0,0,0,0,100351,0,0,1158623,1891693,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Department of National Defense,     Department of National Defense,41419005,16274807,0,0,0,0,165673,0,0,41253332,16274807,0,0,0,0,0,0,0,1
          DND Proper (Office of the Secretary),          DND Proper (Office of the Secretary),86723,382948,0,0,0,0,5549,0,0,81174,382948,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Government Arsenal,          Government Arsenal,158178,214983,0,0,0,0,10623,0,0,147555,214983,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          National Defense College of the Philippines,          National Defense College of the Philippines,26975,27445,0,0,0,0,1738,0,0,25237,27445,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Office of Civil Defense,          Office of Civil Defense,63909,26598,0,0,0,0,4979,0,0,58930,26598,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Philippine Veterans Affairs Office,          Philippine Veterans Affairs Office,485789,565894,0,0,0,0,30686,0,0,455103,565894,0,0,0,0,0,0,0,1
               Philippine Veterans Affairs Office (Proper),               Philippine Veterans Affairs Office (Proper),88795,225152,0,0,0,0,5638,0,0,83157,225152,0,0,0,0,0,0,0,0
               Military Shrines Service,               Military Shrines Service,12084,12098,0,0,0,0,937,0,0,11147,12098,0,0,0,0,0,0,0,0
               Veterans Memorial Medical Center,               Veterans Memorial Medical Center,384910,328644,0,0,0,0,24111,0,0,360799,328644,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Armed Forces of the Philippines,          Armed Forces of the Philippines,40597431,15056939,0,0,0,0,112098,0,0,40485333,15056939,0,0,0,0,0,0,0,1
               Philippine Army (Land Forces),               Philippine Army (Land Forces),25600702,4931858,0,0,0,0,20451,0,0,25580251,4931858,0,0,0,0,0,0,0,0
               Philippine Air Force (Air Forces),               Philippine Air Force (Air Forces),5528445,3762628,0,0,0,0,28728,0,0,5499717,3762628,0,0,0,0,0,0,0,0
               Philippine Navy (Maritime Forces),               Philippine Navy (Maritime Forces),7015516,3523911,0,0,0,0,19065,0,0,6996451,3523911,0,0,0,0,0,0,0,0
               General Headquarters (Proper),               General Headquarters (Proper),2452768,2838542,0,0,0,0,43854,0,0,2408914,2838542,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Department of Public Works and Highways,     Department of Public Works and Highways,3850321,14953900,86446368,0,0,0,320233,8323236,0,3530088,6630664,86446368,0,0,0,0,0,0,1
          Office of the Secretary,          Office of the Secretary,3850321,14953900,86446368,0,0,0,320233,8323236,0,3530088,6630664,86446368,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Department of Science and Technology,     Department of Science and Technology,1293582,3526294,42496,0,0,0,93824,0,0,1199758,3526294,42496,0,0,0,0,0,0,1
          Office of the Secretary,          Office of the Secretary,218787,1810925,27236,0,0,0,14018,0,0,204769,1810925,27236,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Advanced Science and Technology Institute,          Advanced Science and Technology Institute,16313,21795,0,0,0,0,821,0,0,15492,21795,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Food and Nutrition Research Institute,          Food and Nutrition Research Institute,49649,29407,0,0,0,0,3975,0,0,45674,29407,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Forest Products Research and Development Institute,          Forest Products Research and Development Institute,59868,19424,7500,0,0,0,4871,0,0,54997,19424,7500,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Industrial Technology Development Institute,          Industrial Technology Development Institute,115628,41877,0,0,0,0,8739,0,0,106889,41877,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Metals Industry Research and Development Center,          Metals Industry Research and Development Center,67797,27832,0,0,0,0,4639,0,0,63158,27832,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          National Academy of Science and Technology,          National Academy of Science and Technology,5031,30980,210,0,0,0,310,0,0,4721,30980,210,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          National Research Council of the Philippines,          National Research Council of the Philippines,15308,16677,0,0,0,0,945,0,0,14363,16677,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
"          Philippine Atmospheric, Geophysical and","          Philippine Atmospheric, Geophysical and",,,,,,,,,,,,,,,,,,,
                Astronomical Services Administration,                Astronomical Services Administration,229081,385146,0,0,0,0,17805,0,0,211276,385146,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Philippine Council for Advanced Science,          Philippine Council for Advanced Science,,,,,,,,,,,,,,,,,,,
                and Technology Research and Development,                and Technology Research and Development,13103,78124,0,0,0,0,741,0,0,12362,78124,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
"          Philippine Council for Agriculture,","          Philippine Council for Agriculture,",,,,,,,,,,,,,,,,,,,
                Forestry and Natural Resources,                Forestry and Natural Resources,,,,,,,,,,,,,,,,,,,
                Research and Development,                Research and Development,59226,209046,450,0,0,0,4746,0,0,54480,209046,450,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Philippine Council for Aquatic and,          Philippine Council for Aquatic and,,,,,,,,,,,,,,,,,,,
                Marine Research and Development,                Marine Research and Development,15840,19870,0,0,0,0,1099,0,0,14741,19870,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Philippine Council for Health Research,          Philippine Council for Health Research,,,,,,,,,,,,,,,,,,,
                and Development,                and Development,16670,39046,0,0,0,0,1220,0,0,15450,39046,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Philippine Council for Industry and,          Philippine Council for Industry and,,,,,,,,,,,,,,,,,,,
                Energy Research and Development,                Energy Research and Development,14812,28968,0,0,0,0,1036,0,0,13776,28968,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Philippine Institute of Volcanology and Seismology,          Philippine Institute of Volcanology and Seismology,57112,51703,3000,0,0,0,4333,0,0,52779,51703,3000,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Philippine Nuclear Research Institute,          Philippine Nuclear Research Institute,73021,34033,0,0,0,0,5031,0,0,67990,34033,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Philippine Science High School,          Philippine Science High School,185617,214976,4100,0,0,0,14253,0,0,171364,214976,4100,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Philippine Textile Research Institute,          Philippine Textile Research Institute,25354,14609,0,0,0,0,1631,0,0,23723,14609,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Science Education Institute,          Science Education Institute,16322,402993,0,0,0,0,965,0,0,15357,402993,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Science and Technology Information Institute,          Science and Technology Information Institute,16181,18062,0,0,0,0,1247,0,0,14934,18062,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Technology Application and Promotion Institute,          Technology Application and Promotion Institute,22862,30801,0,0,0,0,1399,0,0,21463,30801,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Department of Social Welfare and Development,     Department of Social Welfare and Development,711938,13687837,52800,0,0,0,54085,0,0,657853,13687837,52800,0,0,0,0,0,0,1
          Office of the Secretary,          Office of the Secretary,697147,13659263,50000,0,0,0,52899,0,0,644248,13659263,50000,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Council for the Welfare of Children,          Council for the Welfare of Children,9992,11691,0,0,0,0,790,0,0,9202,11691,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Inter-Country Adoption Board,          Inter-Country Adoption Board,4799,16883,2800,0,0,0,396,0,0,4403,16883,2800,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Department of Tourism,     Department of Tourism,299494,1156006,50000,0,0,0,18407,0,0,281087,1156006,50000,0,0,0,0,0,0,1
          Office of the Secretary,          Office of the Secretary,223170,1073344,0,0,0,0,12416,0,0,210754,1073344,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Intramuros Administration,          Intramuros Administration,17830,17091,50000,0,0,0,1408,0,0,16422,17091,50000,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          National Parks Development Committee,          National Parks Development Committee,58494,65571,0,0,0,0,4583,0,0,53911,65571,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Department of Trade and Industry,     Department of Trade and Industry,948407,1352824,1250,0,0,0,65532,4715,0,882875,1348109,1250,0,0,0,0,0,0,1
          Office of the Secretary,          Office of the Secretary,800124,1152628,0,0,0,0,53650,4715,0,746474,1147913,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Board of Investments,          Board of Investments,81038,122999,0,0,0,0,6441,0,0,74597,122999,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Construction Industry Authority of the Philippines,          Construction Industry Authority of the Philippines,22496,17925,0,0,0,0,1787,0,0,20709,17925,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Construction Manpower Development Foundation,          Construction Manpower Development Foundation,10189,10810,0,0,0,0,805,0,0,9384,10810,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Philippine Trade Training Center,          Philippine Trade Training Center,16499,17523,750,0,0,0,1344,0,0,15155,17523,750,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Product Development and Design Center of,          Product Development and Design Center of,,,,,,,,,,,,,,,,,,,
                the Philippines,                the Philippines,18061,30939,500,0,0,0,1505,0,0,16556,30939,500,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Department of Transportation and Communications,     Department of Transportation and Communications,2686689,8319833,4067083,0,0,0,232270,298799,50000,2454419,8021034,4017083,0,0,0,0,0,0,1
          Office of the Secretary,          Office of the Secretary,2354410,8032305,4016583,0,0,0,74327,219000,0,2280083,7813305,4016583,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Civil Aeronautics Board,          Civil Aeronautics Board,24301,15335,500,0,0,0,1784,0,0,22517,15335,500,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Maritime Industry Authority,          Maritime Industry Authority,133723,169500,0,0,0,0,11005,0,0,122718,169500,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Office of Transportation Cooperatives,          Office of Transportation Cooperatives,9426,3444,0,0,0,0,741,0,0,8685,3444,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Office for Transportation Security,          Office for Transportation Security,156697,95306,50000,0,0,0,143808,79799,50000,12889,15507,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Toll Regulatory Board,          Toll Regulatory Board,8132,3943,0,0,0,0,605,0,0,7527,3943,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     National Economic and Development Authority,     National Economic and Development Authority,1071524,2918043,119111,0,0,0,77827,0,0,993697,2913543,119111,0,4500,0,0,0,0,1
          Office of the Director-General,          Office of the Director-General,379859,282745,29570,0,0,0,28915,0,0,350944,282745,29570,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          National Statistical Coordination Board,          National Statistical Coordination Board,45019,40847,1202,0,0,0,2880,0,0,42139,40847,1202,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          National Statistics Office,          National Statistics Office,608003,2562353,88339,0,0,0,42935,0,0,565068,2562353,88339,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Philippine National Volunteer Service,          Philippine National Volunteer Service,,,,,,,,,,,,,,,,,,,
                Coordinating Agency,                Coordinating Agency,6598,4948,0,0,0,0,520,0,0,6078,4948,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Statistical Research and Training Center,          Statistical Research and Training Center,8292,7855,0,0,0,0,639,0,0,7653,3355,0,0,4500,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Tariff Commission,          Tariff Commission,23753,19295,0,0,0,0,1938,0,0,21815,19295,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Office of the Press Secretary,     Office of the Press Secretary,491466,537173,116539,0,0,0,40691,0,0,450775,537173,116539,0,0,0,0,0,0,1
          Office of the Press Secretary (Proper),          Office of the Press Secretary (Proper),21461,85251,1105,0,0,0,1501,0,0,19960,85251,1105,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Bureau of Broadcast Services,          Bureau of Broadcast Services,163214,161892,52717,0,0,0,13826,0,0,149388,161892,52717,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Bureau of Communications Services,          Bureau of Communications Services,15219,14892,0,0,0,0,1260,0,0,13959,14892,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          National Printing Office,          National Printing Office,104941,26737,0,0,0,0,8505,0,0,96436,26737,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          News and Information Bureau,          News and Information Bureau,60185,32944,0,0,0,0,5067,0,0,55118,32944,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Philippine Information Agency,          Philippine Information Agency,94204,171022,62717,0,0,0,7849,0,0,86355,171022,62717,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Presidential Broadcast Staff (RTVM),          Presidential Broadcast Staff (RTVM),32242,44435,0,0,0,0,2683,0,0,29559,44435,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
     Other Executive Offices,     Other Executive Offices,2008649,3386552,199538,0,0,0,167275,1213848,65000,1841374,2172704,134538,0,0,0,0,0,0,1
          Anti-Money Laundering Council,          Anti-Money Laundering Council,0,9335,0,0,0,0,0,0,0,0,9335,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Commission on Filipinos Overseas,          Commission on Filipinos Overseas,22886,23000,897,0,0,0,1482,0,0,21404,23000,897,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Commission on Higher Education,          Commission on Higher Education,194557,1518072,0,0,0,0,15862,854000,0,178695,664072,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Commission on the Filipino Language,          Commission on the Filipino Language,16328,10331,0,0,0,0,1306,0,0,15022,10331,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Dangerous Drugs Board,          Dangerous Drugs Board,29669,149518,0,0,0,0,2277,77000,0,27392,72518,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Energy Regulatory Commission,          Energy Regulatory Commission,121005,69637,0,0,0,0,10589,0,0,110416,69637,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Film Development Council of the Philippines,          Film Development Council of the Philippines,6150,30889,1700,0,0,0,333,30889,0,5817,0,1700,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Games and Amusements Board,          Games and Amusements Board,38750,18091,0,0,0,0,3169,8750,0,35581,9341,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Housing and Land Use Regulatory Board,          Housing and Land Use Regulatory Board,136107,56777,0,0,0,0,11276,0,0,124831,56777,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Housing and Urban Development,          Housing and Urban Development,,,,,,,,,,,,,,,,,,,
                Coordinating Council,                Coordinating Council,35213,63399,0,0,0,0,2019,0,0,33194,63399,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          Movie and Television Review and,          Movie and Television Review and,,,,,,,,,,,,,,,,,,,
                Classification Board,                Classification Board,15814,18776,7519,0,0,0,1096,0,0,14718,18776,7519,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          National Anti-Poverty Commission,          National Anti-Poverty Commission,25642,47347,0,0,0,0,763,0,0,24879,47347,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
          National Commission for Culture and the Arts,          National Commission for Culture and the Arts,127189,337158,85200,0,0,0,20276,217922,65000,106913,119236,20200,0,0,0,0,0,0,1
               National Commission for Culture and,               National Commission for Culture and,,,,,,,,,,,,,,,,,,,
                     the Arts (Proper),                     the Arts (Proper),21311,229363,65000,0,0,0,11648,217922,65000,9663,11441,0,0,0,0,0,0,0,0
               National Historical Institute,               National Historical Institute,33108,47025,5000,0,0,0,2669,0,0,30439,47025,5000,0,0,0,0,0,0,0
               The National Library,               The National Library,37628,35172,15200,0,0,0,3085,0,0,34543,35172,15200,0,0,0,0,0,0,0
               National Archives of the,               National Archives of the,,,,,,,,,,,,,,,,,,,
                     Philippines (formerly Records,                     Philippines (formerly Records,,,,,,,,,,,,,,,,,,,
