particular,A110,A112,A115,A120,A125,A130,A135,A140,A200,A310,A320,A325,A330,A335,A340,A345,A400,A500,A800,A850,A855,A900,A910,Total
                and Natural Resources Research and Development,"46,898",0,0,0,0,"1,510",0,795,0,"5,621",225,0,558,0,222,0,0,"2,116","5,101",0,0,"15,057",0,"78,103"
          Philippine Council for Aquatic and Marine,,,,,,,,,,,,,,,,,,,,,,,,
                Research and Development,"11,199",0,0,0,0,0,0,0,0,"1,342",51,0,104,0,51,0,0,608,"1,190",0,0,"4,057",0,"18,602"
          Philippine Council for Health Research and Development,"11,483",0,91,0,0,"4,964",0,0,70,"1,413",50,0,103,0,50,0,52,538,"1,126",0,0,"4,294",0,"24,234"
"          Philippine Council for Industry, Energy and",,,,,,,,,,,,,,,,,,,,,,,,
                Emerging Technology Research and Development,"17,796",0,342,0,0,0,0,"2,466",250,"2,127",70,0,180,0,67,0,0,"1,574","1,626",0,0,"8,311",0,"34,809"
          Philippine Institute of Volcanology and Seismology,"43,591",0,351,0,0,"1,465",0,0,0,"4,333",216,0,439,0,234,0,"1,495",795,"4,039",0,0,"18,895",0,"75,853"
          Philippine Nuclear Research Institute,"51,119",0,181,0,0,"6,670",0,0,0,"5,607",247,0,577,0,247,0,0,"1,151","5,006",0,0,"20,396",0,"91,201"
          Philippine Science High School,"140,491",0,695,0,0,"2,460",0,"2,787",159,"16,748",691,0,"1,825",0,702,0,0,"2,371","14,917",0,0,"43,798",0,"227,644"
          Philippine Textile Research Institute,"18,853",0,749,0,0,659,0,0,0,"2,267",101,0,171,0,100,0,58,771,"2,066",0,0,"9,861",0,"35,656"
          Science Education Institute,"10,988",0,23,0,0,"2,059",0,0,0,"1,244",39,0,91,0,36,0,0,540,"1,049",0,0,"5,602",0,"21,671"
          Science and Technology Information Institute,"14,243",0,0,0,0,"1,042",0,0,0,"1,452",59,0,144,0,59,0,0,316,"1,328",0,0,"5,889",0,"24,532"
          Technology Application and Promotion Institute,"14,487",0,0,0,0,18,0,0,0,"1,741",62,0,173,0,58,0,0,444,"1,490",0,0,"8,702",0,"27,175"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Social Welfare and Development,"590,198",0,"37,584",0,0,"7,094",0,807,0,"67,973","3,347",0,"6,520",0,"2,992",0,175,"17,637","63,200",0,0,"101,571",0,"899,098"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"542,799",0,"37,425",0,0,"6,052",0,807,0,"62,595","3,147",0,"6,017",0,"2,800",0,0,"14,819","58,290",0,0,"94,024",0,"828,775"
          Council for the Welfare of Children,"7,910",0,0,0,0,0,0,0,0,918,33,0,89,0,33,0,15,612,819,0,0,"1,486",0,"11,915"
          Inter-Country Adoption Board,"4,035",0,0,0,0,0,0,0,0,485,16,0,48,0,16,0,0,232,444,0,0,871,0,"6,147"
          National Council on Disability Affairs,"15,002",0,159,0,0,369,0,0,0,"1,498",56,0,136,0,50,0,0,751,"1,555",0,0,"1,967",0,"21,543"
          National Youth Commission,"20,452",0,0,0,0,673,0,0,0,"2,477",95,0,230,0,93,0,160,"1,223","2,092",0,0,"3,223",0,"30,718"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Tourism,"180,395",0,468,0,0,"7,459",0,0,0,"22,488","1,037",0,"2,037",0,"1,005",0,0,"7,156","19,984",0,0,"110,068",0,"352,097"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"122,714",0,0,0,0,"7,129",0,0,0,"15,752",624,0,"1,383",0,610,0,0,"5,927","13,441",0,0,"95,641",0,"263,221"
          Intramuros Administration,"13,058",0,468,0,0,0,0,0,0,"1,679",63,0,146,0,63,0,0,663,"1,394",0,0,"3,663",0,"21,197"
          National Parks Development Committee,"44,623",0,0,0,0,330,0,0,0,"5,057",350,0,508,0,332,0,0,566,"5,149",0,0,"10,764",0,"67,679"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Trade and Industry,"672,379",0,"80,160",0,0,"8,993",0,"1,603",658,"80,110","3,897",0,"6,967",0,"2,942",0,0,"44,808","65,430",0,0,"218,714",0,"1,186,661"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"547,578",0,"78,813",0,0,"8,577",0,0,0,"65,543","2,915",0,"5,779",0,"2,371",0,0,"35,607","52,819",0,0,"201,510",0,"1,001,512"
          Board of Investments,"70,945",0,150,0,0,347,0,0,0,"8,400",731,0,670,0,323,0,0,"6,284","7,055",0,0,"9,539",0,"104,444"
          Construction Industry Authority of the Philippines,"18,108",0,221,0,0,0,0,0,658,"2,132",89,0,173,0,89,0,0,840,"1,948",0,0,"2,620",0,"26,878"
          Construction Manpower Development Foundation,"8,038",0,483,0,0,0,0,0,0,958,35,0,72,0,34,0,0,348,845,0,0,"1,188",0,"12,001"
          Philippine Trade Training Center,"14,136",0,0,0,0,0,0,0,0,"1,281",53,0,123,0,51,0,0,767,"1,149",0,0,"1,651",0,"19,211"
          Product Development and Design Center of the Philippines,"13,574",0,493,0,0,69,0,"1,603",0,"1,796",74,0,150,0,74,0,0,962,"1,614",0,0,"2,206",0,"22,615"
,,,,,,,,,,,,,,,,,,,,,,,,
     Department of Transportation and Communications,"877,918","914,716","358,094",0,0,"41,059","107,896","111,336",140,"102,890","5,488","5,574","9,697","9,830","5,368",0,278,"39,352","93,475",0,"244,234","173,283","774,542","3,875,170"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"732,135","914,716","180,285",0,0,"36,718","107,896","111,336",0,"85,404","4,797","5,574","8,306","9,830","4,631",0,241,"31,095","77,999",0,"244,234","149,382","773,368","3,477,947"
          Civil Aeronautics Board,"16,733",0,958,0,0,860,0,0,0,"2,118",91,0,175,0,92,0,0,"1,314","1,805",0,0,"2,710","1,174","28,030"
          Maritime Industry Authority,"104,873",0,659,0,0,"2,643",0,0,0,"12,281",494,0,"1,001",0,492,0,37,"4,583","11,145",0,0,"16,908",0,"155,116"
          Office of Transportation Cooperatives,"6,127",0,0,0,0,0,0,0,140,961,44,0,79,0,46,0,0,556,690,0,0,"2,364",0,"11,007"
          Office for Transportation Security,"12,059",0,"174,998",0,0,0,0,0,0,"1,415",36,0,71,0,81,0,0,"1,476","1,208",0,0,"1,103",0,"192,447"
          Toll Regulatory Board,"5,991",0,"1,194",0,0,838,0,0,0,711,26,0,65,0,26,0,0,328,628,0,0,816,0,"10,623"
,,,,,,,,,,,,,,,,,,,,,,,,
     National Economic and Development Authority,"779,345",0,"75,709",0,0,"23,493",0,"4,537",0,"91,961","4,543",0,"8,280",0,"4,291",0,0,"48,040","97,339",0,0,"146,961",0,"1,284,499"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Director-General,"295,241",0,"10,760",0,0,"4,874",0,0,0,"34,398","1,419",0,"2,741",0,"1,324",0,0,"36,662","41,928",0,0,"33,811",0,"463,158"
          National Statistical Coordination Board,"29,606",0,"9,516",0,0,302,0,0,0,"3,547",137,0,279,0,138,0,0,"2,112","3,171",0,0,"4,130",0,"52,938"
          National Statistics Office,"421,844",0,"55,082",0,0,"18,025",0,"4,537",0,"50,294","2,850",0,"4,911",0,"2,692",0,0,"6,603","49,055",0,0,"105,164",0,"721,057"
          Philippine National Volunteer Service,,,,,,,,,,,,,,,,,,,,,,,,
                Coordinating Agency,"4,968",0,216,0,0,142,0,0,0,584,25,0,51,0,26,0,0,279,533,0,0,886,0,"7,710"
          Statistical Research and Training Center,"6,788",0,135,0,0,150,0,0,0,802,28,0,77,0,28,0,0,787,707,0,0,901,0,"10,403"
          Tariff Commission,"20,898",0,0,0,0,0,0,0,0,"2,336",84,0,221,0,83,0,0,"1,597","1,945",0,0,"2,069",0,"29,233"
,,,,,,,,,,,,,,,,,,,,,,,,
     Presidential Communications Operations Office,"420,003",0,"2,532",0,0,"12,341",0,"1,869",0,"47,455","2,143",0,"3,905",0,"2,130",0,0,"6,384","44,254",0,0,"64,841",0,"607,857"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Presidential Communications Operations Office (Proper),"15,269",0,"2,532",0,0,954,0,0,0,"1,550",70,0,141,0,63,0,0,"1,750","1,670",0,0,"2,396",0,"26,395"
          Bureau of Broadcast Services,"139,691",0,0,0,0,"5,455",0,0,0,"15,583",670,0,"1,165",0,678,0,0,416,"14,838",0,0,"18,059",0,"196,555"
          Bureau of Communications Services,"11,638",0,0,0,0,0,0,178,0,"1,443",68,0,106,0,68,0,0,380,"1,340",0,0,"2,866",0,"18,087"
          National Printing Office,"84,685",0,0,0,0,"2,641",0,0,0,"10,284",533,0,942,0,539,0,0,"1,164","9,472",0,0,"17,392",0,"127,652"
          News and Information Bureau,"52,919",0,0,0,0,"1,805",0,"1,691",0,"4,992",215,0,497,0,198,0,0,622,"4,596",0,0,"7,074",0,"74,609"
          Philippine Information Agency,"86,584",0,0,0,0,"1,180",0,0,0,"10,263",442,0,808,0,442,0,0,"1,666","9,403",0,0,"13,450",0,"124,238"
          Presidential Broadcast Staff (RTVM),"29,217",0,0,0,0,306,0,0,0,"3,340",145,0,246,0,142,0,0,386,"2,935",0,0,"3,604",0,"40,321"
,,,,,,,,,,,,,,,,,,,,,,,,
     Other Executive Offices,"1,834,070",0,"100,784",0,0,"51,317",0,113,250,"209,823","8,817",0,"17,931",0,"8,676",0,"2,532","100,437","191,029","16,908",0,"327,920",0,"2,870,607"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Commission on Filipinos Overseas,"14,567",0,0,0,0,366,0,0,0,"1,731",54,0,122,0,65,0,0,"1,020","1,579",0,0,"4,683",0,"24,187"
          Commission on Higher Education,"135,058",0,0,0,0,"1,549",0,0,0,"18,090",676,0,"1,404",0,584,0,0,"8,140","13,572",0,0,"22,045",0,"201,118"
          Commission on the Filipino Language,"10,581",0,0,0,0,119,0,0,180,"1,767",60,0,169,0,58,0,0,"1,288","1,629",0,0,"7,151",0,"23,002"
          Dangerous Drugs Board,"26,318",0,0,0,0,519,0,0,70,"2,956",121,0,219,0,123,0,0,"1,546","2,322",0,0,"4,230",0,"38,424"
          Energy Regulatory Commission,"92,188",0,0,0,0,645,0,0,0,"9,241",257,0,628,0,254,0,0,"3,506","8,260","16,908",0,"6,738",0,"138,625"
          Film Development Council of the Philippines,"3,602",0,"1,239",0,0,158,0,0,0,432,14,0,39,0,13,0,0,659,393,0,0,610,0,"7,159"
          Games and Amusements Board,"31,371",0,0,0,0,456,0,0,0,"3,757",183,0,328,0,185,0,0,908,"3,496",0,0,"5,650",0,"46,334"
          Housing and Land Use Regulatory Board,"100,513",0,0,0,0,"16,848",0,113,0,"11,508",429,0,"1,180",0,424,0,0,"4,582","10,539",0,0,"13,649",0,"159,785"
          Housing and Urban Development Coordinating Council,"15,943",0,"10,579",0,0,"1,491",0,0,0,"2,431",84,0,159,0,84,0,0,915,"2,036",0,0,"7,229",0,"40,951"
          Mindanao Development Authority,748,0,"24,759",0,0,0,0,0,0,48,1,0,5,0,1,0,0,153,63,0,0,31,0,"25,809"
          Movie and Television Review and,,,,,,,,,,,,,,,,,,,,,,,,
                Classification Board,"11,432",0,0,0,0,779,0,0,0,943,50,0,117,0,259,0,0,"2,183","1,063",0,0,"1,395",0,"18,221"
          National Anti-Poverty Commission,"6,471",0,0,0,0,0,0,0,0,772,27,0,66,0,26,0,0,"6,562",603,0,0,"1,377",0,"15,904"
          Climate Change Commission,0,0,"5,453",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5,453"
          National Commission for Culture and the Arts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
               National Commission for Culture and the,,,,,,,,,,,,,,,,,,,,,,,,
                     Arts (Proper),"8,302",0,"8,106",0,0,0,0,0,0,978,35,0,79,0,35,0,0,"2,840",874,0,0,"1,437",0,"22,686"
               National Historical Commission of the,,,,,,,,,,,,,,,,,,,,,,,,
                     Philippines (National Historical Institute),"28,405",0,0,0,0,0,0,0,0,"3,378",180,0,263,0,182,0,0,690,"2,581",0,0,"5,340",0,"41,019"
               The National Library of the Philippines,,,,,,,,,,,,,,,,,,,,,,,,
                     (The National Library),"31,841",0,0,0,0,299,0,0,0,"3,658",170,0,271,0,169,0,51,990,"3,420",0,0,"5,322",0,"46,191"
               National Archives of the Philippines,,,,,,,,,,,,,,,,,,,,,,,,
                     (formerly Records Management and,,,,,,,,,,,,,,,,,,,,,,,,
                     Archives Office),"28,491",0,0,0,0,0,0,0,0,"3,398",170,0,313,0,164,0,0,756,"3,234",0,0,"5,236",0,"41,762"
          National Commission on Indigenous Peoples,"325,803",0,0,0,0,"2,046",0,0,0,"36,622","1,684",0,"3,462",0,"1,671",0,0,"14,366","35,745",0,0,"50,455",0,"471,854"
          National Intelligence Coordinating Agency,"226,520",0,"1,553",0,0,"3,649",0,0,0,"23,319",823,0,"2,070",0,818,0,0,0,"20,756",0,0,"64,825",0,"344,333"
          National Security Council,"21,566",0,841,0,0,"1,089",0,0,0,"2,491",72,0,153,0,75,0,0,"2,250","2,154",0,0,"2,418",0,"33,109"
          National Commission on Muslim Filipinos,,,,,,,,,,,,,,,,,,,,,,,,
                (Office on Muslim Affairs),"200,096",0,0,0,0,"15,755",0,0,0,"23,681",928,0,"1,680",0,890,0,"2,481","13,945","21,422",0,0,"33,096",0,"313,974"
          National Telecommunications Commission,"104,337",0,387,0,0,0,0,0,0,"12,193",580,0,672,0,373,0,0,"6,549","10,897",0,0,"19,779",0,"155,767"
          Office of the Presidential Adviser on the,,,,,,,,,,,,,,,,,,,,,,,,
                Peace Process,0,0,"42,303",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"42,303"
          Optical Media Board,"14,665",0,0,0,0,"1,335",0,0,0,"1,768",76,0,153,0,74,0,0,724,"1,624",0,0,"2,527",0,"22,946"
          Philippine Commission on Women (National,,,,,,,,,,,,,,,,,,,,,,,,
                Commission on the Role of Filipino Women),"14,465",0,"2,283",0,0,185,0,0,0,"1,986",197,0,132,0,44,0,0,931,"1,729",0,0,"2,730",0,"24,682"
          Pasig River Rehabilitation Commission,"6,061",0,0,0,0,26,0,0,0,667,22,0,21,0,22,0,0,482,596,0,0,550,0,"8,447"
          Philippine Drug Enforcement Agency,"210,130",0,0,0,0,383,0,0,0,"22,922","1,196",0,"2,507",0,"1,196",0,0,"13,829","23,517",0,0,"34,456",0,"310,136"
          Philippine Racing Commission,"16,677",0,0,0,0,0,0,0,0,"1,937",84,0,111,0,84,0,0,795,"1,769",0,0,"3,398",0,"24,855"
          Philippine Sports Commission,"28,960",0,0,0,0,119,0,0,0,"3,074",132,0,137,0,289,0,0,"1,490","2,708",0,0,"4,577",0,"41,486"
          Presidential Commission for the Urban Poor,"33,430",0,"1,270",0,0,"2,983",0,0,0,"3,788",153,0,533,0,157,0,0,803,"3,272",0,0,"4,667",0,"51,056"
          Presidential Legislative Liaison Office,"8,174",0,0,0,0,351,0,0,0,976,31,0,86,0,30,0,0,"1,003",766,0,0,"1,345",0,"12,762"
          Presidential Management Staff,"77,355",0,"2,011",0,0,167,0,0,0,"9,311",328,0,852,0,327,0,0,"6,532","8,410",0,0,"10,974",0,"116,267"
,,,,,,,,,,,,,,,,,,,,,,,,
     Autonomous Region in Muslim Mindanao,"5,754,801",0,"118,539",0,0,"49,051",0,0,540,"153,438","33,858",0,"56,646",0,"33,897",0,0,"52,660","545,167",0,0,"912,202",0,"7,710,799"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Autonomous Regional Government in Muslim Mindanao,"5,754,801",0,"118,539",0,0,"49,051",0,0,540,"153,438","33,858",0,"56,646",0,"33,897",0,0,"52,660","545,167",0,0,"912,202",0,"7,710,799"
,,,,,,,,,,,,,,,,,,,,,,,,
     Joint Legislative-Executive Councils,0,0,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Legislative-Executive Development Advisory Council,0,0,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542
,,,,,,,,,,,,,,,,,,,,,,,,
     The Judiciary,"6,898,882",0,"91,397",0,0,"238,860",0,"509,925",0,"624,098","34,466",0,"68,472",0,"34,144",0,"1,185","490,156","696,063","554,912",0,"1,111,745",0,"11,354,305"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Supreme Court of the Philippines and the,,,,,,,,,,,,,,,,,,,,,,,,
                Lower Courts,"6,289,474",0,"88,908",0,0,"215,738",0,"456,087",0,"554,330","31,669",0,"62,602",0,"30,879",0,0,"433,383","634,767","495,794",0,"1,033,466",0,"10,327,097"
               Presidential Electoral Tribunal,"33,577",0,0,0,0,0,0,0,0,"3,620",79,0,413,0,572,0,0,"2,023","2,669",0,0,"2,387",0,"45,340"
          Sandiganbayan,"83,759",0,0,0,0,"2,240",0,"2,283",0,"10,118",469,0,861,0,479,0,765,"7,513","8,845","9,889",0,"13,315",0,"140,536"
          Court of Appeals,"403,560",0,"2,489",0,0,"20,882",0,"51,555",0,"49,169","1,976",0,"4,067",0,"1,940",0,420,"42,297","43,635","45,300",0,"55,492",0,"722,782"
          Court of Tax Appeals,"88,512",0,0,0,0,0,0,0,0,"6,861",273,0,529,0,274,0,0,"4,940","6,147","3,929",0,"7,085",0,"118,550"
,,,,,,,,,,,,,,,,,,,,,,,,
     Civil Service Commission,"473,813",0,519,0,0,"3,790",0,0,85,"40,143","1,302",0,"3,423",0,"1,301",0,69,"31,567","37,094","6,064",0,"38,600",0,"637,770"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Civil Service Commission,"460,161",0,519,0,0,"3,780",0,0,85,"38,512","1,246",0,"3,269",0,"1,245",0,1,"30,461","35,612","6,064",0,"33,207",0,"614,162"
               Career Executive Service Board,"13,652",0,0,0,0,10,0,0,0,"1,631",56,0,154,0,56,0,68,"1,106","1,482",0,0,"5,393",0,"23,608"
,,,,,,,,,,,,,,,,,,,,,,,,
     Commission on Audit,"2,975,986",0,0,0,0,"80,943",0,"17,151",0,"365,661","10,387",0,"19,263",0,"10,400",0,"22,730","295,782","311,318","9,661",0,"420,574",0,"4,539,856"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
,,,,,,,,,,,,,,,,,,,,,,,,
     Commission on Elections,"1,053,166",0,"311,426",0,0,"48,673",0,0,"2,588,282","117,427","6,121",0,"11,676",0,"5,275",0,"810,422","379,322","117,433","27,144",0,"163,704",0,"5,640,071"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
,,,,,,,,,,,,,,,,,,,,,,,,
     Office of the Ombudsman,"576,715",0,0,0,0,"3,156",0,"6,988",0,"38,456","1,250",0,"3,365",0,"1,169",0,"2,784","109,919","35,368","12,733",0,"98,876",0,"890,779"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
,,,,,,,,,,,,,,,,,,,,,,,,
     Commission on Human Rights,"158,611",0,"4,521",0,0,"1,457",0,0,0,"19,067",819,0,"1,678",0,731,0,0,"5,424","17,452",0,0,"21,428",0,"231,188"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
SPECIAL PURPOSE FUNDS,"22,250",0,0,0,0,620,0,0,0,"2,428",109,0,193,0,185,0,66,330,"1,922",0,0,"24,295",0,"52,398"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
,,,,,,,,,,,,,,,,,,,,,,,,
     Allocation to Local Government Units,"22,250",0,0,0,0,620,0,0,0,"2,428",109,0,193,0,185,0,66,330,"1,922",0,0,"24,295",0,"52,398"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Metropolitan Manila Development Authority,"22,250",0,0,0,0,620,0,0,0,"2,428",109,0,193,0,185,0,66,330,"1,922",0,0,"24,295",0,"52,398"
GRAND TOTAL,"191,862,285","53,255,334","4,949,758","3,129","1,064,732","7,517,508","538,621","6,669,277","2,608,317","22,006,607","1,007,533","349,916","1,845,762","551,714","975,204","374,390","939,364","4,192,084","17,995,038","724,274","44,078,333","46,633,655","47,417,308","457,560,143"
