particular,A110,A112,A115,A120,A125,A130,A140,A200,A310,A315,A320,A325,A330,A335,A340,A345,A500,A800,A850,A855,A900,A910,Total
               Jose Rizal Memorial State University,,,,,,,,,,,,,,,,,,,,,,,
                     (Jose Rizal Memorial State College),"89,434",0,"2,227",0,0,0,0,0,"10,733",0,517,0,"1,028",0,509,0,264,"9,604",0,0,"13,175",0,"127,491"
               Western Mindanao State University,"159,344",0,"3,856",0,0,0,0,0,"19,124",0,798,0,"1,678",0,791,0,"5,328","16,600",0,0,"20,370",0,"227,889"
               Zamboanga City State Polytechnic College,"42,429",0,766,0,0,0,0,0,"5,093",0,228,0,472,0,224,0,995,"4,482",0,0,"5,826",0,"60,515"
               Zamboanga State College of Marine,,,,,,,,,,,,,,,,,,,,,,,
                     Sciences and Technology,"50,384",0,"2,877",0,0,0,0,0,"6,047",0,280,0,533,0,275,0,766,"5,364",0,0,"7,142",0,"73,668"
,,,,,,,,,,,,,,,,,,,,,,,
          Region X - NORTHERN MINDANAO,"574,096",0,"11,995","1,500",0,0,0,0,"68,904",0,"2,614",0,"5,207",0,"2,579",0,"14,188","58,711",0,0,"67,092",0,"806,886"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Bukidnon State University,"51,747",0,"1,700",0,0,0,0,0,"6,212",0,230,0,490,0,230,0,"2,543","5,269",0,0,"5,874",0,"74,295"
               Camiguin Polytechnic State College,"17,681",0,163,0,0,0,0,0,"2,122",0,96,0,193,0,95,0,497,"1,875",0,0,"2,458",0,"25,180"
               Central Mindanao University,"150,467",0,"3,792",0,0,0,0,0,"18,058",0,850,0,"1,512",0,826,0,"3,986","16,070",0,0,"21,804",0,"217,365"
               Mindanao University of Science and Technology,"54,170",0,"1,889",0,0,0,0,0,"6,503",0,242,0,534,0,241,0,"3,013","5,521",0,0,"6,217",0,"78,330"
               MSU-Iligan Institute of Technology,"271,614",0,"2,721","1,500",0,0,0,0,"32,597",0,"1,048",0,"2,172",0,"1,042",0,"2,635","26,997",0,0,"26,980",0,"369,306"
               Misamis Oriental State College of,,,,,,,,,,,,,,,,,,,,,,,
                     Agriculture and Technology,"18,884",0,"1,439",0,0,0,0,0,"2,267",0,96,0,198,0,94,0,"1,391","1,969",0,0,"2,431",0,"28,769"
               Northwestern Mindanao State College of,,,,,,,,,,,,,,,,,,,,,,,
                     Science and Technology,"9,533",0,291,0,0,0,0,0,"1,145",0,52,0,108,0,51,0,123,"1,010",0,0,"1,328",0,"13,641"
,,,,,,,,,,,,,,,,,,,,,,,
          Region XI - DAVAO REGION,"180,362",0,943,0,0,0,0,0,"21,650",0,915,0,"1,855",0,899,0,"5,086","18,814",0,0,"23,224",0,"253,748"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Davao del Norte State College,"22,915",0,341,0,0,0,0,0,"2,751",0,133,0,256,0,131,0,296,"2,460",0,0,"3,373",0,"32,656"
               Davao Oriental State College of Science,,,,,,,,,,,,,,,,,,,,,,,
                     and Technology,"28,332",0,423,0,0,0,0,0,"3,401",0,155,0,315,0,154,0,854,"3,001",0,0,"3,911",0,"40,546"
               Southern Philippines Agri-Business and,,,,,,,,,,,,,,,,,,,,,,,
                     Marine and Aquatic School of Technology,"24,550",0,179,0,0,0,0,0,"2,947",0,132,0,264,0,130,0,793,"2,592",0,0,"3,332",0,"34,919"
               University of Southeastern Philippines,"104,565",0,0,0,0,0,0,0,"12,551",0,495,0,"1,020",0,484,0,"3,143","10,761",0,0,"12,608",0,"145,627"
,,,,,,,,,,,,,,,,,,,,,,,
          Region XII - MAIN SOCCSKSARGEN,"317,368",0,"5,913",0,0,0,0,0,"38,091",0,"1,547",0,"3,211",0,"1,528",0,"7,213","32,880",0,0,"40,004",0,"447,755"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Cotabato City State Polytechnic College,"45,336",0,"1,017",0,0,0,0,0,"5,441",0,234,0,489,0,232,0,"1,256","4,754",0,0,"5,995",0,"64,754"
               Cotabato Foundation College of Science,,,,,,,,,,,,,,,,,,,,,,,
                     and Technology,"40,098",0,314,0,0,0,0,0,"4,814",0,242,0,446,0,236,0,"1,023","4,349",0,0,"6,181",0,"57,703"
               Sultan Kudarat State University (Sultan,,,,,,,,,,,,,,,,,,,,,,,
                     Kudarat Polytechnic State College),"57,405",0,793,0,0,0,0,0,"6,889",0,281,0,622,0,279,0,"1,379","5,950",0,0,"7,148",0,"80,746"
               University of Southern Mindanao,"174,529",0,"3,789",0,0,0,0,0,"20,947",0,790,0,"1,654",0,781,0,"3,555","17,827",0,0,"20,680",0,"244,552"
,,,,,,,,,,,,,,,,,,,,,,,
          CARAGA ADMINISTRATIVE REGION,"186,767",0,"5,680",0,0,0,0,0,"22,416",0,"1,025",0,"2,105",0,"1,013",0,"2,719","19,823",0,0,"26,300",0,"267,848"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Agusan del Sur State College of,,,,,,,,,,,,,,,,,,,,,,,
                     Agriculture and Technology,"17,280",0,221,0,0,0,0,0,"2,075",0,96,0,188,0,94,0,193,"1,836",0,0,"2,453",0,"24,436"
               Caraga State University (Northern,,,,,,,,,,,,,,,,,,,,,,,
                     Mindanao State Institute of,,,,,,,,,,,,,,,,,,,,,,,
                     Science and Technology),"43,123",0,"1,352",0,0,0,0,0,"5,176",0,229,0,470,0,227,0,994,"4,545",0,0,"5,970",0,"62,086"
               Surigao del Sur State University,,,,,,,,,,,,,,,,,,,,,,,
                     (Surigao del Sur Polytechnic State College),"65,360",0,"1,330",0,0,0,0,0,"7,844",0,374,0,754,0,370,0,396,"7,003",0,0,"9,557",0,"92,988"
               Surigao State College of Technology,"61,004",0,"2,777",0,0,0,0,0,"7,321",0,326,0,693,0,322,0,"1,136","6,439",0,0,"8,320",0,"88,338"
,,,,,,,,,,,,,,,,,,,,,,,
          AUTONOMOUS REGION IN MUSLIM MINDANAO,"1,359,615",0,"32,010","4,541",0,0,0,0,"163,168",0,"6,480",0,"12,642",0,"6,345",0,"15,309","140,248",0,0,"166,017",0,"1,906,375"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Adiong Memorial Polytechnic State College,"9,154",0,67,0,0,0,0,0,"1,100",0,51,0,101,0,50,0,371,974,0,0,"1,296",0,"13,164"
               Basilan State College,"26,399",0,263,0,0,0,0,0,"3,168",0,142,0,283,0,140,0,471,"2,786",0,0,"3,590",0,"37,242"
               Mindanao State University,"1,076,472",0,"22,685","3,856",0,0,0,0,"129,186",0,"4,974",0,"9,791",0,"4,877",0,"11,222","110,397",0,0,"127,646",0,"1,501,106"
               MSU-Tawi-Tawi College of Technology and Oceanography,"193,092",0,"5,949",685,0,0,0,0,"23,173",0,"1,031",0,"1,879",0,999,0,"2,032","20,384",0,0,"26,325",0,"275,549"
               Sulu State College,"28,318",0,792,0,0,0,0,0,"3,399",0,152,0,313,0,150,0,599,"2,990",0,0,"3,870",0,"40,583"
               Tawi-Tawi Regional Agricultural College,"26,180",0,"2,254",0,0,0,0,0,"3,142",0,130,0,275,0,129,0,614,"2,717",0,0,"3,290",0,"38,731"
,,,,,,,,,,,,,,,,,,,,,,,
     Department of Energy,"183,433",0,0,0,0,0,0,0,"22,017",0,762,0,"1,685",0,757,0,"7,864","18,438",0,0,"19,347",0,"254,303"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"183,433",0,0,0,0,0,0,0,"22,017",0,762,0,"1,685",0,757,0,"7,864","18,438",0,0,"19,347",0,"254,303"
,,,,,,,,,,,,,,,,,,,,,,,
     Department of Environment and Natural Resources,"3,535,991","45,588","164,616",0,0,0,0,0,"428,152",0,"21,817",286,"37,827",504,"21,419",286,"60,945","385,198",0,"14,708","551,351","46,243","5,314,931"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"2,939,972",0,"149,129",0,0,0,0,0,"352,902",0,"19,032",0,"32,045",0,"18,643",0,"48,265","324,019",0,0,"480,912",0,"4,364,919"
          Environmental Management Bureau,"163,690",0,"9,784",0,0,0,0,0,"19,653",0,795,0,"1,609",0,789,0,"2,736","16,930",0,0,"20,100",0,"236,086"
          Mines and Geo-Sciences Bureau,"279,492",0,0,0,0,0,0,0,"33,560",0,"1,286",0,"2,679",0,"1,284",0,"5,652","28,589",0,0,"32,369",0,"384,911"
          National Mapping and Resource Information Authority,"105,513","45,588","5,539",0,0,0,0,0,"16,355",0,500,286,"1,057",504,500,286,"2,309","10,875",0,"14,708","12,808","46,243","263,071"
          National Water Resources Board,"26,049",0,164,0,0,0,0,0,"3,128",0,113,0,243,0,113,0,903,"2,636",0,0,"2,857",0,"36,206"
          Palawan Council for Sustainable Development Staff,"21,275",0,0,0,0,0,0,0,"2,554",0,91,0,194,0,90,0,"1,080","2,149",0,0,"2,305",0,"29,738"
,,,,,,,,,,,,,,,,,,,,,,,
     Department of Finance,"4,060,745",0,"39,594","392,671",0,0,0,0,"487,374",0,"21,187",0,"43,031",0,"21,087",0,"73,570","426,432",0,0,"546,820",0,"6,112,511"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"113,318",0,"7,620",0,0,0,0,0,"13,602",0,448,0,993,0,444,0,"7,308","11,294",0,0,"11,434",0,"166,461"
          Bureau of Customs,"805,973",0,"2,502",0,0,0,0,0,"96,743",0,"4,826",0,"8,750",0,"4,779",0,"12,245","87,185",0,0,"135,704",0,"1,158,707"
          Bureau of Internal Revenue,"2,460,266",0,0,"392,671",0,0,0,0,"295,254",0,"12,920",0,"26,814",0,"12,882",0,"31,217","258,802",0,0,"328,882",0,"3,819,708"
          Bureau of Local Government Finance,"84,685",0,0,0,0,0,0,0,"10,169",0,394,0,820,0,393,0,"2,064","8,688",0,0,"9,941",0,"117,154"
          Bureau of the Treasury,"231,680",0,0,0,0,0,0,0,"27,819",0,"1,017",0,"2,175",0,"1,013",0,"9,570","23,494",0,0,"25,660",0,"322,428"
          Central Board of Assessment Appeals,"5,518",0,0,0,0,0,0,0,663,0,27,0,52,0,27,0,564,570,0,0,674,0,"8,095"
          Cooperative Development Authority,"155,053",0,821,0,0,0,0,0,"18,609",0,753,0,"1,631",0,748,0,"3,353","16,049",0,0,"19,141",0,"216,158"
          Insurance Commission,"50,869",0,0,0,0,0,0,0,"6,108",0,215,0,478,0,215,0,"1,592","5,127",0,0,"5,440",0,"70,044"
          National Tax Research Center,"21,557",0,0,0,0,0,0,0,"2,588",0,109,0,213,0,108,0,936,"2,248",0,0,"2,780",0,"30,539"
          Privatization and Management Office,0,0,"28,651",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"28,651"
          Securities and Exchange Commission,"131,826",0,0,0,0,0,0,0,"15,819",0,478,0,"1,105",0,478,0,"4,721","12,975",0,0,"7,164",0,"174,566"
,,,,,,,,,,,,,,,,,,,,,,,
     Department of Foreign Affairs,"633,508",0,"710,126",0,0,0,0,867,"76,066",0,"2,548",0,"5,347",0,"2,548",0,"17,367","63,280",0,0,"3,967,866",0,"5,479,523"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"610,262",0,"708,765",0,0,0,0,0,"73,274",0,"2,429",0,"5,100",0,"2,429",0,"13,720","60,855",0,0,"3,964,895",0,"5,441,729"
          Foreign Service Institute,"19,395",0,746,0,0,0,0,0,"2,329",0,99,0,209,0,99,0,"3,233","2,023",0,0,"2,480",0,"30,613"
          Technical Cooperation Council of the Philippines,496,0,240,0,0,0,0,0,60,0,4,0,6,0,4,0,102,57,0,0,92,0,"1,061"
          UNESCO National Commission of the Philippines,"3,355",0,375,0,0,0,0,867,403,0,16,0,32,0,16,0,312,345,0,0,399,0,"6,120"
,,,,,,,,,,,,,,,,,,,,,,,
     Department of Health,"5,608,780",0,"240,910",0,0,0,0,0,"673,116",0,"31,143",0,"57,170",0,"30,470",0,"43,838","594,403",0,0,"1,150,934",0,"8,430,764"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"5,517,442",0,"240,525",0,0,0,0,0,"662,153",0,"30,676",0,"56,254",0,"30,006",0,"39,494","584,857",0,0,"1,133,894",0,"8,295,301"
          Commission on Population,"66,093",0,385,0,0,0,0,0,"7,932",0,349,0,684,0,347,0,"2,964","6,960",0,0,"12,865",0,"98,579"
          National Nutrition Council,"25,245",0,0,0,0,0,0,0,"3,031",0,118,0,232,0,117,0,"1,380","2,586",0,0,"4,175",0,"36,884"
,,,,,,,,,,,,,,,,,,,,,,,
     Department of the Interior and Local Government,"2,680,532","29,141,135","21,007",0,0,0,0,550,"321,719","551,699","14,698","200,778","26,982","501,946","14,469","200,778","209,720","284,389",0,"17,701,413","384,458","27,451,862","79,708,135"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"1,329,861",0,"15,525",0,0,0,0,0,"159,591",0,"5,590",0,"12,105",0,"5,542",0,"50,189","134,088",0,0,"142,876",0,"1,855,367"
          Bureau of Fire Protection,"86,415","3,076,992",0,0,0,0,0,0,"10,371","40,447",626,"20,118",964,"50,295",603,"20,118",576,"9,804",0,"968,124","15,881","2,425,685","6,727,019"
          Bureau of Jail Management and Penology,"18,839","1,648,312",0,0,0,0,0,0,"2,262","40,447",100,"11,209",195,"28,023",99,"11,209",672,"1,982",0,"696,621","2,865","1,223,700","3,686,535"
          Local Government Academy,"12,628",0,0,0,0,0,0,0,"1,517",0,60,0,121,0,59,0,516,"1,298",0,0,"1,503",0,"17,702"
          National Police Commission,"284,564",0,500,0,0,0,0,550,"34,190",0,"1,353",0,"2,640",0,"1,348",0,"19,004","29,167",0,0,"33,212","835,145","1,241,673"
          Philippine National Police,"878,174","24,142,301",0,0,0,0,0,0,"105,381","470,805","6,616","168,191","10,217","420,477","6,467","168,191","2,180","100,747",0,"16,036,668","179,155","22,865,258","65,560,828"
          Philippine Public Safety College,"70,051","273,530","4,982",0,0,0,0,0,"8,407",0,353,"1,260",740,"3,151",351,"1,260","136,583","7,303",0,0,"8,966","102,074","619,011"
,,,,,,,,,,,,,,,,,,,,,,,
     Department of Justice,"4,351,028",0,"42,781",0,0,0,0,238,"412,230",0,"18,382",0,"35,640",0,"18,181",0,"582,153","439,111","40,993",0,"718,823",0,"6,659,560"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"1,563,353",0,0,0,0,0,0,238,"85,171",0,"5,027",0,"10,834",0,"4,982",0,"296,552","151,221","1,242",0,"307,766",0,"2,426,386"
          Bureau of Corrections,"323,932",0,0,0,0,0,0,0,"38,877",0,"2,493",0,"3,714",0,"2,483",0,"2,072","37,366",0,0,"93,923",0,"504,860"
          Bureau of Immigration,"201,573",0,"8,400",0,0,0,0,0,"24,190",0,"1,282",0,"2,313",0,"1,264",0,"1,113","22,135",0,0,"32,573",0,"294,843"
          Land Registration Authority,"389,610",0,"10,980",0,0,0,0,0,"46,755",0,"2,573",0,"4,193",0,"2,491",0,"15,793","43,185","1,738",0,"66,456",0,"583,774"
          National Bureau of Investigation,"385,879",0,"13,063",0,0,0,0,0,"46,307",0,"1,863",0,"3,594",0,"1,851",0,"19,032","39,919",0,0,"61,676",0,"573,184"
          Office of the Government Corporate Counsel,"43,277",0,"2,200",0,0,0,0,0,"3,948",0,144,0,296,0,142,0,"8,664","4,202","4,926",0,"4,083",0,"71,882"
          Office of the Solicitor General,"230,890",0,0,0,0,0,0,0,"21,471",0,817,0,"1,825",0,813,0,"30,600","22,641","33,087",0,"24,968",0,"367,112"
          Parole and Probation Administration,"294,562",0,0,0,0,0,0,0,"35,355",0,"1,220",0,"2,630",0,"1,217",0,"20,940","29,609",0,0,"31,526",0,"417,059"
          Presidential Commission on Good Government,"29,725",0,"8,138",0,0,0,0,0,"3,568",0,116,0,245,0,115,0,"3,075","2,958",0,0,"2,955",0,"50,895"
          Public Attorney's Office,"888,227",0,0,0,0,0,0,0,"106,588",0,"2,847",0,"5,996",0,"2,823",0,"184,312","85,875",0,0,"92,897",0,"1,369,565"
,,,,,,,,,,,,,,,,,,,,,,,
     Department of Labor and Employment,"2,084,331",0,"44,028","9,583",0,0,0,"25,043","250,218",0,"9,309",0,"19,714",0,"9,245",0,"203,921","212,211","13,119",0,"433,310",0,"3,314,032"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"525,793",0,0,0,0,0,0,0,"63,117",0,"2,181",0,"4,857",0,"2,175",0,"21,528","52,842",0,0,"252,112",0,"924,605"
          Institute for Labor Studies,"11,448",0,0,0,0,0,0,0,"1,375",0,50,0,107,0,49,0,516,"1,155",0,0,"1,230",0,"15,930"
          National Conciliation and Mediation Board,"60,448",0,0,0,0,0,0,0,"7,261",0,251,0,529,0,250,0,"2,912","6,055",0,0,"6,220",0,"83,926"
          National Labor Relations Commission,"304,784",0,422,0,0,0,0,0,"36,591",0,"1,130",0,"2,348",0,"1,119",0,"36,597","30,070","10,921",0,"28,681",0,"452,663"
          National Maritime Polytechnic,"23,341",0,298,0,0,0,0,0,"2,802",0,129,0,247,0,127,0,"1,392","2,482",0,0,"3,307",0,"34,125"
          National Wages and Productivity Commission,"50,303",0,"2,556",0,0,0,0,"22,104","6,044",0,206,0,445,0,205,0,"2,792","5,029",0,0,"5,114",0,"94,798"
          Philippine Overseas Employment Administration,"124,417",0,"2,765",0,0,0,0,0,"14,933",0,472,0,"1,083",0,472,0,"8,277","12,327",0,0,"12,043",0,"176,789"
          Professional Regulation Commission,"81,080",0,383,0,0,0,0,0,"9,735",0,453,0,816,0,445,0,"104,927","8,631","2,198",0,"11,428",0,"220,096"
          Technical Education and Skills Development Authority,"902,717",0,"37,604","9,583",0,0,0,"2,939","108,360",0,"4,437",0,"9,282",0,"4,403",0,"24,980","93,620",0,0,"113,175",0,"1,311,100"
,,,,,,,,,,,,,,,,,,,,,,,
     Department of National Defense,"1,368,897","23,018,757","474,565",0,0,0,0,0,"164,283",0,"9,492","150,210","15,261","337,973","9,298","150,210","18,587","153,563",0,"34,347,828","428,860","21,435,859","82,083,643"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          DND Proper (Office of the Secretary),"62,427",0,"16,733",0,0,0,0,0,"7,492",0,292,0,555,0,288,0,"5,292","6,418",0,0,"7,607",0,"107,104"
          Government Arsenal,"93,765",0,0,0,0,0,0,0,"11,254",0,694,0,"1,084",0,690,0,456,"10,700",0,0,"43,321",0,"161,964"
          National Defense College of the Philippines,"12,347",0,0,0,0,0,0,0,"1,483",0,65,0,121,0,64,0,"5,482","1,296",0,0,"1,621",0,"22,479"
          Office of Civil Defense,"53,773",0,"2,771",0,0,0,0,0,"6,453",0,269,0,532,0,267,0,"2,184","5,602",0,0,"6,856",0,"78,707"
          Philippine Veterans Affairs Office,"290,806",0,"72,119",0,0,0,0,0,"34,898",0,"1,837",0,"3,109",0,"1,794",0,"3,531","31,872",0,"7,109,115","63,516",0,"7,612,597"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Philippine Veterans Affairs Office (Proper),"58,317",0,0,0,0,0,0,0,"6,999",0,388,0,635,0,377,0,"3,015","6,471",0,"7,109,115","9,807",0,"7,195,124"
               Veterans Memorial Medical Center,"232,489",0,"72,119",0,0,0,0,0,"27,899",0,"1,449",0,"2,474",0,"1,417",0,516,"25,401",0,0,"53,709",0,"417,473"
,,,,,,,,,,,,,,,,,,,,,,,
          Armed Forces of the Philippines,"855,779","23,018,757","382,942",0,0,0,0,0,"102,703",0,"6,335","150,210","9,860","337,973","6,195","150,210","1,642","97,675",0,"27,238,713","305,939","21,435,859","74,100,792"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Philippine Army (Land Forces),"174,341","15,006,413","45,408",0,0,0,0,0,"20,921",0,"1,284","101,988","2,017","229,473","1,260","101,988",586,"19,879",0,0,"48,391","14,190,752","29,944,701"
               Philippine Air Force (Air Force),"219,646","2,946,562","36,251",0,0,0,0,0,"26,361",0,"1,657","18,294","2,538","41,162","1,612","18,294",384,"25,187",0,0,"66,311","2,903,027","6,307,286"
               Philippine Navy (Naval Forces),"130,632","4,258,228","58,142",0,0,0,0,0,"15,677",0,977,"26,386","1,505","59,368",968,"26,386",288,"14,957",0,0,"57,385","3,486,966","8,137,865"
"               General Headquarters, AFP and AFP Wide",,,,,,,,,,,,,,,,,,,,,,,
                     Service Support Units (AFPWSSUS),"331,160","807,554","243,141",0,0,0,0,0,"39,744",0,"2,417","3,542","3,800","7,970","2,355","3,542",384,"37,652",0,"27,238,713","133,852","855,114","29,710,940"
,,,,,,,,,,,,,,,,,,,,,,,
     Department of Public Works and Highways,"3,193,913",0,"7,599",0,0,0,0,0,"383,456",0,"18,488",0,"33,283",0,"18,242",0,"44,834","343,100",0,0,"469,328",0,"4,512,243"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"3,193,913",0,"7,599",0,0,0,0,0,"383,456",0,"18,488",0,"33,283",0,"18,242",0,"44,834","343,100",0,0,"469,328",0,"4,512,243"
,,,,,,,,,,,,,,,,,,,,,,,
     Department of Science and Technology,"1,741,288",0,"6,110",0,0,0,0,"1,247","209,001",0,"9,647",0,"18,476",0,"9,610",0,"34,056","185,174",0,0,"418,183",0,"2,632,792"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"176,263",0,0,0,0,0,0,0,"21,159",0,706,0,"1,606",0,704,0,"8,230","17,595",0,0,"68,439",0,"294,702"
          Advanced Science and Technology Institute,"18,776",0,0,0,0,0,0,0,"2,254",0,81,0,181,0,81,0,648,"1,901",0,0,"6,663",0,"30,585"
          Food and Nutrition Research Institute,"42,962",0,0,0,0,0,0,0,"5,157",0,201,0,440,0,201,0,684,"4,417",0,0,"7,733",0,"61,795"
          Forest Products Research and Development Institute,"42,955",0,0,0,0,0,0,0,"5,156",0,211,0,434,0,209,0,"1,056","4,456",0,0,"6,759",0,"61,236"
          Industrial Technology Development Institute,"78,149",0,0,0,0,0,0,0,"9,380",0,357,0,774,0,357,0,"1,188","7,999",0,0,"21,585",0,"119,789"
          Information and Communications Technology Office,"738,247",0,"5,056",0,0,0,0,0,"88,591",0,"4,913",0,"8,329",0,"4,895",0,"9,565","81,992",0,0,"130,481",0,"1,072,069"
          Metals Industry Research and Development Center,"48,610",0,0,0,0,0,0,0,"5,836",0,234,0,498,0,233,0,"1,200","5,023",0,0,"18,553",0,"80,187"
          National Academy of Science and Technology,"3,502",0,0,0,0,0,0,243,421,0,14,0,29,0,13,0,360,347,0,0,"1,213",0,"6,142"
          National Research Council of the Philippines,"9,967",0,0,0,0,0,0,219,"1,197",0,44,0,95,0,44,0,456,"1,011",0,0,"4,759",0,"17,792"
"          Philippine Atmospheric, Geophysical and",,,,,,,,,,,,,,,,,,,,,,,
                Astronomical Services Administration,"189,045",0,0,0,0,0,0,0,"22,690",0,"1,032",0,"2,104",0,"1,027",0,924,"20,034",0,0,"47,766",0,"284,622"
"          Philippine Council for Agriculture, Forestry",,,,,,,,,,,,,,,,,,,,,,,
                and Natural Resources Research and Development,"48,966",0,0,0,0,0,0,0,"5,877",0,225,0,486,0,225,0,"1,584","5,012",0,0,"7,704",0,"70,079"
          Philippine Council for Aquatic and Marine,,,,,,,,,,,,,,,,,,,,,,,
                Research and Development,"11,062",0,0,0,0,0,0,0,"1,329",0,49,0,104,0,48,0,785,"1,123",0,0,"3,746",0,"18,246"
          Philippine Council for Health Research and Development,"13,963",0,106,0,0,0,0,100,"1,679",0,61,0,134,0,61,0,552,"1,411",0,0,"3,498",0,"21,565"
"          Philippine Council for Industry, Energy and",,,,,,,,,,,,,,,,,,,,,,,
                Emerging Technology Research and Development,"16,113",0,0,0,0,0,0,0,"1,934",0,61,0,139,0,61,0,"1,104","1,594",0,0,"6,532",0,"27,538"
          Philippine Institute of Volcanology and Seismology,"45,431",0,0,0,0,0,0,0,"5,455",0,241,0,493,0,241,0,516,"4,783",0,0,"14,086",0,"71,246"
          Philippine Nuclear Research Institute,"52,728",0,0,0,0,0,0,0,"6,329",0,246,0,527,0,246,0,"1,184","5,416",0,0,"12,983",0,"79,659"
          Philippine Science High School,"144,877",0,948,0,0,0,0,685,"17,390",0,700,0,"1,518",0,695,0,"2,496","14,979",0,0,"30,717",0,"215,005"
          Philippine Textile Research Institute,"19,854",0,0,0,0,0,0,0,"2,385",0,106,0,210,0,104,0,360,"2,085",0,0,"8,275",0,"33,379"
          Science Education Institute,"11,831",0,0,0,0,0,0,0,"1,422",0,43,0,105,0,43,0,612,"1,162",0,0,"5,809",0,"21,027"
          Science and Technology Information Institute,"12,504",0,0,0,0,0,0,0,"1,501",0,58,0,125,0,58,0,192,"1,278",0,0,"2,856",0,"18,572"
          Technology Application and Promotion Institute,"15,483",0,0,0,0,0,0,0,"1,859",0,64,0,145,0,64,0,360,"1,556",0,0,"8,026",0,"27,557"
,,,,,,,,,,,,,,,,,,,,,,,
     Department of Social Welfare and Development,"622,951",0,"49,622",0,0,0,0,0,"74,776",0,"3,250",0,"6,314",0,"3,224",0,"21,507","65,401",0,0,"84,092",0,"931,137"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"575,303",0,"49,370",0,0,0,0,0,"69,055",0,"3,046",0,"5,880",0,"3,021",0,"18,279","60,586",0,0,"78,929",0,"863,469"
