region,province,city_or_municipality,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,total,percentage_to_total
V (Bicol Region),Camarines Sur,Milaor,4,4,8,9,12,3,9,-,3,4,4,6,5,10,9,19,12,8,15,21,12,14,13,12,16,232,
V (Bicol Region),Camarines Sur,Minalabac,2,1,2,2,4,-,5,6,8,6,11,6,18,8,12,9,7,14,18,17,8,14,1,4,14,197,
V (Bicol Region),Camarines Sur,Nabua,38,37,57,32,58,36,53,33,45,28,28,36,33,34,70,33,36,38,40,46,52,50,50,64,51,1078,
V (Bicol Region),Camarines Sur,Naga City,112,91,102,99,111,138,118,113,120,108,82,95,102,117,139,176,170,190,248,201,189,162,156,203,255,3597,
V (Bicol Region),Camarines Sur,Ocampo,2,1,5,6,2,3,2,3,4,2,10,-,1,2,-,-,2,6,6,6,2,13,2,10,14,104,
V (Bicol Region),Camarines Sur,Pamplona,-,2,2,1,7,2,2,2,-,2,1,-,1,2,3,-,1,3,4,3,3,6,8,12,2,69,
V (Bicol Region),Camarines Sur,Pasacao,1,7,-,6,4,2,7,2,7,4,2,7,7,5,2,4,8,4,4,8,4,5,3,10,2,115,
V (Bicol Region),Camarines Sur,Pili (Capital),24,11,32,28,16,21,18,18,20,24,20,14,21,25,13,19,32,30,24,24,19,31,22,53,32,591,
V (Bicol Region),Camarines Sur,Presentacion (Parubcan),-,-,2,7,-,-,-,-,2,-,1,-,-,1,-,-,-, ,2,-,-,1,-,-,-,16,
V (Bicol Region),Camarines Sur,Ragay,1,-,4,8,1,3,-,3,2,1,5,1,5,4,1,-,6,7,11,8,2,14,3,7,12,109,
V (Bicol Region),Camarines Sur,Sag nay,2,2,1,6,3,2,5,-,2,1,3,1,-,-,-,-,1,2,3,2,5,2,-,7,1,51,
V (Bicol Region),Camarines Sur,San Fernando,4,3,4,3,2,-,-,3,1,5,1,5,6,1,7,4,4,8,8,8,4,16,7,-,5,109,
V (Bicol Region),Camarines Sur,San Jose,2,2,6,5,-,4,4,2,4,1,2,-,10,1,3,5,6,5,4,6,3,12,8,3,3,101,
V (Bicol Region),Camarines Sur,Sipocot,8,6,5,2,2,5,2,4,6,3,4,4,10,2,6,4,11,7,8,3,9,12,4,11,27,165,
V (Bicol Region),Camarines Sur,Siruma,-,5,-,-,-,2,1,-,1,-,-,-,-,1,-,-,1,-,1,1,-,-,-,-,-,13,
V (Bicol Region),Camarines Sur,Tigaon,4,7,1,1,6,2,1,3,1,5,5,4,2,5,3,3,-,2,11,2,3,6,10,5,10,102,
V (Bicol Region),Camarines Sur,Tinambac,3,4,2,3,2,10,2,3,1,1,8,1,3,2,4,1,5,-,4,-,3,1,8,5,1,77,
V (Bicol Region),Camarines Sur,Not Reported,-,1,-,-,1,-,1,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,5,
V (Bicol Region),Catanduanes,Bagamanoc,3,1,-,3,2,4,7,1,-,-,-,3,-,2,-,-,6,1,2,5,6,1,4,1,3,55,
V (Bicol Region),Catanduanes,Baras,2,-,4,2,-,1,-,2,-,-,-,4,-,-,-,-,-,1, ,-,-,-,2,1,-,19,
V (Bicol Region),Catanduanes,Bato,9,4,-,3,1,2,1,3,1,2,6,2,1,1,-,1,3,1,2,5,2,4,6,1,-,61,
V (Bicol Region),Catanduanes,Caramoran,-,-,1,1,1,-,1,-,3,1,-,3,2,1,1,1,1,1,2,-,-,-,-,1,2,23,
V (Bicol Region),Catanduanes,Gigmoto,1,3,-,1,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,1,8,
V (Bicol Region),Catanduanes,Pandan,-,-,-,2,-,3,10,2,3,1,2,1,-,6,1,-,1,-,-,-,1,1,2,1,-,37,
V (Bicol Region),Catanduanes,Panganiban (Payo),-,-,4,1,1,-,4,1,2,-,-,1,-,-,-,3,1,-,1,2,8,2,-,2,-,33,
V (Bicol Region),Catanduanes,San Andres (Calolbon),2,5,4,1,1,10,6,16,7,3,-,1,-,-,7,3,3,1,2,4,2,7,4,4,11,104,
V (Bicol Region),Catanduanes,San Miguel,-,-,1,-,-,-,-,2,-,4,-,9,-,-,-,-,-,3, ,-,-,-,3,1,1,24,
V (Bicol Region),Catanduanes,Viga,2,2,2,2,3,5,1,2,3,1,2,2,-,1,2,3,-,1,1,-,2,2,1,-,3,43,
V (Bicol Region),Catanduanes,Virac (Capital),9,3,15,5,14,11,34,11,9,9,3,15,5,15,12,13,19,20,17,21,15,29,21,39,25,389,
V (Bicol Region),Masbate,Aroroy,3,1,1,2,3,-,2,-,1,2,2,1,2,-,-,-,-,6,1,2,-,-,2,6,5,42,
V (Bicol Region),Masbate,Baleno,1,-,4,-,2,-,-,2,1,-,3,1,1,1,-,1,1,4, ,3,1,3,9,4,2,44,
V (Bicol Region),Masbate,Balud,-,1,3,-,-,-,-,1,3,-,2,-,2,-,-,-,-,-,-,-,2,5,1,2,3,25,
V (Bicol Region),Masbate,Batuan,1,-,2,-,1,-,1,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,7,
V (Bicol Region),Masbate,Cataingan,6,2,4,-,2,1,1,2,5,4,1,4,-,-,-,2,3,7,3,1,1,4,3,3,8,67,
V (Bicol Region),Masbate,Cawayan,-,-,-,-,4,-,1,-,3,1,1,1,1,-,-,1,1,-,1,-,-,3,-,3,1,22,
V (Bicol Region),Masbate,Claveria,-,-,-,1,-,1,1,1,-,-,2,-,-,1,2,-,1,2, ,-,-,1,1,3,1,18,
V (Bicol Region),Masbate,Dimasalang,1,5,-,5,-,4,2,2,3,-,-,-,3,-,-,-,-,1,2,1,6,1,2,5,1,44,
V (Bicol Region),Masbate,Esperanza,-,1,-,-,-,-,1,-,2,-,1,-,-,1,2,-,-,2, ,-,-,-,-,-,2,12,
V (Bicol Region),Masbate,Mandaon,-,1,3,-,-,1,-,1,1,-,3,-,2,-,1,1,1,1,1,4,-,-,2,-,1,24,
V (Bicol Region),Masbate,Masbate (Capital),19,7,15,17,15,5,11,17,14,22,11,10,6,12,9,7,14,13,22,20,14,19,24,19,41,383,
V (Bicol Region),Masbate,Milagros,-,-,1,2,-,3,4,7,7,8,-,2,2,2,1,-,2,2,5,2,4,1,1,2,4,62,
V (Bicol Region),Masbate,Mobo,1,-,3,-,-,-,1,3,1,-,1,-,2,1,-,1,-,-,-,2,-,2,1,-,-,19,
V (Bicol Region),Masbate,Monreal,2,-,-,-,1,1,-,2,-,-,1,1,-,-,-,1,-,-,1,-,1,1,1,-,1,14,
V (Bicol Region),Masbate,Palanas,1,-,1,1,-,1,-,1,1,-,-,-,-,1,2,3,-,1,1,-,-,1,3,-,-,18,
V (Bicol Region),Masbate,Pio V. Corpuz (Limbuhan),-,1,-,-,-,1,1,-,-,3,-,-,-,2,-,-,8,2, ,-,-,1,1,-,1,21,
V (Bicol Region),Masbate,Placer,4,1,2,-,-,4,3,3,2,4,1,2,-,1,2,-,3,-,2,2,2,3,6,1,5,53,
V (Bicol Region),Masbate,San Fernando,-,2,-,-,2,3,1,-,3,3,-,-,2,1,2,-,2,2,1,-,1,1,-,-,1,27,
V (Bicol Region),Masbate,San Jacinto,7,5,1,2,-,-,1,3,2,-,2,-,-,4,3,-,-,-,3,2,1,2,3,-,2,43,
V (Bicol Region),Masbate,San Pascual,-,1,-,2,-,-,-,-,-,-,-,1,2,-,-,-,1,2, ,-,1,1,2,-,-,13,
V (Bicol Region),Masbate,Uson,2,1,-,-,1,2,-,1,2,1,2,-,2,2,-,4,1,-,1,2,2,7,1,1,2,37,
V (Bicol Region),Masbate,Not Reported,1,-,-,-,-,1,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,4,
V (Bicol Region),Sorsogon,Bacon,3,5,7,3,14,5,5,5,5,2,8,7,1,6,2,3,1,3,4,3,5,4,2,4,4,111,
V (Bicol Region),Sorsogon,Barcelona,3,-,5,1,6,1,3,3,1,-,-,5,1,-,8,1,3,-,-,-,-,2,2,4,-,49,
V (Bicol Region),Sorsogon,Bulan,14,2,6,5,13,4,10,6,11,15,5,5,14,6,17,11,15,15,18,11,12,16,16,8,16,271,
V (Bicol Region),Sorsogon,Bulusan,3,2,10,4,1,3,8,2,6,2,1,2,3,1,2,-,5,3,1,2,7,-,1,2,5,76,
V (Bicol Region),Sorsogon,Casiguran,1,-,3,1,2,2,2,1,2,7,1,-,2,-,3,1,3,2,2,8,6,-,4,1,1,55,
V (Bicol Region),Sorsogon,Castilla,1,-,2,1,1,-,4,3,5,2,2,4,3,-,3,2,2,-,4,-,1,5,5,1,2,53,
V (Bicol Region),Sorsogon,Donsol,3,9,8,2,4,7,3,5,3,1,1,2,-,5,4,1,4,4,4,7,2,7,5,6,7,104,
V (Bicol Region),Sorsogon,Gubat,16,13,12,9,2,13,6,16,20,11,14,4,8,13,7,17,9,9,23,19,13,12,24,38,20,348,
V (Bicol Region),Sorsogon,Irosin,11,11,9,2,13,11,2,10,10,11,4,4,4,-,14,18,2,11,6,8,17,11,8,9,16,222,
V (Bicol Region),Sorsogon,Juban,-,-,3,2,2,2,3,-,-,1,1,1,1,-,2,-,2,-,3,-,3,1,7,4,7,45,
V (Bicol Region),Sorsogon,Magallanes,1,1,-,1,2,-,-,1,-,-,3,1,-,2,1,1,-,9, ,2,1,7,-,-,2,35,
V (Bicol Region),Sorsogon,Matnog,3,4,2,8,8,4,3,4,8,5,1,5,7,1,1,14,4,6,2,7,1,4,4,3,2,111,
V (Bicol Region),Sorsogon,Pilar,-,4,4,3,-,3,1,3,2,5,1,1,1,-,5,-,1,1,2,2,5,-,3,7,7,61,
V (Bicol Region),Sorsogon,Prieto Diaz,2,2,1,1,-,1,3,5,-,1,-,1,4,-,-,-,3,-,1,-,2,-,2,-,4,33,
V (Bicol Region),Sorsogon,Santa Magdalena,-,1,1,3,7,3,6,-,1,2,4,4,2,3,3,-,-,10,2,2,2,2,3,7,6,74,
V (Bicol Region),Sorsogon,Sorsogon (Capital),13,14,24,13,20,16,22,19,19,28,19,21,16,34,34,33,27,26,55,40,56,69,52,59,50,779,
V (Bicol Region),Sorsogon,Not Reported,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1, ,-,-,-,-,-,-,1,
VI (Western Visayas),Aklan,Altavas,5,-,3,1,5,1,3,3,9,3,-,4,4,3,-,2,13,9,8,3,18,5,4,5,9,120,
VI (Western Visayas),Aklan,Balete,3,-,2,3,2,7,2,6,6,2,1,1,-,1,1,1,1,4,1,1,1,1,4,-,8,59,
VI (Western Visayas),Aklan,Banga,19,8,18,15,14,12,28,3,16,11,3,1,6,18,10,10,15,10,16,29,17,15,24,14,19,351,
VI (Western Visayas),Aklan,Batan,2,2,2,3,3,4,5,2,6,3,2,1,-,-,1,8,1,1,2,3,2,3,-,10,9,75,
VI (Western Visayas),Aklan,Buruanga,1,-,4,-,-,1,-,2,2,1,-,1,1,1,2,4,-,1,7,2,3,1,3,5,2,44,
VI (Western Visayas),Aklan,Ibajay,-,4,1,2,7,8,3,4,4,6,3,4,5,4,3,1,8,7,7,7,10,5,1,13,10,127,
VI (Western Visayas),Aklan,Kalibo (Capital),29,33,51,32,41,50,50,40,53,40,42,19,51,45,61,46,52,42,52,84,48,84,100,70,71,1286,
VI (Western Visayas),Aklan,Lezo,6,1,5,1,10,6,10,3,7,4,2,-,6,6,2,17,1,3,2,2,11,6,5,2,2,120,
VI (Western Visayas),Aklan,Libacao,3,-,2,-,-,4,-,1,-,1,1,1,-,-,1,1,4,4,1,4,2,3,1,-,7,41,
VI (Western Visayas),Aklan,Madalag,2,2,-,3,1,-,1,-,-,1,-,-,2,3,-,4,6,1, ,-,1,3,3,3,2,38,
VI (Western Visayas),Aklan,Makato,11,3,8,10,7,4,2,5,10,5,1,1,10,8,8,8,7,9,28,10,5,5,9,21,13,208,
VI (Western Visayas),Aklan,Malay,3,-,7,3,2,2,5,2,5,6,4,5,7,6,7,6,10,9,4,14,5,13,19,13,14,171,
VI (Western Visayas),Aklan,Malinao,4,11,3,2,2,8,2,15,11,17,9,4,9,3,5,5,7,4,5,6,11,7,15,13,4,182,
VI (Western Visayas),Aklan,Nabas,8,1,1,2,2,1,6,3,-,3,5,3,2,4,2,4,13,1,7,7,10,8,8,5,2,108,
VI (Western Visayas),Aklan,New Washington,2,2,8,7,7,6,3,5,13,8,11,9,7,6,6,19,7,4,6,9,7,8,8,9,11,188,
VI (Western Visayas),Aklan,Numancia,24,10,20,11,24,30,14,10,13,8,9,8,11,18,13,10,22,6,18,20,36,23,18,26,25,427,
VI (Western Visayas),Aklan,Tangalan,3,2,1,2,3,4,6,2,2,2,8,2,1,10,2,1,3,5,1,3,3,1,8,6,7,88,
VI (Western Visayas),Aklan,Not Reported,-,-,-,1,1,-,1,2,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,6,
VI (Western Visayas),Antique,Anini-Y,1,-,1,3,1,2,3,2,4,3,5,8,3,1,4,2,3,5,4,1,3,-,4,6,1,70,
VI (Western Visayas),Antique,Barbaza,2,2,4,2,1,6,1,-,6,4,1,-,2,4,-,3,3,1, ,5,3,4,2,4,5,65,
VI (Western Visayas),Antique,Belison,-,1,5,1,3,1,2,2,-,3,1,-,2,-,-,-,-,-,1,5,2,1,4,-,3,37,
VI (Western Visayas),Antique,Bugasong,1,2,7,5,3,11,6,1,6,2,11,7,2,7,1,1,5,6,11,3,4,4,4,9,12,131,
VI (Western Visayas),Antique,Caluya,-,-,-,2,-,1,-,-,-,-,-,-,-,-,-,1,2,1, ,-,-,-,-,-,1,8,
VI (Western Visayas),Antique,Culasi,7,4,6,4,7,3,11,6,8,4,1,-,1,1,4,3,3,4,6,11,7,2,3,11,5,122,
VI (Western Visayas),Antique,Hamtic,1,2,2,4,1,11,4,3,5,4,2,2,3,3,9,6,11,7,20,13,16,5,18,8,7,167,
VI (Western Visayas),Antique,Laua-An,1,2,-,1,1,2,2,-,1,-,2,-,2,3,1,1,2,2,1,1,4,4,1,2,2,38,
VI (Western Visayas),Antique,Libertad,1,-,1,-,-,4,6,-,4,1,7,2,-,1,2,2,1,1, ,2,2,8,4,6,9,64,
VI (Western Visayas),Antique,Pandan,2,7,5,6,3,4,4,2,20,6,3,4,3,3,10,2,12,16,2,13,7,6,11,6,9,166,
VI (Western Visayas),Antique,Patnongon,11,4,12,10,13,12,7,3,2,5,4,4,2,6,4,4,6,7,6,11,11,5,8,13,12,182,
VI (Western Visayas),Antique,San Jose (Capital),7,12,6,13,15,14,27,8,6,14,8,12,5,17,11,14,41,32,17,37,26,33,21,29,31,456,
VI (Western Visayas),Antique,San Remigio,-,-,1,2,7,9,1,-,1,-,-,2,2,1,1,9,-,-,2,-,2,3,7,9,11,70,
VI (Western Visayas),Antique,Sebaste,-,-,-,-,1,2,1,2,-,1,4,-,-,3,6,3,10,3, ,5,4,6,3,5,3,62,
VI (Western Visayas),Antique,Sibalom,7,1,2,4,6,11,11,10,5,10,2,-,6,4,7,11,9,10,14,8,6,4,12,10,20,190,
VI (Western Visayas),Antique,Tibiao,4,1,7,1,1,6,3,2,2,5,2,4,1,3,2,1,1,11,1,5,6,2,7,7,3,88,
VI (Western Visayas),Antique,Tobias Fornier (Dao),8,-,13,5,6,6,3,7,2,2,4,2,15,4,7,11,1,2,3,10,2,8,4,3,11,139,
VI (Western Visayas),Antique,Valderrama,-,1,2,2,2,1,1,2,1,2,-,-,1,-,-,-,1,2,5,2,2,-,5,-,1,33,
VI (Western Visayas),Antique,Not Reported,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,`,-,-,-,-,-,2,
VI (Western Visayas),Capiz,Cuartero,1,-,5,-,1,1,12,3,5,4,-,-,1,1,3,-,1,-,4,4,2,4,5,12,13,82,
VI (Western Visayas),Capiz,Dao,11,4,4,1,3,7,2,2,4,4,-,5,-,2,4,4,8, , ,3,13,1,5,1,5,93,
VI (Western Visayas),Capiz,Dumalag,4,6,7,10,5,8,16,3,4,1,8,6,3,2,6,5,7,5,7,4,11,3,10,18,13,172,
VI (Western Visayas),Capiz,Dumarao,1,4,5,5,4,8,7,5,3,3,4,1,2,3,6,5,1,2,8,4,11,8,7,6,6,119,
VI (Western Visayas),Capiz,Ivisan,7,3,4,3,3,1,4,-,2,3,2,2,4,5,1,5,8,3,11,2,-,7,6,5,5,96,
VI (Western Visayas),Capiz,Jamindan,1,3,4,-,1,-,-,1,-,-,1,2,-,-,1,-,4,1,3,7,-,5,-,4,2,40,
VI (Western Visayas),Capiz,Ma-Ayon,-,2,1,-,3,-,5,2,-,1,-,1,1,2,7,-,4,2,1,5,2,1,4,5,5,54,
VI (Western Visayas),Capiz,Mambusao,4,9,8,10,16,3,4,1,6,7,6,1,7,7,10,10,10,6,10,6,8,12,11,9,23,204,
VI (Western Visayas),Capiz,Panay,2,3,4,5,2,5,1,4,5,2,6,3,8,2,11,1,3,4,4,2,-,12,14,17,4,124,
VI (Western Visayas),Capiz,Panitan,12,4,5,5,1,2,8,5,2,1,5,2,5,6,1,2,12,8,4,3,6,4,1,6,5,115,
VI (Western Visayas),Capiz,Pilar,6,6,8,11,3,5,5,3,5,5,1,3,6,2,4,2,1,7,4,3,10,1,10,4,9,124,
VI (Western Visayas),Capiz,Pontevedra,4,-,2,3,1,5,7,7,2,7,6,1,5,5,5,6,5,8,9,8,4,14,19,10,13,156,
VI (Western Visayas),Capiz,President Roxas,1,4,1,-,4,3,6,3,4,3,4,6,5,3,-,2,6,9,6,4,4,9,6,1,8,102,
VI (Western Visayas),Capiz,Roxas City (Capital),46,27,60,65,65,95,76,68,60,55,41,40,71,60,81,79,110,64,130,94,81,119,124,122,162,1995,
VI (Western Visayas),Capiz,Sapi-An,3,4,3,5,1,4,1,1,5,2,3,-,8,-,1,2,3,5,2,4,1,8,6,2,2,76,
VI (Western Visayas),Capiz,Sigma,-,4,3,3,-,6,14,13,2,-,2,-,2,1,4,8,5,5,12,3,1,1,4,3,2,98,
VI (Western Visayas),Capiz,Tapaz,1,4,-,-,3,1,5,5,1,-,2,1,-,1,3,1,3,3,14,4,1,11,3,16,5,88,
VI (Western Visayas),Capiz,Not Reported,-,-,-,1,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,3,
VI (Western Visayas),Iloilo,Ajuy,6,2,4,3,3,6,3,4,2,1,-,3,8,4,3,5,12,13,7,7,10,15,19,10,16,166,
VI (Western Visayas),Iloilo,Alimodian,8,5,14,10,10,16,12,6,6,6,6,7,3,8,28,11,10,8,15,10,6,13,13,17,7,255,
VI (Western Visayas),Iloilo,Anilao,2,2,-,1,5,3,1,1,1,-,2,-,-,1,3,2,4,1,13,1,3,1,6,2,-,55,
VI (Western Visayas),Iloilo,Badiangan,-,-,7,1,5,4,4,1,1,10,3,5,-,3,6,-,5,1,8,3,9,9,8,2,5,100,
VI (Western Visayas),Iloilo,Balasan,4,1,-,3,-,1,5,1,3,3,7,-,3,4,2,8,10,9,9,8,5,11,9,5,9,120,
VI (Western Visayas),Iloilo,Banate,3,3,7,6,3,10,6,2,2,11,4,4,6,3,4,8,7,22,10,7,17,7,11,4,27,194,
VI (Western Visayas),Iloilo,Barotac Nuevo,11,12,15,11,9,17,12,19,9,16,11,19,12,13,18,10,18,28,31,20,12,31,19,29,25,427,
VI (Western Visayas),Iloilo,Barotac Viejo,2,1,6,6,4,8,8,10,2,2,10,3,5,1,1,3,5,6,4,4,3,2,1,4,1,102,
VI (Western Visayas),Iloilo,Batad,1,2,3,-,3,-,2,2,2,4,-,-,1,-,-,-,1,-,3,-,6,-,-,-,1,31,
VI (Western Visayas),Iloilo,Bingawan,2,2,1,1,-,-,1,1,-,1,1,1,-,1,2,-,8,-,1,-,-,1,9,-,2,35,
VI (Western Visayas),Iloilo,Cabatuan,8,17,17,19,11,23,20,12,14,12,22,8,10,14,13,13,19,18,23,21,14,32,23,18,34,435,
VI (Western Visayas),Iloilo,Calinog,9,6,6,12,1,4,10,11,3,2,5,10,2,11,4,14,6,20,10,16,6,9,25,10,19,231,
VI (Western Visayas),Iloilo,Carles,4,-,2,-,-,-,2,3,3,-,1,-,1,1,3,4,1,1,1,6,9,4,2,12,8,68,
VI (Western Visayas),Iloilo,City Of Passi,11,18,13,14,18,9,9,5,15,4,2,7,13,9,10,19,16,26,20,16,7,27,25,13,24,350,
VI (Western Visayas),Iloilo,Concepcion,-,3,1,1,-,4,-,-,4,1,-,2,-,5,7,1,-,-,9,3,6,2,1,1,3,54,
VI (Western Visayas),Iloilo,Dingle,9,16,11,7,4,16,7,7,11,3,2,4,10,6,14,10,11,10,21,18,7,16,6,26,18,270,
VI (Western Visayas),Iloilo,Duenas,5,2,12,10,8,2,14,4,5,9,8,6,17,4,14,6,10,11,18,16,15,18,10,12,6,242,
VI (Western Visayas),Iloilo,Dumangas,6,7,23,24,25,14,31,13,26,16,13,22,19,13,25,19,21,19,11,21,19,24,26,14,20,471,
VI (Western Visayas),Iloilo,Estancia,4,5,2,5,9,-,9,8,4,6,6,3,5,8,2,5,5,24,12,9,8,2,9,2,12,164,
VI (Western Visayas),Iloilo,Guimbal,8,4,7,8,13,13,6,4,16,4,5,11,4,7,4,12,7,17,14,8,14,13,12,4,26,241,
VI (Western Visayas),Iloilo,Igbaras,8,7,4,5,7,9,13,-,5,7,9,2,11,7,12,14,10,6,11,11,13,18,16,14,11,230,
VI (Western Visayas),Iloilo,Iloilo City (Capital),457,332,454,401,465,504,500,372,472,428,273,243,382,458,598,478,628,650,842,693,494,539,629,627,736,12655,
VI (Western Visayas),Iloilo,Janiuay,17,19,8,12,19,8,17,8,12,20,9,14,6,18,14,23,18,22,17,9,15,18,25,12,17,377,
VI (Western Visayas),Iloilo,Lambunao,16,9,7,7,9,6,9,3,7,10,6,7,12,9,7,5,7,12,5,7,13,13,11,14,15,226,
VI (Western Visayas),Iloilo,Leganes,5,3,5,6,6,9,9,3,3,10,9,2,15,10,6,6,16,14,18,11,20,13,15,16,21,251,
VI (Western Visayas),Iloilo,Lemery,1,-,1,-,1,-,1,1,2,2,1,3,1,2,7,-,-,1,1,2,-,-,1,1,-,29,
VI (Western Visayas),Iloilo,Leon,10,6,4,1,2,12,11,17,9,6,2,8,8,13,12,14,11,10,18,13,13,14,23,11,35,283,
VI (Western Visayas),Iloilo,Maasin,1,3,8,1,5,5,4,3,3,7,4,3,6,8,11,5,6,12,12,10,3,6,21,11,15,173,
VI (Western Visayas),Iloilo,Miagao,22,21,19,14,17,20,6,9,31,16,14,6,9,23,7,26,23,20,32,14,19,28,19,31,25,471,
VI (Western Visayas),Iloilo,Mina,3,7,1,-,5,6,-,-,4,3,-,1,1,-,5,5,8,7,9,8,4,10,-,11,15,113,
VI (Western Visayas),Iloilo,New Lucena,5,3,-,9,5,7,6,1,6,2,3,3,6,-,7,4,13,5,11,3,12,10,14,10,10,155,
VI (Western Visayas),Iloilo,Oton,15,8,17,17,14,21,20,9,18,21,4,16,21,24,45,25,33,42,57,51,48,42,53,63,77,761,
VI (Western Visayas),Iloilo,Pavia,6,12,10,2,8,7,8,10,17,16,14,8,15,6,21,11,16,34,24,33,21,22,45,32,30,428,
VI (Western Visayas),Iloilo,Pototan,19,18,27,17,14,32,24,9,20,11,7,9,10,15,33,17,22,16,37,16,30,35,40,29,30,537,
VI (Western Visayas),Iloilo,San Dionisio,-,-,-,3,2,3,-,2,-,1,-,4,1,4,4,2,1,3,3,8,2,3,1,4,4,55,
VI (Western Visayas),Iloilo,San Enrique,-,3,4,1,-,3,2,4,4,8,6,4,3,4,6,2,5,2, ,9,3,-,5,16,3,97,
VI (Western Visayas),Iloilo,San Joaquin,2,5,4,5,14,12,8,6,4,3,4,4,8,10,5,12,9,8,4,7,8,10,12,14,13,191,
VI (Western Visayas),Iloilo,San Miguel,2,3,13,2,2,4,5,5,-,2,3,5,5,4,14,11,17,16,13,9,8,14,12,13,18,200,
VI (Western Visayas),Iloilo,San Rafael,2,6,1,5,1,5,1,1,4,-,1,1,-,1,-,1,-,1,1,1,-,2,4,3,2,44,
VI (Western Visayas),Iloilo,Santa Barbara,17,15,22,13,16,14,33,24,6,15,9,7,12,15,25,20,40,28,49,22,29,29,50,37,35,582,
VI (Western Visayas),Iloilo,Sara,10,6,8,17,6,8,8,9,4,8,4,2,7,5,4,9,3,7,1,11,4,6,13,7,7,174,
VI (Western Visayas),Iloilo,Tigbauan,5,6,15,17,15,14,4,7,10,12,18,6,4,10,8,8,13,17,23,21,19,19,20,18,26,335,
VI (Western Visayas),Iloilo,Tubungan,1,-,2,-,1,1,-,1,1,3,1,-,-,-,2,2,-,2,2,-,4,9,4,-,6,42,
VI (Western Visayas),Iloilo,Zarraga,7,2,2,11,3,1,3,7,1,5,13,2,3,3,1,6,6,2,12,10,6,7,17,8,5,143,
VI (Western Visayas),Iloilo,Not Reported,1,2,-,-,-,-,3,-,-,-,-,6,2,2,-,-,-,2,1,-,-,-,-,-,-,19,
VI (Western Visayas),Negros Occidental,Bacolod City (Capital),226,247,321,323,376,439,371,267,262,269,194,229,302,359,421,489,545,544,815,608,473,466,620,600,694,10460,
VI (Western Visayas),Negros Occidental,Bago City,11,12,18,19,23,13,21,28,11,12,1,15,13,18,17,7,22,15,29,23,26,30,29,39,44,496,
VI (Western Visayas),Negros Occidental,Binalbagan,10,8,7,3,17,9,11,17,10,6,15,7,12,13,17,15,31,13,28,25,32,22,23,26,29,406,
VI (Western Visayas),Negros Occidental,Cadiz City,5,4,14,8,20,17,24,15,31,24,11,6,17,22,16,23,26,31,28,32,16,31,21,28,25,495,
VI (Western Visayas),Negros Occidental,Calatrava,1,5,2,3,3,8,4,5,2,6,4,4,5,3,3,5,-,5,4,19,7,17,27,20,6,168,
VI (Western Visayas),Negros Occidental,Candoni,-,-,1,-,-,-,2,-,-,-,-,1,-,-,1,2,-,3,2,-,-,1,2,1,2,18,
VI (Western Visayas),Negros Occidental,Cauayan,1,1,3,-,3,9,7,3,3,4,1,5,4,5,8,4,5,2,7,13,11,7,6,10,12,134,
VI (Western Visayas),Negros Occidental,City Of Kabankalan,15,5,10,12,7,9,13,10,9,7,8,18,21,21,17,8,29,15,37,30,17,29,30,31,17,425,
VI (Western Visayas),Negros Occidental,City Of Talisay,17,16,29,19,14,19,24,14,10,31,14,7,8,23,47,23,49,47,58,40,23,42,31,39,43,687,
VI (Western Visayas),Negros Occidental,City Of Victorias,15,16,18,21,28,38,15,22,26,29,23,10,33,24,19,30,32,32,46,29,25,33,24,59,25,672,
VI (Western Visayas),Negros Occidental,Enrique B. Magalona (Saravia),3,9,1,2,4,6,6,1,14,6,5,3,3,5,9,5,5,4,9,15,2,18,13,11,2,161,
VI (Western Visayas),Negros Occidental,Escalante,2,8,2,13,7,9,8,19,8,2,6,10,7,6,10,13,9,17,14,13,12,17,19,27,35,293,
VI (Western Visayas),Negros Occidental,Himamaylan,13,5,15,7,5,11,12,4,8,19,7,9,8,8,2,9,7,6,19,12,14,17,8,17,17,259,
VI (Western Visayas),Negros Occidental,Hinigaran,4,4,12,11,8,21,8,19,27,16,10,6,13,10,13,14,15,15,23,18,18,13,12,33,14,357,
VI (Western Visayas),Negros Occidental,Hinoba-An (Asia),-,1,2,1,3,4,1,-,-,2,2,2,4,1,1,1,7,2, ,9,3,1,7,5,10,69,
VI (Western Visayas),Negros Occidental,Ilog,3,-,2,4,3,7,3,11,7,10,2,4,2,5,3,14,11,8,4,7,3,3,13,5,7,141,
VI (Western Visayas),Negros Occidental,Isabela,7,4,-,2,3,4,4,2,2,4,1,1,1,2,2,7,3,1,14,3,-,7,2,8,-,84,
