particular,A110,A112,A115,A120,A125,A130,A140,A200,A310,A315,A320,A325,A330,A335,A340,A345,A500,A800,A850,A855,A900,A910,Total
               Zamboanga City State Polytechnic College,"33,472",0,766,0,0,0,0,0,"4,017",0,231,0,215,0,222,0,971,"3,750",0,0,"5,894",0,"49,538"
               Zamboanga State College of Marine,,,,,,,,,,,,,,,,,,,,,,,
                     Sciences and Technology,"41,002",0,"2,877",0,0,0,0,0,"4,921",0,281,0,260,0,266,0,730,"4,583",0,0,"7,118",0,"62,038"
,,,,,,,,,,,,,,,,,,,,,,,
          Region X - NORTHERN MINDANAO,"485,240",0,"11,995","1,500",0,0,0,0,"58,239",0,"2,908",0,"2,708",0,"2,776",0,"16,480","52,523",0,0,"74,159",0,"708,528"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Bukidnon State College,"40,125",0,"1,700",0,0,0,0,0,"4,817",0,241,0,226,0,237,0,"2,495","4,346",0,0,"6,115",0,"60,302"
               Camiguin Polytechnic State College,"14,255",0,163,0,0,0,0,0,"1,711",0,100,0,93,0,96,0,461,"1,604",0,0,"2,539",0,"21,022"
               Central Mindanao University,"131,392",0,"3,792",0,0,0,0,0,"15,769",0,946,0,873,0,872,0,"4,370","14,881",0,0,"24,157",0,"197,052"
               Mindanao Polytechnic State College,"54,589",0,"1,889",0,0,0,0,0,"6,552",0,308,0,289,0,300,0,"3,095","5,831",0,0,"7,868",0,"80,721"
               MSU-Iligan Institute of Technology,"220,758",0,"2,721","1,500",0,0,0,0,"26,494",0,"1,156",0,"1,081",0,"1,120",0,"4,533","23,205",0,0,"29,522",0,"312,090"
               Misamis Oriental State College of,,,,,,,,,,,,,,,,,,,,,,,
                     Agriculture and Technology,"15,286",0,"1,439",0,0,0,0,0,"1,835",0,97,0,91,0,93,0,"1,355","1,674",0,0,"2,452",0,"24,322"
               Northwestern Mindanao State College of,,,,,,,,,,,,,,,,,,,,,,,
                     Science and Technology,"8,835",0,291,0,0,0,0,0,"1,061",0,60,0,55,0,58,0,171,982,0,0,"1,506",0,"13,019"
,,,,,,,,,,,,,,,,,,,,,,,
          Region XI - SOUTHEASTERN MINDANAO,"159,840",0,943,0,0,0,0,0,"19,186",0,"1,006",0,936,0,967,0,"5,168","17,492",0,0,"25,471",0,"231,009"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Davao del Norte State College,"20,184",0,341,0,0,0,0,0,"2,422",0,142,0,132,0,135,0,428,"2,273",0,0,"3,591",0,"29,648"
               Davao Oriental State College of Science,,,,,,,,,,,,,,,,,,,,,,,
                     and Technology,"24,726",0,423,0,0,0,0,0,"2,968",0,163,0,152,0,159,0,818,"2,737",0,0,"4,113",0,"36,259"
               Southern Philippines Agri-Business and,,,,,,,,,,,,,,,,,,,,,,,
                     Marine and Aquatic School of Technology,"19,882",0,179,0,0,0,0,0,"2,388",0,136,0,127,0,131,0,757,"2,219",0,0,"3,412",0,"29,231"
               University of Southeastern Philippines,"95,048",0,0,0,0,0,0,0,"11,408",0,565,0,525,0,542,0,"3,165","10,263",0,0,"14,355",0,"135,871"
,,,,,,,,,,,,,,,,,,,,,,,
          Region XII - CENTRAL MINDANAO,"1,100,924",0,"28,665","3,856",0,0,0,0,"132,131",0,"6,721",0,"6,246",0,"6,399",0,"18,346","119,688",0,0,"171,835",0,"1,594,811"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Adiong Memorial Polytechnic State College,"7,361",0,67,0,0,0,0,0,884,0,52,0,49,0,50,0,335,829,0,0,"1,322",0,"10,949"
               Cotabato City State Polytechnic College,"40,460",0,"1,017",0,0,0,0,0,"4,856",0,255,0,239,0,248,0,"1,245","4,433",0,0,"6,477",0,"59,230"
               Cotabato Foundation College of Science,,,,,,,,,,,,,,,,,,,,,,,
                     and Technology,"36,900",0,314,0,0,0,0,0,"4,430",0,269,0,248,0,251,0,"1,103","4,186",0,0,"6,803",0,"54,504"
               Mindanao State University,"821,979",0,"22,685","3,856",0,0,0,0,"98,652",0,"5,048",0,"4,686",0,"4,785",0,"10,765","89,497",0,0,"128,838",0,"1,190,791"
               Sultan Kudarat Polytechnic State College,"49,196",0,793,0,0,0,0,0,"5,904",0,301,0,281,0,295,0,"1,324","5,350",0,0,"7,637",0,"71,081"
               University of Southern Mindanao,"145,028",0,"3,789",0,0,0,0,0,"17,405",0,796,0,743,0,770,0,"3,574","15,393",0,0,"20,758",0,"208,256"
,,,,,,,,,,,,,,,,,,,,,,,
          Caraga Administrative Region,"156,565",0,"6,048",0,0,0,0,0,"18,793",0,"1,058",0,986,0,"1,022",0,"3,087","17,447",0,0,"26,917",0,"231,923"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Agusan del Sur State College of,,,,,,,,,,,,,,,,,,,,,,,
                     Agriculture and Technology,"14,748",0,324,0,0,0,0,0,"1,771",0,100,0,93,0,96,0,325,"1,645",0,0,"2,553",0,"21,655"
               Northern Mindanao State Institute of,,,,,,,,,,,,,,,,,,,,,,,
                     Science and Technology,"37,370",0,"1,617",0,0,0,0,0,"4,485",0,245,0,229,0,237,0,958,"4,130",0,0,"6,211",0,"55,482"
               Surigao del Sur Polytechnic State College,"57,804",0,"1,330",0,0,0,0,0,"6,939",0,415,0,387,0,398,0,624,"6,544",0,0,"10,558",0,"84,999"
               Surigao State College of Technology,"46,643",0,"2,777",0,0,0,0,0,"5,598",0,298,0,277,0,291,0,"1,180","5,128",0,0,"7,595",0,"69,787"
,,,,,,,,,,,,,,,,,,,,,,,
     Department of Energy,"129,051",0,0,989,0,0,0,0,"15,492",0,706,0,662,0,693,0,"6,034","13,683",0,0,"17,892",0,"185,202"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"129,051",0,0,989,0,0,0,0,"15,492",0,706,0,662,0,693,0,"6,034","13,683",0,0,"17,892",0,"185,202"
,,,,,,,,,,,,,,,,,,,,,,,
     Department of Environment and Natural Resources,"3,364,226","34,332","164,452",0,0,0,0,138,"403,851",0,"25,515",289,"23,681",271,"23,833",271,"73,490","386,231",0,0,"643,114","38,576","5,182,270"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"2,601,848",0,"149,129",0,0,0,0,0,"312,332",0,"20,699",0,"19,190",0,"19,190",0,"49,977","302,741",0,0,"521,599",0,"3,996,705"
          Environmental Management Bureau,"136,941",0,"9,784",0,0,0,0,138,"16,441",0,846,0,795,0,816,0,"2,799","14,915",0,0,"21,323",0,"204,798"
          Mines and Geo-Sciences Bureau,"261,185",0,0,0,0,0,0,0,"31,362",0,"1,531",0,"1,436",0,"1,505",0,"5,606","28,067",0,0,"38,358",0,"369,050"
          National Commission on Indigenous Peoples,"249,361",0,0,0,0,0,0,0,"29,925",0,"1,750",0,"1,613",0,"1,638",0,"10,997","28,069",0,0,"44,336",0,"367,689"
          National Mapping and Resource Information Authority,"98,670","34,332","5,539",0,0,0,0,0,"11,844",0,598,289,562,271,595,271,"3,035","10,712",0,0,"15,207","38,576","220,501"
          Palawan Council for Sustainable Development Staff,"16,221",0,0,0,0,0,0,0,"1,947",0,91,0,85,0,89,0,"1,076","1,727",0,0,"2,291",0,"23,527"
,,,,,,,,,,,,,,,,,,,,,,,
     Department of Finance,"3,381,462",0,"39,939","1,000,000",0,0,0,0,"405,863",0,"22,616",0,"21,157",0,"22,168",0,"64,880","375,780",0,0,"586,432",0,"5,920,297"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"90,391",0,"7,620",0,0,0,0,0,"10,851",0,486,0,458,0,476,0,"6,198","9,556",0,0,"12,424",0,"138,460"
          Bureau of Customs,"725,277",0,"2,502",0,0,0,0,0,"87,062",0,"5,426",0,"5,060",0,"5,201",0,"13,572","82,964",0,0,"150,986",0,"1,078,050"
          Bureau of Internal Revenue,"2,109,167",0,0,"1,000,000",0,0,0,0,"253,121",0,"13,970",0,"13,082",0,"13,822",0,"27,730","233,915",0,0,"354,226",0,"4,019,033"
          Bureau of Local Government Finance,"68,291",0,0,0,0,0,0,0,"8,203",0,421,0,394,0,409,0,"2,004","7,425",0,0,"10,528",0,"97,675"
          Bureau of the Treasury,"197,413",0,195,0,0,0,0,0,"23,708",0,"1,144",0,"1,071",0,"1,121",0,"9,355","21,164",0,0,"28,718",0,"283,889"
          Central Board of Assessment Appeals,"5,049",0,0,0,0,0,0,0,606,0,33,0,31,0,32,0,557,556,0,0,823,0,"7,687"
          Cooperative Development Authority,"128,383",0,821,0,0,0,0,0,"15,409",0,795,0,742,0,774,0,"3,303","14,000",0,0,"20,123",0,"184,350"
          Insurance Commission,"40,868",0,150,0,0,0,0,0,"4,908",0,233,0,218,0,229,0,"1,299","4,364",0,0,"5,837",0,"58,106"
          National Tax Research Center,"16,623",0,0,0,0,0,0,0,"1,995",0,108,0,101,0,104,0,862,"1,836",0,0,"2,767",0,"24,396"
          Privatization and Management Office,0,0,"28,651",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"28,651"
,,,,,,,,,,,,,,,,,,,,,,,
     Department of Foreign Affairs,"415,075",0,"568,420","35,380",0,0,0,329,"49,854",0,"2,281",0,"2,144",0,"2,279",0,"13,933","43,958",0,0,"3,999,523",0,"5,133,176"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"398,393",0,"567,059","35,380",0,0,0,0,"47,850",0,"2,174",0,"2,042",0,"2,173",0,"10,362","42,126",0,0,"3,996,837",0,"5,104,396"
          Foreign Service Institute,"13,813",0,746,0,0,0,0,0,"1,659",0,87,0,83,0,87,0,"3,209","1,512",0,0,"2,197",0,"23,393"
          Technical Cooperation Council of the Philippines,414,0,240,0,0,0,0,0,50,0,4,0,4,0,4,0,102,50,0,0,92,0,960
          UNESCO National Commission of the Philippines,"2,455",0,375,0,0,0,0,329,295,0,16,0,15,0,15,0,260,270,0,0,397,0,"4,427"
,,,,,,,,,,,,,,,,,,,,,,,
     Department of Health,"4,724,706",0,"114,954",0,0,0,0,0,"567,024",0,"35,466",0,"32,754",0,"32,839",0,"44,894","538,703",0,0,"1,256,831",0,"7,348,171"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"4,645,283",0,"114,569",0,0,0,0,0,"557,490",0,"34,938",0,"32,259",0,"32,326",0,"40,672","529,893",0,0,"1,238,100",0,"7,225,530"
          Commission on Population,"56,697",0,385,0,0,0,0,0,"6,805",0,391,0,366,0,380,0,"2,520","6,350",0,0,"13,891",0,"87,785"
          National Nutrition Council,"22,726",0,0,0,0,0,0,0,"2,729",0,137,0,129,0,133,0,"1,702","2,460",0,0,"4,840",0,"34,856"
,,,,,,,,,,,,,,,,,,,,,,,
     Department of the Interior and Local Government,"2,263,506","23,741,666","30,849",0,0,0,0,550,"271,682","628,390","15,973","184,834","14,836","173,283","15,152","181,427","134,347","254,954",0,0,"415,361","22,146,224","50,473,034"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"1,160,501",0,"25,367",0,0,0,0,0,"139,267",0,"6,677",0,"6,231",0,"6,466",0,"31,623","124,504",0,0,"169,633",0,"1,670,269"
          Bureau of Fire Protection,"73,467","2,304,132",0,0,0,0,0,0,"8,819","169,396",651,"18,823",598,"17,647",585,"18,445",504,"8,831",0,0,"16,479","2,048,247","4,686,624"
          Bureau of Jail Management and Penology,"14,535","1,137,385",0,0,0,0,0,0,"1,746","63,591",100,"9,479",93,"8,887",95,"9,218",588,"1,623",0,0,"2,854","965,528","2,215,722"
          Local Government Academy,"9,614",0,0,0,0,0,0,0,"1,155",0,61,0,58,0,59,0,526,"1,053",0,0,"1,526",0,"14,052"
          National Police Commission,"210,578",0,500,0,0,0,0,550,"25,316",0,"1,355",0,"1,276",0,"1,319",0,"15,913","23,014",0,0,"33,152","634,722","947,695"
          Philippine National Police,"734,013","20,098,652",0,0,0,0,0,0,"88,082","395,403","6,746","155,272","6,222","145,568","6,254","152,504","2,019","89,271",0,0,"182,023","18,401,712","40,463,741"
          Philippine Public Safety College,"60,798","201,497","4,982",0,0,0,0,0,"7,297",0,383,"1,260",358,"1,181",374,"1,260","83,174","6,658",0,0,"9,694","96,015","474,931"
,,,,,,,,,,,,,,,,,,,,,,,
     Department of Justice,"2,914,208",0,"45,640","31,030",0,0,0,238,"348,619",0,"17,725",0,"16,509",0,"16,950",0,"408,321","316,616","11,146",0,"712,356",0,"4,839,358"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"1,037,051",0,"2,855","23,985",0,0,0,238,"124,449",0,"5,037",0,"4,692",0,"4,880",0,"242,517","107,403",0,0,"306,653",0,"1,859,760"
          Bureau of Corrections,"274,992",0,0,0,0,0,0,0,"33,005",0,"2,540",0,"2,376",0,"2,413",0,"1,971","33,476",0,0,"94,941",0,"445,714"
          Bureau of Immigration,"146,032",0,"8,400",0,0,0,0,0,"17,526",0,"1,162",0,"1,079",0,"1,090",0,"1,635","17,006",0,0,"29,433",0,"223,363"
          Commission on the Settlement of Land Problems,"13,076",0,0,0,0,0,0,0,"1,464",0,94,0,88,0,87,0,"1,066","1,476",822,0,"2,345",0,"20,518"
          Land Registration Authority,"324,198",0,"10,984",0,0,0,0,0,"38,867",0,"2,663",0,"2,449",0,"2,433",0,"10,053","38,103","2,018",0,"67,333",0,"499,101"
          National Bureau of Investigation,"308,110",0,"13,063",0,0,0,0,0,"36,975",0,"1,977",0,"1,846",0,"1,909",0,"16,619","33,907",0,0,"64,302",0,"478,708"
          Office of the Government Corporate Counsel,"26,232",0,"2,200",0,0,0,0,0,"2,761",0,127,0,119,0,123,0,"6,708","2,712","4,472",0,"3,438",0,"48,892"
          Office of the Solicitor General,"87,436",0,0,"7,045",0,0,0,0,"9,911",0,482,0,451,0,474,0,"16,001","9,293","3,834",0,"24,537",0,"159,464"
          Parole and Probation Administration,"243,580",0,0,0,0,0,0,0,"29,238",0,"1,358",0,"1,271",0,"1,315",0,"16,516","25,937",0,0,"34,987",0,"354,202"
          Presidential Commission on Good Government,"23,359",0,"8,138",0,0,0,0,0,"2,804",0,123,0,116,0,119,0,"2,928","2,457",0,0,"3,119",0,"43,163"
          Public Attorney's Office,"430,142",0,0,0,0,0,0,0,"51,619",0,"2,162",0,"2,022",0,"2,107",0,"92,307","44,846",0,0,"81,268",0,"706,473"
,,,,,,,,,,,,,,,,,,,,,,,
     Department of Labor and Employment,"1,709,815",0,"44,150","9,583",0,0,0,"22,379","205,297",0,"10,258",0,"9,583",0,"9,973",0,"138,550","184,884","9,806",0,"436,974",0,"2,791,252"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"379,449",0,"9,829",0,0,0,0,0,"45,571",0,"2,080",0,"1,959",0,"2,058",0,"16,680","40,195",0,0,"230,263",0,"728,084"
          Institute for Labor Studies,"9,326",0,533,0,0,0,0,0,"1,121",0,55,0,51,0,53,0,396,"1,004",0,0,"1,374",0,"13,913"
          National Conciliation and Mediation Board,"43,089",0,0,0,0,0,0,0,"5,180",0,239,0,224,0,234,0,"2,689","4,565",0,0,"5,906",0,"62,126"
          National Labor Relations Commission,"213,143",0,422,0,0,0,0,0,"25,593",0,"1,137",0,"1,055",0,"1,104",0,"29,112","22,444","8,986",0,"28,571",0,"331,567"
          National Maritime Polytechnic,"22,415",0,298,0,0,0,0,0,"2,691",0,151,0,141,0,142,0,"1,554","2,494",0,0,"3,844",0,"33,730"
          National Wages and Productivity Commission,"37,178",0,"2,556",0,0,0,0,"19,440","4,470",0,208,0,194,0,206,0,"2,283","3,941",0,0,"5,111",0,"75,587"
          Philippine Overseas Employment Administration,"106,909",0,"2,765",0,0,0,0,0,"12,831",0,553,0,519,0,550,0,"6,228","11,207",0,0,"14,040",0,"155,602"
          Professional Regulation Commission,"65,839",0,383,0,0,0,0,0,"7,905",0,478,0,442,0,449,0,"54,572","7,460",820,0,"12,037",0,"150,385"
          Technical Education and Skills Development Authority,"832,467",0,"27,364","9,583",0,0,0,"2,939","99,935",0,"5,357",0,"4,998",0,"5,177",0,"25,036","91,574",0,0,"135,828",0,"1,240,258"
,,,,,,,,,,,,,,,,,,,,,,,
     Department of National Defense,"1,374,682","17,777,342","499,800",0,0,0,0,0,"164,981","461,072","12,192","150,843","11,281","141,248","11,173","148,660","16,510","165,281",0,0,"480,584","19,917,499","41,333,148"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          DND Proper (Office of the Secretary),"47,680",0,"16,733",0,0,0,0,0,"5,722",0,312,0,291,0,295,0,"3,888","5,274",0,0,"8,080",0,"88,275"
          Government Arsenal,"92,289",0,535,0,0,0,0,0,"11,076",0,801,0,749,0,776,0,252,"11,022",0,0,"45,988",0,"163,488"
          National Defense College of the Philippines,"14,357",0,"1,014",0,0,0,0,0,"1,725",0,92,0,85,0,87,0,"5,456","1,573",0,0,"2,287",0,"26,676"
          Office of Civil Defense,"45,101",0,"2,771",0,0,0,0,0,"5,413",0,312,0,290,0,299,0,"1,695","5,055",0,0,"7,884",0,"68,820"
          Philippine Veterans Affairs Office,"255,735",0,"89,285",0,0,0,0,0,"30,692",0,"2,090",0,"1,931",0,"1,915",0,"3,517","30,001",0,0,"69,805",0,"484,971"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Philippine Veterans Affairs Office (Proper),"47,866",0,"17,113",0,0,0,0,0,"5,746",0,381,0,354,0,357,0,"2,907","5,571",0,0,"9,670",0,"89,965"
               Military Shrines Service,"8,058",0,53,0,0,0,0,0,968,0,82,0,74,0,68,0,84,"1,013",0,0,"2,062",0,"12,462"
               Veterans Memorial Medical Center,"199,811",0,"72,119",0,0,0,0,0,"23,978",0,"1,627",0,"1,503",0,"1,490",0,526,"23,417",0,0,"58,073",0,"382,544"
,,,,,,,,,,,,,,,,,,,,,,,
          Armed Forces of the Philippines,"919,520","17,777,342","389,462",0,0,0,0,0,"110,353","461,072","8,585","150,843","7,935","141,248","7,801","148,660","1,702","112,356",0,0,"346,540","19,917,499","40,500,918"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
               Philippine Army (Land Forces),"168,597","11,167,557","45,408",0,0,0,0,0,"20,232","374,212","1,535","97,871","1,425","91,754","1,419","96,361",526,"20,445",0,0,"54,647","13,411,353","25,553,342"
               Philippine Air Force (Air Forces),"234,524","2,581,106","42,771",0,0,0,0,0,"28,147",0,"2,279","21,204","2,103","19,711","2,044","20,811",336,"29,023",0,0,"76,053","2,450,241","5,510,353"
               Philippine Navy (Maritime Forces),"155,807","3,381,865","58,142",0,0,0,0,0,"18,698",0,"1,438","27,816","1,341","26,078","1,327","27,536",252,"18,975",0,0,"68,969","3,208,329","6,996,573"
               General Headquarters (Proper),"360,592","646,814","243,141",0,0,0,0,0,"43,276","86,860","3,333","3,952","3,066","3,705","3,011","3,952",588,"43,913",0,0,"146,871","847,576","2,440,650"
,,,,,,,,,,,,,,,,,,,,,,,
     Department of Public Works and Highways,"2,702,522",0,"7,595",0,0,0,0,0,"324,478",0,"19,842",0,"18,480",0,"18,785",0,"35,699","307,811",0,0,"502,068",0,"3,937,280"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"2,702,522",0,"7,595",0,0,0,0,0,"324,478",0,"19,842",0,"18,480",0,"18,785",0,"35,699","307,811",0,0,"502,068",0,"3,937,280"
,,,,,,,,,,,,,,,,,,,,,,,
     Department of Science and Technology,"822,896",0,"11,705",0,0,0,0,"2,268","98,798",0,"5,060",0,"4,656",0,"4,867",0,"19,704","89,197",0,0,"291,938",0,"1,351,089"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"115,732",0,"5,026",0,0,0,0,0,"13,895",0,608,0,569,0,602,0,"6,144","12,154",0,0,"65,885",0,"220,615"
          Advanced Science and Technology Institute,"7,079",0,"1,600",0,0,0,0,0,850,0,42,0,39,0,40,0,480,760,0,0,"5,644",0,"16,534"
          Food and Nutrition Research Institute,"34,787",0,0,0,0,0,0,0,"4,175",0,212,0,199,0,208,0,474,"3,776",0,0,"7,952",0,"51,783"
          Forest Products Research and Development Institute,"41,425",0,0,0,0,0,0,0,"4,972",0,261,0,244,0,254,0,771,"4,538",0,0,"8,043",0,"60,508"
          Industrial Technology Development Institute,"75,516",0,600,0,0,0,0,0,"9,065",0,436,0,408,0,429,0,778,"8,105",0,0,"23,528",0,"118,865"
          Metals Industry Research and Development Center,"40,866",0,0,0,0,0,0,0,"4,907",0,239,0,224,0,238,0,"1,126","4,392",0,0,"18,624",0,"70,616"
          National Academy of Science and Technology,"2,423",0,112,0,0,0,0,243,291,0,12,0,12,0,12,0,312,252,0,0,"1,181",0,"4,850"
          National Research Council of the Philippines,"7,971",0,0,0,0,0,0,239,958,0,49,0,46,0,48,0,312,866,0,0,"4,874",0,"15,363"
"          Philippine Atmospheric, Geophysical and",,,,,,,,,,,,,,,,,,,,,,,
                Astronomical Services Administration,"171,574",0,570,0,0,0,0,0,"20,595",0,"1,216",0,"1,049",0,"1,083",0,862,"19,018",0,0,"45,483",0,"261,450"
          Philippine Council for Advanced Science and,,,,,,,,,,,,,,,,,,,,,,,
                Technology Research and Development,"6,300",0,0,0,0,0,0,372,757,0,33,0,31,0,33,0,696,661,0,0,"4,318",0,"13,201"
"          Philippine Council for Agriculture, Forestry",,,,,,,,,,,,,,,,,,,,,,,
                and Natural Resources Research and Development,"41,078",0,0,0,0,0,0,221,"4,931",0,241,0,227,0,239,0,"1,330","4,425",0,0,"8,105",0,"60,797"
          Philippine Council for Aquatic and Marine,,,,,,,,,,,,,,,,,,,,,,,
                Research and Development,"9,329",0,0,0,0,0,0,0,"1,120",0,52,0,50,0,51,0,526,993,0,0,"3,831",0,"15,952"
          Philippine Council for Health Research and Development,"10,735",0,106,0,0,0,0,100,"1,293",0,65,0,61,0,64,0,228,"1,153",0,0,"3,551",0,"17,356"
          Philippine Council for Industry and Energy,,,,,,,,,,,,,,,,,,,,,,,
                Research and Development,"9,253",0,529,0,0,0,0,408,"1,112",0,48,0,45,0,47,0,610,963,0,0,"2,665",0,"15,680"
          Philippine Institute of Volcanology and Seismology,"36,775",0,351,0,0,0,0,0,"4,416",0,242,0,229,0,240,0,442,"4,071",0,0,"11,125",0,"57,891"
          Philippine Nuclear Research Institute,"44,625",0,146,0,0,0,0,0,"5,357",0,268,0,252,0,264,0,992,"4,830",0,0,"19,802",0,"76,536"
          Philippine Science High School,"108,869",0,"1,508",0,0,0,0,685,"13,069",0,681,0,638,0,669,0,"2,135","11,903",0,0,"30,261",0,"170,418"
          Philippine Textile Research Institute,"23,218",0,186,0,0,0,0,0,"2,790",0,164,0,155,0,157,0,274,"2,609",0,0,"9,756",0,"39,309"
          Science Education Institute,"8,645",0,96,0,0,0,0,0,"1,039",0,46,0,43,0,46,0,396,907,0,0,"5,861",0,"17,079"
          Science and Technology Information Institute,"14,330",0,439,0,0,0,0,0,"1,721",0,80,0,75,0,79,0,336,"1,525",0,0,"3,431",0,"22,016"
          Technology Application and Promotion Institute,"12,366",0,436,0,0,0,0,0,"1,485",0,65,0,60,0,64,0,480,"1,296",0,0,"8,018",0,"24,270"
,,,,,,,,,,,,,,,,,,,,,,,
     Department of Social Welfare and Development,"448,781",0,"36,570",0,0,0,0,0,"53,873",0,"3,048",0,"2,854",0,"2,921",0,"16,013","50,053",0,0,"78,642",0,"692,755"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"438,910",0,"36,570",0,0,0,0,0,"52,687",0,"2,997",0,"2,805",0,"2,870",0,"14,872","49,018",0,0,"77,355",0,"678,084"
          Council for the Welfare of Children,"6,481",0,0,0,0,0,0,0,778,0,34,0,32,0,34,0,913,681,0,0,857,0,"9,810"
          Inter-Country Adoption Board,"3,390",0,0,0,0,0,0,0,408,0,17,0,17,0,17,0,228,354,0,0,430,0,"4,861"
,,,,,,,,,,,,,,,,,,,,,,,
     Department of Tourism,"190,508",0,"1,754",0,0,0,0,144,"22,874",0,"1,414",0,"1,317",0,"1,324",0,"8,245","21,721",0,0,"118,642",0,"367,943"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"110,985",0,"1,344",0,0,0,0,0,"13,328",0,686,0,635,0,664,0,"6,867","12,070",0,0,"100,317",0,"246,896"
          Intramuros Administration,"11,698",0,410,0,0,0,0,144,"1,406",0,73,0,69,0,72,0,684,"1,272",0,0,"1,803",0,"17,631"
          National Parks Development Committee,"67,825",0,0,0,0,0,0,0,"8,140",0,655,0,613,0,588,0,694,"8,379",0,0,"16,522",0,"103,416"
,,,,,,,,,,,,,,,,,,,,,,,
     Department of Trade and Industry,"566,749",0,"31,942",0,0,0,0,"1,081","68,044",0,"3,152",0,"2,957",0,"3,088",0,"36,587","60,266",0,0,"164,493",0,"938,359"
,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------,------------------
          Office of the Secretary,"460,635",0,"30,507",0,0,0,0,0,"55,297",0,"2,553",0,"2,391",0,"2,498",0,"28,187","48,958",0,0,"149,513",0,"780,539"
          Board of Investments,"58,660",0,158,0,0,0,0,423,"7,044",0,317,0,298,0,313,0,"6,318","6,204",0,0,"8,011",0,"87,746"
