region,prov,proj_type,title,address,,
RFU VIII,Southern Leyte,Warehouse,"Warehouse Manalog, Hinunangan, Southern Leyte","Manalog, Hinunangan, Southern Leyte",,
RFU VIII,Southern Leyte,Nurseries,"Nurseries 1 Pangi, Libagon, Southern Leyte","Pangi, Libagon, Southern Leyte ",,
RFU VIII,Southern Leyte,Fishpond,"Fishpond  6 Santa Cruz, San Francisco, Southern Leyte ","Santa Cruz, San Francisco, Southern Leyte ",,
RFU VIII,Southern Leyte,Fishpond,"Fishpond Nonok Norte, City of Maasin (Capital), Southern Leyte","Nonok Norte, City of Maasin (Capital), Southern Leyte ",,
RFU VIII,Southern Leyte,Green House,"Greenhouse Rizal, City of Maasin (Capital), Southern Leyte","Rizal, City of Maasin (Capital), Southern Leyte ",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer Estela, Liloan, Southern Leyte 2","Estela, Liloan, Southern Leyte ",,
RFU VIII,Southern Leyte,Warehouse,"Warehouse Tuno, San Francisco, Southern Leyte ","Tuno, San Francisco, Southern Leyte ",,
RFU VIII,Southern Leyte,Farm-To-Market Road,"Concrete San Vicente, Sogod, Southern Leyte 2","San Vicente, Sogod, Southern Leyte ",,
RFU VIII,Southern Leyte,Farm-To-Market Road,"Gravel Ibarra, City of Maasin (Capital), Southern Leyte  ","Ibarra, City of Maasin (Capital), Southern Leyte ",,
RFU VIII,Southern Leyte,Fishpen,"Fishpen Lipanto, Saint Bernard, Southern Leyte","Lipanto, Saint Bernard, Southern Leyte ",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer San Vicente (Upper San Roque), Macrohon, Southern Leyte ","San Vicente (Upper San Roque), Macrohon, Southern Leyte ",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer Timba, San Ricardo, Southern Leyte 3","Timba, San Ricardo, Southern Leyte ",,
RFU VIII,Southern Leyte,Warehouse,"Warehouse Magaupas, Liloan, Southern Leyte","Magaupas, Liloan, Southern Leyte ",,
RFU VIII,Southern Leyte,Fishpond,"Fishpond Dakit (Poblacion), San Francisco, Southern Leyte 2","Dakit (Poblacion), San Francisco, Southern Leyte ",,
RFU VIII,Southern Leyte,Warehouse,"Warehouse Punta, San Francisco, Southern Leyte ","Punta, San Francisco, Southern Leyte ",,
RFU VIII,Southern Leyte,Sea Cage,"Sea Cage San Isidro, Tomas Oppus, Southern Leyte","San Isidro, Tomas Oppus, Southern Leyte ",,
RFU VIII,Southern Leyte,Fishpond,"Fishpond 2 Sto. Nino, City of Maasin (Capital), Southern Leyte","Sto. Nino, City of Maasin (Capital), Southern Leyte ",,
RFU VIII,Southern Leyte,Green House,"Greenhouse 1 Rizal, City of Maasin (Capital), Southern Leyte","Rizal, City of Maasin (Capital), Southern Leyte ",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer Baugo, Bontoc, Southern Leyte","Baugo, Bontoc, Southern Leyte",,
RFU VIII,Southern Leyte,Copra Dryer," Copra Dryer Cantamuac, Malitbog, Southern Leyte ","Cantamuac, Malitbog, Southern Leyte ",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer Osao, San Juan (Cabalian), Southern Leyte","Osao, San Juan (Cabalian), Southern Leyte ",,
RFU VIII,Southern Leyte,Farm-To-Market Road,"Concrete Pandan, Sogod, Southern Leyte","Pandan, Sogod, Southern Leyte",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer 1 Bactul II, City of Maasin (Capital), Southern Leyte","Bactul II, City of Maasin (Capital), Southern Leyte ",,
RFU VIII,Southern Leyte,National Irrigation System (NIS),"Irrigation SFR Small Farm Reservoir Poblacion District I, Silago, Southern Leyte ","Poblacion District I, Silago, Southern Leyte ",,
RFU VIII,Southern Leyte,Farm-To-Market Road,"Gravel Mabicay, Sogod, Southern Leyte","Mabicay, Sogod, Southern Leyte",,
RFU VIII,Southern Leyte,Warehouse,"Warehouse Ilag, Liloan, Southern Leyte","Ilag, Liloan, Southern Leyte ",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer Tuno, San Francisco, Southern Leyte ","Tuno, San Francisco, Southern Leyte ",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer 1 Cat-iwing, Hinundayan, Southern Leyte","Cat-iwing, Hinundayan, Southern Leyte ",,
RFU VIII,Southern Leyte,Fishpond,"Fishpond Sto. Nino, City of Maasin (Capital), Southern Leyte","Sto. Nino, City of Maasin (Capital), Southern Leyte ",,
RFU VIII,Southern Leyte,Warehouse,"Warehouse President Roxas, Liloan, Southern Leyte","President Roxas, Liloan, Southern Leyte ",,
RFU VIII,Southern Leyte,Training Center,"Training Center Laboon, City of Maasin (Capital), Southern Leyte","Laboon, City of Maasin (Capital), Southern Leyte ",,
RFU VIII,Southern Leyte,Fishpond,"Fishpond Barangay Bagong Silang,Macrohon, Southern Leyte 3","Bagong Silang, Macrohon, Southern Leyte ",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer Tabugon, Liloan, Southern Leyte","Tabugon, Liloan, Southern Leyte ",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer Nati, City of Maasin (Capital), Southern Leyte","Nati, City of Maasin (Capital), Southern Leyte ",,
RFU VIII,Southern Leyte,Fishpond,"Fishpond Rizal, Tomas Oppus, Southern Leyte","Rizal, Tomas Oppus, Southern Leyte ",,
RFU VIII,Southern Leyte,Farm-To-Market Road,"Gravel Carnaga, Saint Bernard, Southern Leyte","Carnaga, Saint Bernard, Southern Leyte ",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer Upper Villa Jacinta, Macrohon, Southern Leyte ","Upper Villa Jacinta, Macrohon, Southern Leyte ",,
RFU VIII,Southern Leyte,Fishpond,"Fishpond Hubasan, Hinundayan, Southern Leyte","Hubasan, Hinundayan, Southern Leyte ",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer Pinascohan, City of Maasin (Capital), Southern Leyte","Pinascohan, City of Maasin (Capital), Southern Leyte ",,
RFU VIII,Southern Leyte,Fishpond,"Fishpond Central (Poblacion), San Francisco, Southern Leyte ","Central (Poblacion), San Francisco, Southern Leyte ",,
RFU VIII,Southern Leyte,Fishpond,"Fishpond Bahay, Liloan, Southern Leyte (2)","Bahay, Liloan, Southern Leyte ",,
RFU VIII,Southern Leyte,Fishpond,"Fishpond Lo-ok, Anahawan, Southern Leyte","Lo-ok, Anahawan, Southern Leyte ",,
RFU VIII,Southern Leyte,Farm-To-Market Road,"Gravel Anahawan, Tomas Oppus, Southern Leyte","Anahawan, Tomas Oppus, Southern Leyte ",,
RFU VIII,Southern Leyte,Green House,"Greenhouse Biasong, Hinundayan, Southern Leyte","Biasong, Hinundayan, Southern Leyte ",,
RFU VIII,Southern Leyte,Farm-To-Market Road,"ConcreteSan Vicente, Sogod, Southern Leyte 1","San Vicente, Sogod, Southern Leyte ",,
RFU VIII,Southern Leyte,Warehouse,"Warehouse Bongbong, San Francisco, Southern Leyte ","Bongbong, San Francisco, Southern Leyte ",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer BarangayUpper Ichon, Macrohon 2","Upper Ichon, Macrohon, Southern Leyte",,
RFU VIII,Southern Leyte,Farm-To-Market Road,"Concrete Hinapu Daku, City of Maasin (Capital), Southern Leyte","Hinapu Daku, City of Maasin (Capital), Southern Leyte ",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer Upper Villa Jacinta, Macrohon, Southern Leyte ","Upper Villa Jacinta, Macrohon, Southern Leyte ",,
RFU VIII,Southern Leyte,Farm-To-Market Road,"Gravel Poblacion, Anahawan, Southern Leyte","Poblacion, Anahawan, Southern Leyte ",,
RFU VIII,Southern Leyte,Fishpond,"Fishpond Lewing, Anahawan, Southern Leyte","Lewing, Anahawan, Southern Leyte ",,
RFU VIII,Southern Leyte,Fishpond,"Fishpond Bahay, Liloan, Southern Leyte ","Bahay, Liloan, Southern Leyte ",,
RFU VIII,Southern Leyte,Sea Cage,"Sea Cage Juangon, Malitbog, Southern Leyte","Juangon, Malitbog, Southern Leyte ",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer Cat-iwing, Hinundayan, Southern Leyte","Cat-iwing, Hinundayan, Southern Leyte ",,
RFU VIII,Southern Leyte,Fishpond,"Fishpond Catmon, Silago, Southern Leyte","Catmon, Silago, Southern Leyte ",,
RFU VIII,Southern Leyte,Farm-To-Market Road,"Steel Sindangan, Macrohon, Southern Leyte ","Sindangan, Macrohon, Southern Leyte ",,
RFU VIII,Southern Leyte,Rice Mill (Single Pass),"Rice Mill/Mini Cono (Stationary) 2 Tigbawan, City of Maasin (Capital), Southern Leyte","Tigbawan, City of Maasin (Capital), Southern Leyte ",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer Saub, San Ricardo, Southern Leyte ","Saub, San Ricardo, Southern Leyte ",,
RFU VIII,Southern Leyte,Green House,"Green House Barangay Laray, Macrohon, Southern Leyte ","Laray, Macrohon, Southern Leyte ",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer Camansi, Tomas Oppus, Southern Leyte","Camansi, Tomas Oppus, Southern Leyte ",,
RFU VIII,Southern Leyte,Coffee Dryer,"Copra Dryer Himakilo, Bontoc, Southern Leyte","Himakilo, Bontoc, Southern Leyte",,
RFU VIII,Southern Leyte,Fishpond,"Fishpond Bahay, Liloan, Southern Leyte 3","Bahay, Liloan, Southern Leyte ",,
RFU VIII,Southern Leyte,Farm-To-Market Road,"Gravel Dagsa, Sogod, Southern Leyte","Dagsa, Sogod, Southern Leyte ",,
RFU VIII,Southern Leyte,Fishpond,"Fishpond Lunas, City of Maasin (Capital), Southern Leyte","Lunas, City of Maasin (Capital), Southern Leyte ",,
RFU VIII,Southern Leyte,Fishpond,"Fishpond 5 Santa Cruz, San Francisco, Southern Leyte ","Santa Cruz, San Francisco, Southern Leyte ",,
RFU VIII,Southern Leyte,Farm-To-Market Road,"Concrete San Francisco Mabuhay, Sogod, Southern Leyte 1","San Francisco Mabuhay, Sogod, Southern Leyte ",,
RFU VIII,Southern Leyte,National Irrigation System (NIS),"Irrigation CTR Concrete Tank Reservoir Kinachawa, San Ricardo, Southern Leyte ","Kinachawa, San Ricardo, Southern Leyte ",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer Baugo, City of Maasin (Capital), Southern Leyte","Baugo, City of Maasin (Capital), Southern Leyte ",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer Saub, San Ricardo, Southern Leyte 6","Saub, San Ricardo, Southern Leyte ",,
RFU VIII,Southern Leyte,Warehouse,"Warehouse Estela, Liloan, Southern Leyte ","Estela, Liloan, Southern Leyte ",,
RFU VIII,Southern Leyte,Multi Purpose Drying Pavement (MPDP),"MPDP Multi Purpose Drying Pavement Bagtican, City of Maasin (Capital), Southern Leyte","Bagtican, City of Maasin (Capital), Southern Leyte ",,
RFU VIII,Southern Leyte,Fishpond,"Fishpond Puntana, Silago, Southern Leyte 1","Puntana, Silago, Southern Leyte ",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer Pres. Quezon (Maugoc), Liloan, Southern Leyte ","Pres. Quezon (Maugoc), Liloan, Southern Leyte ",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer 2 Cat-iwing, Hinundayan, Southern Leyte","Cat-iwing, Hinundayan, Southern Leyte ",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer 1 Baugo, City of Maasin (Capital), Southern Leyte","Baugo, City of Maasin (Capital), Southern Leyte ",,
RFU VIII,Southern Leyte,Fishpond,"Fishpond 1 Lunas, City of Maasin (Capital), Southern Leyte","Lunas, City of Maasin (Capital), Southern Leyte ",,
RFU VIII,Southern Leyte,Farm-To-Market Road,"Concrete Pandan, Liloan, Southern Leyte ","Pandan, Liloan, Southern Leyte ",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer Barangay Laray, Macrohon","Laray, Macrohon, Southern Leyte",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer Ubos (Poblacion), San Francisco, Southern Leyte ","Ubos (Poblacion), San Francisco, Southern Leyte ",,
RFU VIII,Southern Leyte,Farm-To-Market Road,"Concrete Hinapu Gamay, City of Maasin (Capital), Southern Leyte","Hinapu Gamay, City of Maasin (Capital), Southern Leyte ",,
RFU VIII,Southern Leyte,Fishpond,"Fishpond Poblacion District I, Silago, Southern Leyte","Poblacion District I, Silago, Southern Leyte ",,
RFU VIII,Southern Leyte,Farm-To-Market Road,"Concrete Bato I, City of Maasin (Capital), Southern Leyte","Bato I, City of Maasin (Capital), Southern Leyte ",,
RFU VIII,Southern Leyte,Farm-To-Market Road,"Gravel Basak, City of Maasin (Capital), Southern Leyte","Basak, City of Maasin (Capital), Southern Leyte ",,
RFU VIII,Southern Leyte,Backyard Pigpen,Backyard Pigpen Poblacion District 1,"Poblacion District I, Padre Burgos, Southern Leyte",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer Saub, San Ricardo, Southern Leyte 5"," Saub, San Ricardo, Southern Leyte ",,
RFU VIII,Southern Leyte,Coffee Dryer,"Coffee Dryer (Capacuhan, Anahawan, Southern Leyte","Capacuhan, Anahawan, Southern Leyte ",,
RFU VIII,Southern Leyte,Fishpond,"Fishpond Buenavista, Pintuyan, Southern Leyte ","Buenavista, Pintuyan, Southern Leyte ",,
RFU VIII,Southern Leyte,Fishpond,"Fishpond Nava, Hinunangan, Southern Leyte","Nava, Hinunangan, Southern Leyte ",,
RFU VIII,Southern Leyte,Multi Purpose Drying Pavement (MPDP),"MPDP Manhilo, City of Maasin (Capital), Southern Leyte ","Manhilo, City of Maasin (Capital), Southern Leyte ",,
RFU VIII,Southern Leyte,Multi Purpose Drying Pavement (MPDP),"MPDP Poblacion, Liloan, Southern Leyte ","Poblacion, Liloan, Southern Leyte ",,
RFU VIII,Southern Leyte,Farm-To-Market Road,"Poultry Maanyag, Tomas Oppus, Southern Leyte","Maanyag, Tomas Oppus, Southern Leyte ",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer 2 Dayanog, San Juan (Cabalian), Southern Leyte","Dayanog, San Juan (Cabalian), Southern Leyte ",,
RFU VIII,Southern Leyte,Fishpond,"Fishpond Barangay Bagong Silang, Macrohon 2","Bagong Silang, Macrohon, Southern Leyte",,
RFU VIII,Southern Leyte,Corn Processing," Abattoir/Slaughterhouses Jubas (Poblacion), Libagon, Southern Leyte","Jubas (Poblacion), Libagon, Southern Leyte ",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer Sto. Nino, Macrohon, Southern Leyte 2","Sto. Nino, Macrohon, Southern Leyte ",,
RFU VIII,Southern Leyte,Fishpond,"Fishpond Santa Cruz, San Francisco, Southern Leyte 1","Santa Cruz, San Francisco, Southern Leyte ",,
RFU VIII,Southern Leyte,Fishpond,"Fishpond Basak, City of Maasin (Capital), Southern Leyte","Basak, City of Maasin (Capital), Southern Leyte ",,
RFU VIII,Southern Leyte,Fishpond,"Fishpond 1 Basak, City of Maasin (Capital), Southern Leyte","Basak, City of Maasin (Capital), Southern Leyte ",,
RFU VIII,Southern Leyte,Farm-To-Market Road,"Concrete San Francisco Mabuhay, Sogod, Southern Leyte 2","San Francisco Mabuhay, Sogod, Southern Leyte ",,
RFU VIII,Southern Leyte,Sea Cage,"Sea Cage 1 San Isidro, Tomas Oppus, Southern Leyte","San Isidro, Tomas Oppus, Southern Leyte ",,
RFU VIII,Southern Leyte,Sea Cage,"Sea Cage 2 San Isidro, Tomas Oppus, Southern Leyte","San Isidro, Tomas Oppus, Southern Leyte ",,
RFU VIII,Southern Leyte,Fishpond,"Fishpond 3 Basak, City of Maasin (Capital), Southern Leyte","Basak, City of Maasin (Capital), Southern Leyte ",,
RFU VIII,Southern Leyte,Farm-To-Market Road,"Concrete Baugo, City of Maasin (Capital), Southern Leyte","Baugo, City of Maasin (Capital), Southern Leyte ",,
RFU VIII,Southern Leyte,Vermiculture Center/Vermi Composting,"Vermi Compost Himatagon (Poblacion), Saint Bernard, Southern Leyte","Himatagon (Poblacion), Saint Bernard, Southern Leyte ",,
RFU VIII,Southern Leyte,Fishpond,"Fishpond 1 Sto. Nino, City of Maasin (Capital), Southern Leyte","Sto. Nino, City of Maasin (Capital), Southern Leyte ",,
RFU VIII,Southern Leyte,Flatbed Dryer (FBD),"Flatbed Dryer Manhilo, City of Maasin (Capital), Southern Leyte ","Manhilo, City of Maasin (Capital), Southern Leyte ",,
RFU VIII,Southern Leyte,Fishpond,"Fishpond Tuba-on, Silago, Southern Leyte ","Tuba-on, Silago, Southern Leyte ",,
RFU VIII,Southern Leyte,Farm-To-Market Road,"Concrete Basak, City of Maasin (Capital), Southern Leyte","Basak, City of Maasin (Capital), Southern Leyte ",,
RFU VIII,Southern Leyte,Fishpond,"Fishpond Anahawan, Tomas Oppus, Southern Leyte","Anahawan, Tomas Oppus, Southern Leyte ",,
RFU VIII,Southern Leyte,Copra Dryer," Copra Dryer Tigbawan, City of Maasin (Capital), Southern Leyte","Tigbawan, City of Maasin (Capital), Southern Leyte ",,
RFU VIII,Southern Leyte,Farm-To-Market Road,"FMR Earth Barangay Danao, Macrohon","Danao, Macrohon, Southern Leyte ",,
RFU VIII,Southern Leyte,Farm-To-Market Road,"Concrete Magkasag, Libagon, Southern Leyte","Magkasag, Libagon, Southern Leyte ",,
RFU VIII,Southern Leyte,Fishpond,"Fishpond Santa Cruz, San Francisco, Southern Leyte 5","Santa Cruz, San Francisco, Southern Leyte ",,
RFU VIII,Southern Leyte,Coffee Dryer,"Copra Dryer 1 Baugo, Bontoc, Southern Leyte","Baugo, Bontoc, Southern Leyte",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Tinago, Tomas Oppus, Southern Leyte","Tinago, Tomas Oppus, Southern Leyte ",,
RFU VIII,Southern Leyte,Fishpond,"Fishpond Buenavista, Pintuyan, Southern Leyte (2)","Buenavista, Pintuyan, Southern Leyte ",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer 2 Pinascohan, City of Maasin (Capital), Southern Leyte","Pinascohan, City of Maasin (Capital), Southern Leyte ",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer Pres. Quezon (Maugoc), Liloan, Southern Leyte ","Pres. Quezon (Maugoc), Liloan, Southern Leyte ",,
RFU VIII,Southern Leyte,Nurseries,"Nurseries 1 Cabulihan, City of Maasin (Capital), Southern Leyte","Cabulihan, City of Maasin (Capital), Southern Leyte ",,
RFU VIII,Southern Leyte,Poultry,"Poultry Panian, Saint Bernard, Southern Leyte","Panian, Saint Bernard, Southern Leyte ",,
RFU VIII,Southern Leyte,Multi Purpose Drying Pavement (MPDP),"MPDP Multi Purpose Drying Pavement Lanao, Bontoc, Southern Leyte","Lanao, Bontoc, Southern Leyte",,
RFU VIII,Southern Leyte,Farm-To-Market Road,"Concrete Cabascan, Tomas Oppus, Southern Leyte","Cabascan, Tomas Oppus, Southern Leyte ",,
RFU VIII,Southern Leyte,Fishpond,"Fishpond Kagingkingan, Anahawan, Southern Leyte","Kagingkingan, Anahawan, Southern Leyte ",,
RFU VIII,Southern Leyte,Fishpond,"Fishpond Katipunan, Silago, Southern Leyte","Katipunan, Silago, Southern Leyte ",,
RFU VIII,Southern Leyte,Fishpond,"Fishpond Abgao, Malitbog, Southern Leyte","Abgao, Malitbog, Southern Leyte ",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer Barangay Ilihan, Macrohon","Ilihan, Macrohon, Southern Leyte ",,
RFU VIII,Southern Leyte,Fishpond,"Fishpond 2 Basak, City of Maasin (Capital), Southern Leyte","Basak, City of Maasin (Capital), Southern Leyte ",,
RFU VIII,Southern Leyte,Multi Purpose Drying Pavement (MPDP),"MPDP Multi Purpose Drying Pavement(Tahusan, Hinunangan, Southern Leyte","Tahusan, Hinunangan, Southern Leyte",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer Saub, San Ricardo, Southern Leyte 2","Saub, San Ricardo, Southern Leyte ",,
RFU VIII,Southern Leyte,Farm-To-Market Road,"Concrte Nati, City of Maasin (Capital), Southern Leyte","Nati, City of Maasin (Capital), Southern Leyte ",,
RFU VIII,Southern Leyte,Farm-To-Market Road,"Concrete Guintoylan, Liloan, Southern Leyte ","Guintoylan, Liloan, Southern Leyte ",,
RFU VIII,Southern Leyte,Fishpond,"Fishpond Puntana, Silago, Southern Leyte 2","Puntana, Silago, Southern Leyte ",,
RFU VIII,Southern Leyte,Nurseries,"Nurseries Mahayahay, Saint Bernard, Southern Leyte","Mahayahay, Saint Bernard, Southern Leyte ",,
RFU VIII,Southern Leyte,Nurseries,"Nurseries Ibarra, City of Maasin (Capital), Southern Leyte ","Ibarra, City of Maasin (Capital), Southern Leyte ",,
RFU VIII,Southern Leyte,Protective Structrue,"Protective Structrue Bolodbolod, Saint Bernard, Southern Leyte","Bolodbolod, Saint Bernard, Southern Leyte ",,
RFU VIII,Southern Leyte,Fishpond,"Fishpond Barangay Bagong Silang, Macrohon","Bagong Silang, Macrohon, Southern Leyte",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer 1 Dayanog, San Juan (Cabalian), Southern Leyte","Dayanog, San Juan (Cabalian), Southern Leyte ",,
RFU VIII,Southern Leyte,Nurseries,"Nurseries Soro-soro, City of Maasin (Capital), Southern Leyte ","Soro-soro, City of Maasin (Capital), Southern Leyte ",,
RFU VIII,Southern Leyte,Bagsakan Center/Food Terminals,"Bagsakan Center Himatagon (Poblacion), Saint Bernard","Himatagon (Poblacion), Saint Bernard, Southern Leyte ",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer Sto. Nino, Macrohon, Southern Leyte 3","Sto. Nino, Macrohon, Southern Leyte ",,
RFU VIII,Southern Leyte,Mangrove Greenbelt,"PHF Mangrove Greenbelt Sto. Rosario, City of Maasin (Capital), Southern Leyte ","Sto. Rosario, City of Maasin (Capital), Southern Leyte ",,
RFU VIII,Southern Leyte,Fishpond,Barangay Hibod Hibod,"Hibod-hibod, Sogod, Southern Leyte",,
RFU VIII,Southern Leyte,Fishpond,"Fishpond Hingatungan, Silago, Southern Leyte","Hingatungan, Silago, Southern Leyte ",,
RFU VIII,Southern Leyte,Copra Dryer,Copra Dryer Barangay Tigbawan,"Tigbawan, City of Maasin (Capital), Southern Leyte",,
RFU VIII,Southern Leyte,Farm-To-Market Road,"Farm-To-Market Road Concrete Flordeliz, Macrohon, Southern Leyte ","Flordeliz, Macrohon, Southern Leyte ",,
RFU VIII,Southern Leyte,Fishpond,"Fishpond Santa Cruz, San Francisco, Southern Leyte 4","Santa Cruz, San Francisco, Southern Leyte ",,
RFU VIII,Southern Leyte,Nurseries,"Nurseries Mantahan (Poblacion), City of Maasin (Capital), Southern Leyte ","Mantahan (Poblacion), City of Maasin (Capital), Southern Leyte ",,
RFU VIII,Southern Leyte,Rice Mill (Single Pass),"Rice Mill/Mini Cono (Stationary) Tambis I, Saint Bernard, Southern Leyte","Tambis I, Saint Bernard, Southern Leyte ",,
RFU VIII,Southern Leyte,Piggery,"Piggery Dinahugan, Padre Burgos, Southern Leyte ","Dinahugan, Padre Burgos, Southern Leyte ",,
RFU VIII,Southern Leyte,Warehouse,"Warehouse Candayuman, Liloan, Southern Leyte ","Candayuman, Liloan, Southern Leyte ",,
RFU VIII,Southern Leyte,Fishpond,"Fishpond Barangay Sindangan, Macrohon 2","Sindangan, Macrohon, Southern Leyte ",,
RFU VIII,Southern Leyte,Piggery,"Piggery Hinapu Gamay, City of Maasin (Capital), Southern Leyte","Hinapu Gamay, City of Maasin (Capital), Southern Leyte ",,
RFU VIII,Southern Leyte,Poultry,"Poultry Himbangan, Saint Bernard, Southern Leyte","Himbangan, Saint Bernard, Southern Leyte ",,
RFU VIII,Southern Leyte,Farm-To-Market Road,"Gravel 1 Basak, City of Maasin (Capital), Southern Leyte","Basak, City of Maasin (Capital), Southern Leyte ",,
RFU VIII,Southern Leyte,Milk Collection Center,"Milk Collection Center Sangahon, Malitbog, Southern Leyte","Sangahon, Malitbog, Southern Leyte ",,
RFU VIII,Southern Leyte,Fishpond,"Fishpond Hinapu Gamay, City of Maasin (Capital), Southern Leyte","Hinapu Gamay, City of Maasin (Capital), Southern Leyte ",,
RFU VIII,Southern Leyte,Vermiculture Center/Vermi Composting,"Vermi Compost 1 Himatagon (Poblacion), Saint Bernard, Southern Leyte","Himatagon (Poblacion), Saint Bernard, Southern Leyte ",,
RFU VIII,Southern Leyte,Vermiculture Center/Vermi Composting,"Vermi Compost Calayugan, Hinunangan","Calayugan, Hinunangan, Southern Leyte ",,
RFU VIII,Southern Leyte,Flatbed Dryer (FBD),"Flatbed Dryer Libhu, City of Maasin (Capital), Southern Leyte","Libhu, City of Maasin (Capital), Southern Leyte ",,
RFU VIII,Southern Leyte,Fishpond,"Fishpond 4 Basak, City of Maasin (Capital), Southern Leyte","Basak, City of Maasin (Capital), Southern Leyte ",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer Saub, San Ricardo, Southern Leyte 2","Saub, San Ricardo, Southern Leyte ",,
RFU VIII,Southern Leyte,Coffee Dryer,"Copra Dryer Lunas, City of Maasin (Capital), Southern Leyte","Lunas, City of Maasin (Capital), Southern Leyte ",,
RFU VIII,Southern Leyte,Sea Cage," Sea cage 3 San Isidro, Tomas Oppus, Southern Leyte","San Isidro, Tomas Oppus, Southern Leyte ",,
RFU VIII,Southern Leyte,Fishpond,"Fishpond Basak, City of Maasin (Capital), Southern Leyte","Basak, City of Maasin (Capital), Southern Leyte ",,
RFU VIII,Southern Leyte,Farm-To-Market Road,"Concrete Acasia, City of Maasin (Capital), Southern Leyte","Acasia, City of Maasin (Capital), Southern Leyte ",,
RFU VIII,Southern Leyte,National Irrigation System (NIS),"DD Diversion Dams Kanangkaan, Sogod, Southern Leyte","Kanangkaan, Sogod, Southern Leyte ",,
RFU VIII,Southern Leyte,Nurseries,"Nurseries Sto. Rosario (Poblacion), Macrohon, Southern Leyte ","Sto. Rosario (Poblacion), Macrohon, Southern Leyte ",,
RFU VIII,Southern Leyte,Rice Mill (Single Pass),"Rice Mill/Mini Cono (Stationary) Tigbawan I, Malitbog, Southern Leyte","Tigbawan I, Malitbog, Southern Leyte ",,
RFU VIII,Southern Leyte,Fishpond,"Fishpond Carnaga, Saint Bernard, Southern Leyte","Carnaga, Saint Bernard, Southern Leyte ",,
RFU VIII,Southern Leyte,Farm-To-Market Road,"Concrete Barangay Sto. Nino, Macrohon","Sto. Nino, Macrohon, Southern Leyte ",,
RFU VIII,Southern Leyte,Farm-To-Market Road,"Wood (District I (Poblacion), Hinundayan, Southern Leyte)","District I (Poblacion), Hinundayan, Southern Leyte",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer (Bactul II, City of Maasin (Capital), Southern Leyte )","Bactul II, City of Maasin (Capital), Southern Leyte ",,
RFU VIII,Southern Leyte,Warehouse,"Warehouse An-an, Hinundayan, Southern Leyte","An-an, Hinundayan, Southern Leyte",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer Maujo, Malitbog, Southern Leyte","Maujo, Malitbog, Southern Leyte ",,
RFU VIII,Southern Leyte,Warehouse,"Warehouse Esperanza, San Ricardo, Southern Leyte 2","Esperanza, San Ricardo, Southern Leyte ",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer Upper Villa Jacinta, Macrohon, Southern Leyte ","Upper Villa Jacinta, Macrohon, Southern Leyte ",,
RFU VIII,Southern Leyte,Copra Dryer,"Copra Dryer 3 Bugho, Hinunangan, Southern Leyte","Bugho, Hinunangan, Southern Leyte",,
RFU VIII,Southern Leyte,Fishpond,"Fishpond 2 Manlico, Hinunangan, Southern Leyte","Manlico, Hinunangan, Southern Leyte ",,
