region,prov,proj_type,title,address,,
RFU II,Cagayan,Multi Purpose Drying Pavement (MPDP),"Libertad, Abulug MPDP","Libertad, Abulug, Cagayan",,
RFU II,Cagayan,Multi Purpose Drying Pavement (MPDP),"Luzon, Claveria MPDP","Luzon, Claveria, Cagayan",,
RFU II,Cagayan,Multi Purpose Drying Pavement (MPDP),"Liwan Norte, Enrile MPDP","Liwan Norte, Enrile, Cagayan",,
RFU II,Cagayan,Multi Purpose Drying Pavement (MPDP),"Minanga Sur, Iguig MPDP","Minanga Sur, Iguig, Cagayan",,
RFU II,Cagayan,Multi Purpose Drying Pavement (MPDP),"Natappian West, Solana MPDP","Natappian West, Solana, Cagayan",,
RFU II,Cagayan,Multi Purpose Drying Pavement (MPDP),"Natappian East, Solana MPDP","Natappian East, Solana, Cagayan",,
RFU II,Cagayan,Multi Purpose Drying Pavement (MPDP),"Bauan East, Solana MPDP","Bauan East, Solana, Cagayan",,
RFU II,Cagayan,Hand Tractor,"Nat'l H'way Gaddangao, Rizal Hand Tractor","Nat'l H'way Gaddangao, Rizal, Cagayan",,
RFU II,Cagayan,Multi Purpose Drying Pavement (MPDP),"Bangag, Solana MPDP","Bangag, Solana, Cagayan",,
RFU II,Cagayan,Farm-To-Market Road,"Construction of Nabannatan, Asal Tulo Farm-To-Market Road","Sta. Clara, Sta. Ana, Cagayan",,
RFU II,Cagayan,Multi Purpose Drying Pavement (MPDP),"Furagui, Solana MPDP","Furagui, Solana, Cagayan",,
RFU II,Cagayan,Multi Purpose Drying Pavement (MPDP),"Anquiray, Amulung MPDP","Anquiray, Amulung, Cagayan",,
RFU II,Cagayan,Multi Purpose Drying Pavement (MPDP),"Calintaan, Amulung MPDP","Calintaan, Amulung, Cagayan",,
RFU II,Cagayan,Multi Purpose Drying Pavement (MPDP),"Balauini, Amulung MPDP","Balauini, Amulung, Cagayan",,
RFU II,Cagayan,Multi Purpose Drying Pavement (MPDP),"Casingsingan Norte, Amulung MPDP","Casingsingan Norte, Amulung, Cagayan",,
RFU II,Cagayan,Farm-To-Market Road,Rehabilitationilitation of Dublon FMR,"San Esteban, Alcala, Cagayan",,
RFU II,Cagayan,Multi Purpose Drying Pavement (MPDP),"Minanga Norte, Iguig MPDP","Minanga Norte, Iguig, Cagayan",,
RFU II,Cagayan,Farm-To-Market Road,Improvement of Bitag Pequeno,"Bitag Pequeno, Baggao, Cagayan",,
RFU II,Cagayan,Hand Tractor,"Gadu, Solana Hand Tractor (SPC)","Gadu, Solana, Cagayan",,
RFU II,Cagayan,Multi Purpose Drying Pavement (MPDP),"Nannucuan, Amulung MPDP","Nannucuan, Amulung, Cagayan",,
RFU II,Cagayan,Multi Purpose Drying Pavement (MPDP),"Annafatan, Amulung MPDP","Annafatan, Amulung, Cagayan",,
RFU II,Cagayan,Multi Purpose Drying Pavement (MPDP),"Malibabag, Penablanca MPDP","Malibabag, Penablanca, Cagayan",,
RFU II,Cagayan,Farm-To-Market Road,Concreting of Luec FMR,"Luec, Camalaniugan, Cagayan",,
RFU II,Cagayan,Hand Tractor,"San Vicente, Gattaran Hand Tractor (2 units)","San Vicente, Gattaran, Cagayan",,
RFU II,Cagayan,Hand Tractor,"San Juan, Rizal Hand Tractor","San Juan, Rizal, Cagayan",,
RFU II,Cagayan,Multi Purpose Drying Pavement (MPDP),"Adaoag, Baggao MPDP","Adaoag, Baggao, Cagayan",,
RFU II,Cagayan,Multi Purpose Drying Pavement (MPDP),"Manaoag (P3), Iguig MPDP","Manaoag (P3), Iguig, Cagayan",,
RFU II,Cagayan,Multi Purpose Drying Pavement (MPDP),"Minanga Norte, Penablanca MPDP","Minanga Norte, Penablanca, Cagayan",,
RFU II,Cagayan,Multi Purpose Drying Pavement (MPDP),"Salamague, Iguig MPDP","Salamague, Iguig, Cagayan",,
RFU II,Cagayan,Farm-To-Market Road,"Concreting of Cabuluan, Maburil FMR","Cabuluan West and Baran, Ballesteros, Cagayan",,
RFU II,Cagayan,Multi Purpose Drying Pavement (MPDP),"Manga (Crossing), Penablanca MPDP","Manga (Crossing), Penablanca, Cagayan",,
RFU II,Cagayan,Multi Purpose Drying Pavement (MPDP),"San Isidro, Iguig MPDP","San Isidro, Iguig, Cagayan",,
RFU II,Cagayan,Hand Tractor,"Roma Norte, Enrile Hand Tractor","Roma Norte, Enrile, Cagayan",,
RFU II,Cagayan,Multi Purpose Drying Pavement (MPDP),"Campo, Iguig MPDP","Campo, Iguig, Cagayan",,
RFU II,Cagayan,Hand Tractor,"Barancuag, Tuao Hand Tractor","Barancuag, Tuao, Cagayan",,
RFU II,Cagayan,Multi Purpose Drying Pavement (MPDP),"Calog Norte, Abulug MPDP","Calog Norte, Abulug, Cagayan",,
RFU II,Cagayan,Multi Purpose Drying Pavement (MPDP),"Bilibigao, Claveria MPDP","Bilibigao, Claveria, Cagayan",,
RFU II,Cagayan,Multi Purpose Drying Pavement (MPDP),"Sta. Cruz, Ballesteros MPDP","Sta. Cruz, Ballesteros, Cagayan",,
RFU II,Cagayan,Multi Purpose Drying Pavement (MPDP),"Fugu, Ballesteros MPDP","Fugu, Ballesteros, Cagayan",,
RFU II,Cagayan,Multi Purpose Drying Pavement (MPDP),"Simayung, Abulug MPDP","Simayung, Abulug, Cagayan",,
RFU II,Cagayan,Multi Purpose Drying Pavement (MPDP),"Sanja, Aparri MPDP","Sanja, Aparri, Cagayan",,
RFU II,Cagayan,Multi Purpose Drying Pavement (MPDP),"Zinarag, Aparri MPDP","Zinarag, Aparri, Cagayan",,
RFU II,Cagayan,Multi Purpose Drying Pavement (MPDP),"Kapanickian Norte, Allacapan MPDP","Kapanickian Norte, Allacapan, Cagayan",,
RFU II,Cagayan,Farm-To-Market Road,Gravelling of Carallan FMR ( Section 1 ),"Curva, Pamplona, Cagayan",,
RFU II,Cagayan,Farm-To-Market Road,"Rehabilitationilitation of Pared, Fabrica FMR","Pared, Alcala, Cagayan",,
RFU II,Cagayan,Farm-To-Market Road,Construction of Cambong FMR,"Cambong, Lal-Lo, Cagayan",,
RFU II,Cagayan,Farm-To-Market Road,"Rehabilitationilitation/Construction of Maraburab ARS, Centro FMR","Maraburab, Alcala, Cagayan",,
RFU II,Cagayan,Farm-To-Market Road,"Improvement/Rehabilitationilitation of Zanja, Bisagu FMR Phase 1","Zanja and Bisagu, Aparri, Cagayan",,
RFU II,Cagayan,Other PHF,"Pussian, Alcala Flatbed Dryer","Pussian, Alcala, Cagayan",,
RFU II,Cagayan,Multi Purpose Drying Pavement (MPDP),"Cullit, Lal-lo MPDP","Cullit, Lal-lo, Cagayan",,
RFU II,Cagayan,Multi Purpose Drying Pavement (MPDP),"Binalan, Aparri MPDP","Binalan, Aparri, Cagayan",,
RFU II,Cagayan,Multi Purpose Drying Pavement (MPDP),"San Isidro, Claveria MPDP","San Isidro, Claveria, Cagayan",,
RFU II,Cagayan,Farm-To-Market Road,"Improvement of Simmayung, Libertad FMR","Simmayung, Abulug, Cagayan",,
RFU II,Cagayan,Hand Tractor,"Callao Sur, Lasam Hand Tractor","Callao Sur, Lasam, Cagayan",,
RFU II,Cagayan,Communal Irrigation System (CIS),Ballasiw Intake Irrigation Project ,"Ipil, Gonzaga, Cagayan",,
RFU II,Cagayan,Hand Tractor,"Centro, Northeast, Solana Hand Tractor","Centro, Northeast, Solana, Cagayan",,
RFU II,Cagayan,Multi Purpose Drying Pavement (MPDP),"Paddaya Dodan, Aparri MPDP","Paddaya-Dodan, Aparri, Cagayan",,
RFU II,Cagayan,Multi Purpose Drying Pavement (MPDP),"Caliliauan, Solana MPDP","Caliliauan, Solana, Cagayan",,
RFU II,Cagayan,Farm-To-Market Road,Concreting of Salongsong FMR,"Salongsong, Sta. Praxedes, Cagayan",,
RFU II,Cagayan,Multi Purpose Drying Pavement (MPDP),"San Carlos, Gattaran MPDP","San Carlos, Gattaran, Cagayan",,
RFU II,Cagayan,Multi Purpose Drying Pavement (MPDP),"Niug Sur, Sto. Nino MPDP","Niug Sur, Sto. Nino, Cagayan",,
RFU II,Cagayan,Multi Purpose Drying Pavement (MPDP),"San Esteban, Alcala MPDP","San Esteban, Alcala, Cagayan",,
RFU II,Cagayan,Farm-To-Market Road,"Repair/Rehabilitationilitation of San Vicente, Lupigue FMR","San Vicente, Gonzaga, Cagayan",,
RFU II,Cagayan,Palay Shed,"Banguian School, Abulug Palay Shed","Banguian, Abulug, Cagayan",,
RFU II,Cagayan,Palay Shed,"Andarayan South, Solana Palay Shed","Andarayan South, Solana, Cagayan",,
RFU II,Cagayan,Multi Purpose Drying Pavement (MPDP),"Cabiraon, Gonzaga MPDP","Cabiraon, Gonzaga, Cagayan",,
RFU II,Cagayan,Multi Purpose Drying Pavement (MPDP),"Padul, Solana MPDP","Padul, Solana, Cagayan",,
RFU II,Cagayan,Other PHF,"Minanga Norte, Iguig Flatbed Dryer","Minanga Norte, Iguig, Cagayan",,
RFU II,Cagayan,Multi Purpose Drying Pavement (MPDP),"Pinopoc, Alcala MPDP","Pinopoc, Alcala, Cagayan",,
RFU II,Cagayan,Multi Purpose Drying Pavement (MPDP),"Langagan, Sanchez Mira MPDP","Langagan, Sanchez Mira, Cagayan",,
RFU II,Cagayan,Multi Purpose Drying Pavement (MPDP),"Casingsingan Norte, Amulung MPDP","Casingsingan Norte, Amulung, Cagayan",,
RFU II,Cagayan,Multi Purpose Drying Pavement (MPDP),"Fusina, Lal-lo MPDP","Fusina, Lal-lo, Cagayan",,
RFU II,Cagayan,Farm-To-Market Road,"Concreting of a Portion of  Sitio Fulay, Pared FMR","Sitio Fulay, Alcala, Cagayan",,
RFU II,Cagayan,Other PHF,"Zitanga, Ballesteros Flatbed Dryer","Zitanga, Ballesteros, Cagayan",,
RFU II,Cagayan,Multi Purpose Drying Pavement (MPDP),"Flourishing (2 Units), Gonzaga MPDP","Flourishing, Gonzaga, Cagayan",,
RFU II,Cagayan,Multi Purpose Drying Pavement (MPDP),"Tabbugan, Claveria MPDP","Tabbugan, Claveria, Cagayan",,
RFU II,Cagayan,Multi Purpose Drying Pavement (MPDP),"Visitacion, Sta. Ana MPDP","Visitacion, Sta. Ana, Cagayan",,
RFU II,Cagayan,Multi Purpose Drying Pavement (MPDP),"Centro (2 Units), Buguey MPDP","Centro, Buguey, Cagayan",,
RFU II,Cagayan,Hand Tractor,"Union, Claveria Hand Tractor","Union, Claveria, Cagayan",,
RFU II,Cagayan,Multi Purpose Drying Pavement (MPDP),"Gumarueng, Piat MPDP","Gumarueng, Piat, Cagayan",,
RFU II,Cagayan,Communal Irrigation System (CIS),Maramramot Intake Irrigation Project ,"Calayan, Gonzaga, Cagayan",,
RFU II,Cagayan,Farm-To-Market Road,"Construction/Improvement of Mission-Bucale, Tagcar FMR","Mission, Sta. Teresita, Cagayan",,
RFU II,Cagayan,Multi Purpose Drying Pavement (MPDP),"Navagan, Aparri MPDP","Navagan, Aparri, Cagayan",,
RFU II,Cagayan,Farm-To-Market Road,"Construction/Improvement Of San Antonio, Casagan Farm-To-Market Road","Parada, Sta. Ana, Cagayan",,
RFU II,Cagayan,Hand Tractor,"Nararagan, Ballesteros Hand Tractor","Nararagan, Ballesteros, Cagayan",,
RFU II,Cagayan,Multi Purpose Drying Pavement (MPDP),"Bauan West, Solana MPDP","Bauan West, Solana, Cagayan",,
RFU II,Cagayan,Palay Shed,"Furagui, Solana Palay Shed","Furagui, Solana, Cagayan",,
RFU II,Cagayan,Hand Tractor,"Sidiran, Sto Nino Hand Tractor","Sidiran, Sto Nino, Cagayan",,
RFU II,Cagayan,Multi Purpose Drying Pavement (MPDP),"San Lorenzo, Buguey MPDP","San Lorenzo, Buguey, Cagayan",,
RFU II,Cagayan,Farm-To-Market Road,Improvement of Gaddang FMR,"Gaddang, Aparri, Cagayan",,
RFU II,Cagayan,Hand Tractor,"Alimaoan, Claveria Hand Tractor","Alimaoan, Claveria, Cagayan",,
RFU II,Cagayan,Farm-To-Market Road,Gravelling of Carallan FMR (Section 2),"Curva, Pamplona, Cagayan",,
RFU II,Cagayan,Hand Tractor,"Palloc, Ballesteros Hand Tractor","Palloc, Ballesteros, Cagayan",,
RFU II,Cagayan,Multi Purpose Drying Pavement (MPDP),"Tamban, Alcala MPDP","Tamban, Alcala, Cagayan",,
RFU II,Cagayan,Hand Tractor,"Nat'l H'way Baluncanag, Rizal Hand Tractor","Nat'l H'way Baluncanag, Rizal, Cagayan",,
RFU II,Cagayan,Hand Tractor,"Centro, Solana Hand Tractor","Centro, Solana, Cagayan",,
RFU II,Cagayan,Bagsakan Center/Food Terminals,"Niug Sur, Sto Nino Barangay Food Terminal","NIug Sur, Sto Nino, Cagayan",,
RFU II,Cagayan,Multi Purpose Drying Pavement (MPDP),"Ballang, Buguey MPDP","Ballang, Buguey, Cagayan",,
RFU II,Cagayan,Farm-To-Market Road,"Improvement/Rehabilitationilitation of Zanja, Bisagu FMR Phase 2","Zanja and Bisagu, Aparri, Cagayan",,
RFU II,Cagayan,Palay Shed,"Sto. Domingo, Piat Palay Shed","Sto. Domingo, Piat, Cagayan",,
RFU II,Cagayan,Hand Tractor,"Mabuttal West, Ballesteros Hand Tractor","Mabuttal West, Ballesteros, Cagayan",,
RFU II,Cagayan,Palay Shed,"Piggatan, Alcala Palay Shed","Piggatan, Alcala, Cagayan",,
RFU II,Cagayan,Multi Purpose Drying Pavement (MPDP),"Bugnay, Tuao MPDP","Bugnay, Tuao, Cagayan",,
RFU II,Cagayan,Multi Purpose Drying Pavement (MPDP),"Palao, Solana MPDP","Palao, Solana, Cagayan",,
RFU II,Isabela,Hand Tractor,"Cabecera 6-24, Ilagan Hand Tractor","Cabecera 6-24, Ilagan, Isabela",,
RFU II,Isabela,Other PHF,"Samonte, Quezon Flatbed Dryer","Samonte, Quezon, Isabela",,
RFU II,Isabela,Hand Tractor,"Malibago, Echague Hand Tractor","Malibago, Echague, Isabela",,
RFU II,Isabela,Hand Tractor,"San Francisco, Cauayan Hand Tractor (GGIA)","San Francisco, Cauayan, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"Canogan, Abajo Sur, Sto. Tomas MPDP","Canogan, Abajo Sur, Sto. Tomas, Isabela",,
RFU II,Isabela,Other PHF,"San Pedro, Mallig Flatbed Dryer","San Pedro, Mallig, Isabela",,
RFU II,Isabela,Other PHF,"Nagbacalan, Ramon Flatbed Dryer","Nagbacalan, Ramon, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"San Jose Norte 01, Mallig MPDP","San Jose Norte 01, Mallig, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"Santos, Quezon MPDP","Santos, Quezon, Isabela",,
RFU II,Isabela,Other PHF,"Rizal, Alicia Flatbed Dryer","Rizal, Alicia, Isabela",,
RFU II,Isabela,Other PHF,"Aguinaldo, Cordon Flatbed Dryer","Aguinaldo, Cordon, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"Casili, Mallig MPDP","Casili, Mallig, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"Arellano, Quezon MPDP","Arellano, Quezon, Isabela",,
RFU II,Isabela,Hand Tractor,"San Francisco, Cauayan Hand Tractor (GFIA)","San Francisco, Cauayan, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"Caligayan, Tumauini MPDP","Caligayan, Tumauini, Isabela",,
RFU II,Isabela,Other PHF,"Pagrang-ayan, Ramon Flatbed Dryer","Pagrang-ayan, Ramon, Isabela",,
RFU II,Isabela,Other PHF,"Capirpirwan, Cordon Flatbed Dryer","Capirpirwan, Cordon, Isabela",,
RFU II,Isabela,Palay Shed,"Bannawag, Angadanan Palay Shed","Bannawag, Angadanan, Isabela",,
RFU II,Isabela,Palay Shed,"Villa Beltran, Ramon Palay Shed","Villa Beltran, Ramon, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"Aguinaldo, Naguilian MPDP","Aguinaldo, Naguilian, Isabela",,
RFU II,Isabela,Bagsakan Center/Food Terminals,"Tagaran, Cauayan City Barangay Food Terminal","Tagaran, Cauayan City, Isabela",,
RFU II,Isabela,Bagsakan Center/Food Terminals,"Dallao, Cordon Barangay Food Terminal","Dallao, Cordon, Isabela",,
RFU II,Isabela,Palay Shed,"Villa Concepcion, Cauayan City Palay Shed","Villa Concepcion, Cauayan City, Isabela",,
RFU II,Isabela,Palay Shed,"San Antonio, Delfin Albano Palay Shed","San Antonio, Delfin Albano, Isabela",,
RFU II,Isabela,Hand Tractor,"Cebu, San Isidro Hand Tractor",BLGU Cebu,,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"Quimalabasa, Naguilian MPDP","Quimalabasa, Naguilian, Isabela",,
RFU II,Isabela,Windmill,DA SWMS Windpump,"San Felipe, Ilagan, Isabela",,
RFU II,Isabela,Small Farm Reservoir,Pasa Small Reservoir Irrigation Project ,"Ilagan, Isabela",,
RFU II,Isabela,Palay Shed,"Minante 1 MPC, Cauayan City Palay Shed","Minante 1 Mpc, Cauayan City, Isabela",,
RFU II,Isabela,Palay Shed,"Caliguian 02, Burgos Palay Shed","Caliguian 02, Burgos, Isabela",,
RFU II,Isabela,Other PHF,"PHF Solar Dryer Bagutari Sto. Tomas, Isabela"," Bagutari Sto. Tomas, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"Saranay, Cabatuan MPDP","Saranay, Cabatuan, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"San Miguel, Ramon MPDP","San Miguel, Ramon, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"Rizal, Santiago City, MPDP","Rizal, Santiago City, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"Surcoc, Naguillian MPDP","Surcoc, Naguillian, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"Diamantina, Aurora MPDP","Diamantina, Aurora, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"Esperanza, Aurora MPDP","Esperanza, Aurora, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"Salvador, Santiago City MPDP","Salvador, Santiago City, Isabela",,
RFU II,Isabela,Green House,Roxas Green House,"San Placido Demo Farm, Roxas, Isabela",,
RFU II,Isabela,Hand Tractor,"Villa Marcos, Ramon Hand Tractor","Villa Marcos, Ramon, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"Gaddanan, San Mateo MPDP","Gaddanan, San Mateo, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"San Rafael, Roxas MPDP","San Rafael, Roxas, Isabela",,
RFU II,Isabela,Green House,Cordon Green House,"Municipal Hall Compound, Cordon, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"Diduan, Reina Mercedes, Maconacon MPDP","Diduan, Reina Mercedes, Maconacon, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"Canan, Cabatuan MPDP","Canan, Cabatuan, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"Centro, Cabatuan MPDP","Centro, Cabatuan, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"San Antonio, Cauayan City MPDP","San Antonio, Cauayan City, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"Marabulig, Cauayan City MPDP","Marabulig, Cauayan City, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"Dabburab, Cauayan City MPDP","Dabburab, Cauayan City, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"Centro 3, Angadanan MPDP","Centro 3, Angadanan, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"Dalakip, Angadanan MPDP","Dalakip, Angadanan, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"Bonifacio, Angadanan MPDP","Bonifacio, Angadanan, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"San Juan, Alicia MPDP","San Juan, Alicia, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"Villa Cruz, San Mateo MPDP","Villa Cruz, San Mateo, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"Surcoc, Naguilian MPDP","Surcoc, Naguilian, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"San Vicente, Quirino MPDP","San Vicente, Quirino, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"Danipa, Benito Soliven MPDP","Danipa, Benito Soliven, Isabela",,
RFU II,Isabela,Green House,Alicia Green House,"Magsaysay/LGU Demo Farm, Alicia, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"Bacnor IA, Burgos MPDP","Bacnor, Burgos, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"San Ramon, Mallig MPDP","San Ramon, Mallig, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"Dummon, Quezon MPDP","Dummon, Quezon, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"Fely, Maconacon MPDP","Fely, Maconacon, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"Barumbong, Sto. Tomas MPDP","Barumbong, Sto. Tomas, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"Namnama, Tumauini MPDP","Namnama, Tumauini, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"Cumabao, Tumauini MPDP","Cumabao, Tumauini, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"Lingaling, Tumauini MPDP","Lingaling, Tumauini, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"Pilig Abajo, Cabagan MPDP","Pilig Abajo, Cabagan, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"Cansan, Cabagan MPDP","Cansan, Cabagan, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"Angancasilian, Cabagan MPDP","Angancasilian, Cabagan, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"Sta. Isabel, Ilagan MPDP","Sta. Isabel, Ilagan, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"Mangcuram, Ilagan MPDP","Mangcuram, Ilagan, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"Batal, Santiago City MPDP","Batal, Santiago City, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"Buenavi Sta., Santiago City MPDP","Buenavista, Santiago City, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"San Jose, Santiago City MPDP","San Jose, Santiago City, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"Cabulay, Santiago City MPDP","Cabulay, Santiago City, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"Rizal, Santiago City MPDP","Rizal, Santiago City, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"Virgoneza, San Agustin MPDP","Virgoneza, San Agustin, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"Calaocan, San Agustin MPDP","Calaocan, San Agustin, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"Mapalad, San Agustin MPDP","Mapalad, San Agustin, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"Bautista, San Agustin MPDP","BautiSta., San Agustin, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"Nemmatan, San Agustin MPDP","Nemmatan, San Agustin, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"Ramona, Angadanan MPDP","Ramona, Angadanan, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"La Suerte, Angadanan MPDP","La Suerte, Angadanan, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"Sunlife, Naguilian MPDP","Sunlife, Naguilian, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"San Manuel, Naguilian MPDP","San Manuel, Naguilian, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"San Jose Sur, Mallig MPDP","San Jose Sur, Mallig, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"San Jose Norte, Mallig MPDP","San Jose Norte, Mallig, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"Casili, Mallig MPDP","Casili, Mallig, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"Simmimbaan, Roxas MPDP","Simmimbaan, Roxas, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"Barucboc, Quezon MPDP","Barucboc, Quezon, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"Sta. Catalina, Tumauini MPDP","Sta. Catalina, Tumauini, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"S.Lungkot, Bantug, Tumauini MPDP","S.Lungkot, Bantug, Tumauini, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"Malasin, Maconacon MPDP","Malasin, Maconacon, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"Aplaya, Maconacon MPDP","Aplaya, Maconacon, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"Victoria, Mallig MPDP","Victoria, Mallig, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"Burgos, Naguilian MPDP","Burgos, Naguilian, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"Dalig, Burgos MPDP","Dalig, Burgos, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"Caliguian 01, Burgos MPDP","Caliguian 01, Burgos, Isabela",,
RFU II,Isabela,Multi Purpose Drying Pavement (MPDP),"Caliguian 02, Burgos MPDP","Caliguian 02, Burgos, Isabela",,
